Idx	IdName	Description	Unknown	Category
4132	Slope_to_glucose_recovery_glipizide_adjusted_baseline_glucose	Log (glucose at 240 min - trough glucose) over (time to glucose trough)	0	SULFONYLUREA RESPONSE
4133	Insulin_120_min_glipizide	Log of insulin at 120 min at V1	0	SULFONYLUREA RESPONSE
4134	Insulin_180_min_glipizide	Log of insulin at 180 min at V1	0	SULFONYLUREA RESPONSE
4135	Insulin_240_min_glipizide	Log of insulin at 240 min at V1	0	SULFONYLUREA RESPONSE
4136	Insulin_30_min_glipizide	Log of insulin at 30 min at V1	0	SULFONYLUREA RESPONSE
4137	Insulin_60_min_glipizide	Log of insulin at 60 min at V1	0	SULFONYLUREA RESPONSE
4138	Insulin_90_min_glipizide	Log of insulin at 90 min at V1	0	SULFONYLUREA RESPONSE
4139	Peak_insulin_glipizide_adjusted_baseline_insulin	Log of peak insulin at V1	0	SULFONYLUREA RESPONSE
4140	Glucose_trough_glipizide_adjusted_baseline_glucose	Glucose minimum after glipizide treament	0	SULFONYLUREA RESPONSE
4141	Time_to_peak_insulin_glipizide	Time to insulin peak after glipizide treatment	0	SULFONYLUREA RESPONSE
4142	Time_to_glucose_trough_glipizide	Time to glucose minimum after glipizide treatment	0	SULFONYLUREA RESPONSE
4143	PCOS	Polycystic ovary syndrome (PCOS)	1	REPRODUCTIVE TRAITS
4188	HCC	Hepatocellular carcinoma	1	CANCER
4189	SporadicMiscarriage	Sporadic miscarriage	1	REPRODUCTIVE TRAITS
4190	PSMR	Post-stroke motor recovery	1	STROKE
4191	AIpredictedAF	ECG-AI model predicted atrial fibrillation risk	0	ATRIAL FIBRILLATION
4192	AorticStenosis	Calcific aortic stenosis	1	CARDIOVASCULAR
4193	BSadjFastingTime	Random glucose adj fasting time	0	GLYCEMIC
4194	BSandFG	Random and fasting glucose	0	GLYCEMIC
4195	KneeOAreplacement	Knee osteoarthritis with joint replacement	1	MUSCULOSKELETAL
4196	KneeOAnoreplacement	Knee osteoarthritis without joint replacement	1	MUSCULOSKELETAL
4197	HipOAnoreplacement	Hip osteoarthritis without joint replacement	1	MUSCULOSKELETAL
4198	eGFRcreaCKDi25	eGFRcreat decline, CKDi25 definition	1	RENAL
4199	eGFRcreaRapid3	eGFRcreat decline, Rapid3 definition	1	RENAL
4200	eGFRcrea_med_DeclineAdjDM	eGFRcreat median annual decline adj diabetes status	0	RENAL
4201	eGFRcreaInDiabetes	eGFRcreat in individuals with diabetes	0	RENAL
4204	eGFRcreaNoDiabetes	eGFRcreat in individuals without diabetes	0	RENAL
4205	eGFRcrea_med_DeclineAdjBL	eGFRcreat median annual decline adj baseline eGFR	0	RENAL
4206	eGFRcrea_med_DeclineInDM	eGFRcreat median annual decline in individuals with diabetes	0	RENAL
4207	eGFRcrea_med_DeclineInCKD	eGFRcreat median annual decline in individuals with chronic kidney disease	0	RENAL
4208	IgAN	IgA nephropathy (IgAN)	1	RENAL
4209	UMOD_aptamer	Circulating uromodulin, aptamer-based measurement	0	RENAL
4210	UMOD_antibody	Circulating uromodulin, antibody-based measurement	0	RENAL
4211	CCthickness	Central corneal thickness	0	OCULAR
4212	PAH	Pulmonary arterial hypertension	1	CARDIOVASCULAR
4213	StoolFreq	Stool frequency	0	DIGESTIVE
4214	PUV	Posterior urethral valves	1	RENAL
4215	AAC	Abdominal aortic calcification	0	CARDIOVASCULAR
4219	ADHD	Attention-deficit hyperactivity disorder (ADHD)	1	PSYCHIATRIC
4238	Myasthenia_gravis	Myasthenia gravis	1	IMMUNOLOGICAL
4239	Myasthenia_gravis_early	Early-onset myasthenia gravis	1	IMMUNOLOGICAL
4240	Myasthenia_gravis_late	Late-onset myasthenia gravis	1	IMMUNOLOGICAL
4241	Neuroticism	Neuroticism	0	PSYCHIATRIC
4242	PA_AvgAcc	Accelerometer-based physical activity measurement (average acceleration)	0	PHYSICAL ACTIVITY
4243	PA_FracTimeAcc425MG	Accelerometer-based physical activity measurement (fraction of time with accelerations >425 milli-gravities)	0	PHYSICAL ACTIVITY
4244	AD_or_AD_history	Alzheimer's disease or family history of Alzheimer's disease	1	NEUROLOGICAL
4245	Handedness	Ambidextrousness	1	NEUROLOGICAL
4246	Addison	Autoimmune Addison's disease	1	IMMUNOLOGICAL
4247	cIMT	Carotid intima-media thickness (mean of the maximum cIMT)	0	CARDIOVASCULAR
4248	Testosterone_bioavailable	Bioavailable testosterone levels	0	REPRODUCTIVE TRAITS
4249	CogPerformance	Cognitive performance	0	COGNITIVE
4254	DHEAS	Dehydroepiandrosterone sulfate levels	0	REPRODUCTIVE TRAITS
4255	MDD_symptoms	Depression	0	PSYCHIATRIC
4256	EAA_Grim	DNA methylation GrimAge acceleration	0	AGING AND LONGEVITY
4257	EAA_Hannum	DNA methylation Hannum age acceleration	0	AGING AND LONGEVITY
4258	EAA_Pheno	DNA methylation PhenoAge acceleration	0	AGING AND LONGEVITY
4259	DNAme_PAI1	DNA methylation-estimated plasminogen activator inhibitor-1 levels	0	AGING AND LONGEVITY
4260	Estradiol	Estradiol levels	0	REPRODUCTIVE TRAITS
4262	Ferritin	Ferritin levels	0	METABOLITE
4263	GCIPL	Ganglion cell inner plexiform layer (GCIPL) thickness	0	OCULAR
4264	Intelligence	Intelligence	0	COGNITIVE
4266	Intraocular_pressure	Intraocular pressure	0	OCULAR
4267	EAA_Intrinsic	Intrinsic epigenetic age acceleration	0	AGING AND LONGEVITY
4268	Kidney_volume	Kidney volume	0	RENAL
4269	LiverIron	Liver iron content	0	HEPATIC
4270	Liver_volume	Liver volume	0	HEPATIC
4271	ExtremeLongevity_90thPerc	Longevity (age >90th survival percentile)	1	AGING AND LONGEVITY
4272	ExtremeLongevity_99thPerc	Longevity (age >99th survival percentile)	1	AGING AND LONGEVITY
4273	Lung_disease_inCF	Lung disease severity in cystic fibrosis	0	LUNG
4274	Lung_volume	Lung volume	0	LUNG
4275	Maternal_AD_history	Maternal history of Alzheimer's disease	1	NEUROLOGICAL
4276	MemPerformance	Memory performance	0	COGNITIVE
4277	T2D_age-related	Mild age-related type 2 diabetes	1	GLYCEMIC
4278	T2D_obesity-related	Mild obesity-related type 2 diabetes	1	GLYCEMIC
4279	PA_ModerateToVigorous	Moderate to vigorous physical activity levels	0	PHYSICAL ACTIVITY
4280	Neuromyelitis_optica	Neuromyelitis optica	1	OCULAR
4281	Neuromyelitis_optica_IgG_minus	Neuromyelitis optica (AQP4-IgG-negative)	1	OCULAR
4282	Neuromyelitis_optica_IgG_plus	Neuromyelitis optica (AQP4-IgG-positive)	1	OCULAR
4283	Optic_cup_area	Optic cup area	0	OCULAR
4285	Optic_disc_area	Optic disc area	0	OCULAR
4286	PancreasFat	Pancreas fat	0	GLYCEMIC
4287	PancreasIron	Pancreas iron content	0	GLYCEMIC
4288	ParentalExtremeLongevity_95yrs	Parental extreme longevity (95 years and older)	1	AGING AND LONGEVITY
4289	ParentalLifespan	Parental lifespan	0	AGING AND LONGEVITY
4290	ParentalExtremeLongevity_10pct	Parental longevity (both parents in top 10%)	1	AGING AND LONGEVITY
4291	ParentalLongevity_AtDeath	Parental longevity (combined parental age at death)	0	AGING AND LONGEVITY
4296	PaternalLongevity_AtDeath	Parental longevity (father's age at death)	0	AGING AND LONGEVITY
4298	ParentalLongevity_Attained	Parental longevity (combined parental attained age, Martingale residuals)	0	AGING AND LONGEVITY
4299	MaternalLongevity_AtDeath	Parental longevity (mother's age at death)	0	AGING AND LONGEVITY
4300	MaternalLongevity_Attained	Parental longevity (mother's attained age)	0	AGING AND LONGEVITY
4304	Paternal_AD_history	Paternal history of Alzheimer's disease	1	NEUROLOGICAL
4305	PA_ModerateDur	Physical activity (moderate intensity activity duration)	0	PHYSICAL ACTIVITY
4306	PA_OverallDur	Physical activity (overall physical activity time)	0	PHYSICAL ACTIVITY
4307	PSC	Primary sclerosing cholangitis	1	HEPATIC
4308	ReactionTime	Reaction time	0	NEUROLOGICAL
4309	PA_SedentaryDur	Sedentary behavior duration	0	PHYSICAL ACTIVITY
4310	T2D_autoimmune	Severe autoimmune type 2 diabetes	1	GLYCEMIC
4311	T2D_insulin-deficient	Severe insulin-deficient type 2 diabetes	1	GLYCEMIC
4312	Lithium_response_inBIP_continuous	Response to lithium treatment in bipolar disorder (continuous phenotype)	0	PSYCHIATRIC
4313	Lithium_response_inBIP_binary	Response to lithium treatment in bipolar disorder (dichotomous phenotype)	1	PSYCHIATRIC
4314	SHBGadjBMI	Sex hormone-binding globulin levels adj BMI	0	REPRODUCTIVE TRAITS
4315	Spleen_volume	Spleen volume	0	GLYCEMIC
4316	SubjectiveWellbeing	Subjective well-being	0	COGNITIVE
4317	VerbNumReasoning	Verbal-numerical reasoning	0	COGNITIVE
4318	VCDR	Vertical cup-disc ratio	0	OCULAR
4319	PA_Vigorous	Vigorous physical activity	1	PHYSICAL ACTIVITY
4320	eGFRcrea_perc_DeclineInDM	eGFRcreat relative annualized decline in individuals with diabetes	0	RENAL
4321	eGFRcrea_perc_DeclineNoDM	eGFRcreat relative annualized decline in individuals without diabetes	0	RENAL
4322	PaternalLongevity_Attained	Parental longevity (father's attained age)	0	AGING AND LONGEVITY
4323	Healthspan	Healthspan	0	AGING AND LONGEVITY
4324	PBC	Primary biliary cholangitis	1	HEPATIC
4325	Pancreas_volume	Pancreas volume	0	GLYCEMIC
4326	T2D_insulin-resistant	Severe insulin-resistant type 2 diabetes	1	GLYCEMIC
4327	PerceivedAge	Perceived age	0	AGING AND LONGEVITY
4328	FriedFrailtyScore	Fried frailty score	0	AGING AND LONGEVITY
4329	AgingGIP1	Aging-GIP1 principal component	0	AGING AND LONGEVITY
4330	AgingGIP1AdjSocioEcon	Aging-GIP1 principal component adj socioeconomic status	0	AGING AND LONGEVITY
4331	PA_UsualWalkPace	Usual walking pace	0	MUSCULOSKELETAL
4332	LTL	Leukocyte telomere length	0	AGING AND LONGEVITY
4333	SRH	Self-rated health	0	AGING AND LONGEVITY
4334	ThyroidCancer	Thyroid cancer	1	CANCER
4335	RectalCancer	Rectal cancer	1	CANCER
4336	ProstateCancer	Prostate cancer	1	CANCER
4337	PancreaticCancer	Pancreatic cancer	1	CANCER
4338	OvarianCancer	Ovarian cancer	1	CANCER
4339	OCPCancer	Oral cavity and pharyngeal cancer	1	CANCER
4340	NonHodgkinsLymphoma	Non-Hodgkin's lymphoma	1	CANCER
4341	Melanoma	Melanoma	1	CANCER
4342	LymphLeukemia	Lymphocytic leukemia	1	CANCER
4343	LungCancer	Lung cancer	1	CANCER
4344	KidneyCancer	Kidney cancer	1	CANCER
4345	EsoStomachCancer	Esophageal or stomach cancer	1	CANCER
4346	EndometrialCancer	Endometrial cancer	1	CANCER
4347	ColonCancer	Colon cancer	1	CANCER
4348	CervicalCancer	Cervical cancer	1	CANCER
4349	BreastCancer	Breast cancer	1	CANCER
4350	BladderCancer	Bladder cancer	1	CANCER
4351	FrailtyIndex	Frailty index	0	AGING AND LONGEVITY
4352	GripR	Right hand grip strength	0	MUSCULOSKELETAL
4353	GripL	Left hand grip strength	0	MUSCULOSKELETAL
4354	TL	Telomere length	0	AGING AND LONGEVITY
4355	mCAY	Mosaic chromosomal alteration of the Y chromosome	1	AGING AND LONGEVITY
4356	mCAX	Mosaic chromosomal alteration of the X chromosome	1	AGING AND LONGEVITY
4357	mCAA	Mosaic chromosomal alteration of the autosomes	1	AGING AND LONGEVITY
4358	CHIPwithoutmCA	Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration)	1	AGING AND LONGEVITY
4359	CHIP	Clonal haematopoiesis of indeterminate potential (with or without mosaic chromosomal alteration)	1	AGING AND LONGEVITY
4360	CHIP_TP53	Clonal haematopoiesis of indeterminate potential (TP53 mutation)	1	AGING AND LONGEVITY
4361	CHIP_TET2	Clonal haematopoiesis of indeterminate potential (TET2 mutation)	1	AGING AND LONGEVITY
4362	CHIP_SRSF2	Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)	1	AGING AND LONGEVITY
4363	CHIP_SF3B1	Clonal haematopoiesis of indeterminate potential (SF3B1 mutation)	1	AGING AND LONGEVITY
4364	CHIP_PPM1D	Clonal haematopoiesis of indeterminate potential (PPM1D mutation)	1	AGING AND LONGEVITY
4365	CHIP_JAK2	Clonal haematopoiesis of indeterminate potential (JAK2 mutation)	1	AGING AND LONGEVITY
4366	CHIP_DNMT3A	Clonal haematopoiesis of indeterminate potential (DNMT3A mutation)	1	AGING AND LONGEVITY
4367	CHIP_ASXL1	Clonal haematopoiesis of indeterminate potential (ASXL1 mutation)	1	AGING AND LONGEVITY
4374	CKD_DM	Chronic kidney disease in diabetes	1	RENAL
4375	MA_DM	Microalbuminuria in diabetes	1	RENAL
4376	ESRDvNonESRD_DM	End-stage renal disease (ESRD) vs. no ESRD in diabetes	1	RENAL
4377	eGFRcrea_DM	eGFRcreat (serum creatinine) in diabetes	0	RENAL
4378	ESRDvControl_DM	End-stage renal disease (ESRD) vs. controls in diabetes	1	RENAL
4379	ESRDvControl_T1D	End-stage renal disease (ESRD) vs. controls in type 1 diabetes	1	RENAL
4381	CKD_T2D	Chronic kidney disease in type 2 diabetes	1	RENAL
4383	Family_AD_history	Family history of Alzheimer's Disease	1	PSYCHIATRIC
4384	allDKD_T2D	 All diabetic kidney disease (DKD) in type 2 diabetes	1	RENAL
4385	lateDKD_T2D	Late diabetic kidney disease (DKD) in type 2 diabetes	1	RENAL
4386	CKD_T1D	 Chronic kidney disease in type 1 diabetes	1	RENAL
4387	AllDKDvControl_DM	 All diabetic kidney disease vs. controls in diabetes	1	RENAL
4388	CKDextremes_DM	Extreme chronic kidney disease (CKD) in diabetes	1	RENAL
4389	CKDpDKD_DM	Chronic kidney disease and diabetic kidney disease (CKD and DKD) in diabetes	1	RENAL
4390	ESRD_DM	End-stage renal disease (ESRD) in diabetes	1	RENAL
4391	ESRDvMacro_DM	End-stage renal disease (ESRD) vs. macroalbuminuria in diabetes	1	RENAL
4392	allDKD_T1D	All diabetic kidney disease (DKD) in type 1 diabetes	1	RENAL
4393	allDKDadjHbA1cBMI_T1D	All diabetic kidney disease (DKD) adj HbA1c-BMI in type 1 diabetes	1	RENAL
4394	CKDadjHbA1cBMI_T1D	Chronic kidney disease (CKD) adj HbA1c-BMI in type 1 diabetes	1	RENAL
4395	CKDextremes_T1D	Extreme chronic kidney disease (CKD) in type 1 diabetes	1	RENAL
4396	CKDextremesadjHbA1cBMI_T1D	Extreme chronic kidney disease adj HbA1c-BMI in type 1 diabetes	1	RENAL
4397	CKDpDKD_T1D	Chronic kidney disease and diabetic kidney disease (CKD and DKD) in type 1 diabetes	1	RENAL
4398	CKDpDKDadjHbA1cBMI_T1D	Chronic kidney disease and diabetic kidney disease (CKD and DKD) adj HbA1c-BMI in type 1 diabetes	1	RENAL
4399	eGFRcrea_T2D	eGFRcreat (serum creatinine) in type 2 diabetes	0	RENAL
4400	ESRDvControladjHbA1cBMI_T1D	End-stage renal disease (ESRD) vs. controls adj HbA1c-BMI in type 1 diabetes	1	RENAL
4401	ESRDvMacro_T1D	End-stage renal disease (ESRD) vs. macroalbuminuria in type 1 diabetes	1	RENAL
4402	ESRDvMacroadjHbA1cBMI_T1D	End-stage renal disease (ESRD) vs. macroalbuminuria adj HbA1c-BMI in type 1 diabetes	1	RENAL
4403	ESRDvNonESRD_T1D	End-stage renal disease (ESRD) vs. no ESRD in type 1 diabetes	1	RENAL
4404	ESRDvNonESRDadjHbA1cBMI_T1D	End-stage renal disease (ESRD) vs. no ESRD adj HbA1c-BMI in type 1 diabetes	1	RENAL
4405	lateDKD_T1D	Late diabetic kidney disease (DKD) in type 1 diabetes	1	RENAL
4406	lateDKDadjHbA1cBMI_T1D	Late diabetic kidney disease adj HbA1c-BMI in type 1 diabetes	1	RENAL
4407	MA_T1D	Microalbuminuria in type 1 diabetes	1	RENAL
4408	MA_T2D	Microalbuminuria in type 2 diabetes	1	RENAL
4409	MAadjHbA1cBMI_T1D	Microalbuminuria adj HbA1c-BMI in type 1 diabetes	1	RENAL
4410	Macroalbuminuria_DM	Macroalbuminuria in diabetes	1	RENAL
4411	MacrovControl_T1D	Macroalbuminuria vs. controls in type 1 diabetes	1	RENAL
4412	MacrovControladjHbA1cBMI_T1D	Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes	1	RENAL
4413	eGFRcrea_T1D	eGFRcreat (serum creatinine) in type 1 diabetes	0	RENAL
4414	Parkinson_progression_cognitive	Parkinson's disease progression (cognitive)	0	NEUROLOGICAL
4415	Parkinson_progression_composite	Parkinson's disease progression (composite)	0	NEUROLOGICAL
4416	Parkinson_progression_motor	Parkinson's disease progression (motor)	0	NEUROLOGICAL
4429	PDAndFirstDegree	Parkinson's disease with proxy cases	1	NEUROLOGICAL
4430	COPD_ICD	COPD (ICD defined)	1	LUNG
4431	SleepInsomnia_ICD	Insomnia (ICD defined)	1	SLEEP AND CIRCADIAN
4432	Insomnia	Insomnia	1	SLEEP AND CIRCADIAN
4433	ao_regurgitation_fraction	Aortic regurgitation fraction	0	CARDIOVASCULAR
4434	ao_regurgitation_volume	Aortic regurgitation volume	0	CARDIOVASCULAR
4435	fLVSV	Forward left ventricular stroke volume	0	CARDIOVASCULAR
4436	iaorta_area	BSA-indexed aortic area	0	CARDIOVASCULAR
4437	imitral_regurgitation	BSA-indexed mitral valve regurgitation volume	0	CARDIOVASCULAR
4438	netLVSV	Net left ventricular stroke volume	0	CARDIOVASCULAR
4439	tLVSV	Total left ventricular stroke volume	0	CARDIOVASCULAR
4440	aortic_velocity_vmax_ao_adjusted	Peak forward aortic velocity adj aortic area	0	CARDIOVASCULAR
4441	aortic_velocity_vmax	Peak forward aortic velocity	0	CARDIOVASCULAR
4442	aortic_velocity_vmin	Peak regurgitant aortic velocity	0	CARDIOVASCULAR
4443	AbAA	Abdominal aortic aneurysm	1	CARDIOVASCULAR
4444	YnEOPD	Young- and early-onset Parkinson's disease	1	NEUROLOGICAL
4445	PDAgeO	Age of Parkinson's disease onset	0	NEUROLOGICAL
4446	EO_Stroke_ischemic	Early onset ischemic stroke	1	STROKE
4447	C10_0	Capric acid	0	LIPIDS
4448	C12_0	Lauric acid	0	LIPIDS
4449	C14_0	Myristic acid	0	LIPIDS
4450	C16_0	Palmitic acid	0	LIPIDS
4451	C18_0	Stearic acid	0	LIPIDS
4452	C20_0	Arachidic acid	0	LIPIDS
4453	C16_1n_7	Palmitoleic acid	0	LIPIDS
4454	C18_1n_7	Vaccenic acid	0	LIPIDS
4455	C18_1n_9	Oleic acid	0	LIPIDS
4456	C18_1trans	Elaidic and trans-vaccenic acids	0	LIPIDS
4457	C18_3n_3	Alpha-linolenic acid (ALA)	0	LIPIDS
4458	C20_5n_3	Eicosapentaenoic acid (EPA)	0	LIPIDS
4459	C22_5n_3	Docosapentaenoic acid (DPA)	0	LIPIDS
4460	C20_3n_6	Dihomo-gamma-linolenic acid (DGLA)	0	LIPIDS
4461	C20_4n_6	Arachidonic acid (AA)	0	LIPIDS
4462	C22_4n_6	Adrenic acid	0	LIPIDS
4463	vitDBP_GChapAdj	Vitamin D-binding protein levels adj GC haplotype	0	METABOLITE
4464	KSD	Kidney stone disease	1	RENAL
4465	vitDBP	Vitamin D-binding protein levels	0	METABOLITE
4466	DME	Diabetic macular edema	1	DIABETIC COMPLICATIONS
4467	CAC	Conorary artery calcification	0	CARDIOVASCULAR
4468	pSSNS	Pediatric steroid-sensitive nephrotic syndrome	1	RENAL
4469	CRF	Corneal resistance factor	0	OCULAR
4470	FMD	Fibromuscular dysplasia	1	MUSCULOSKELETAL
4471	Keratoconus	Keratoconus	1	OCULAR
4472	OPLL	Ossification of the spinal posterior longitudinal ligament	1	MUSCULOSKELETAL
4473	HospC19vAllandMild	Hospitalized COVID-19 vs population and mild COVID-19 cases	1	COVID-19
4474	SevereC19vAllandMild	Very severe COVID-19 vs population and mild COVID-19 cases	1	COVID-19
4475	mvAging	Multi-variate aging	0	AGING AND LONGEVITY
4476	AmyloidBeta	Amyloid beta	0	NEUROLOGICAL
4477	p_Tau	Phosphorylated tau	0	NEUROLOGICAL
4478	t_Tau	Total tau	0	NEUROLOGICAL
4479	DiverticularDiseaseAgeO	Diverticular disease age of onset	0	DIGESTIVE
4480	NT1	Narcolepsy type 1	1	SLEEP AND CIRCADIAN
4481	RBD	REM sleep behavior disorder	1	SLEEP AND CIRCADIAN
4482	KleineLevinSynd	Kleine-Levin syndrome	1	SLEEP AND CIRCADIAN
4483	TibiaToHeight	Tibia length to body height ratio	0	MUSCULOSKELETAL
4484	HumerusToHeight	Humerus length to body height ratio	0	MUSCULOSKELETAL
4485	HiptoHeight	Hip width to body height ratio	0	MUSCULOSKELETAL
4486	ShoulderToHeight	Shoulder width to body height ratio	0	MUSCULOSKELETAL
4487	TorsoToHeight	Torso length to body height ratio	0	MUSCULOSKELETAL
4488	Extraversion	Extraversion	0	PSYCHIATRIC
4489	ARHI	Age-related hearing impairment	1	AGING AND LONGEVITY
4490	CSSNS	Childhood steroid-sensitive nephrotic syndrome	1	RENAL
4492	Meconium_ileus_inCF	Meconium ileus in cystic fibrosis	1	DIGESTIVE
4493	GestationalDurationFetal	Gestational age at birth (fetal GWAS)	0	REPRODUCTIVE TRAITS
4494	PosttermBirthFetal	Post-term birth (fetal GWAS)	1	REPRODUCTIVE TRAITS
4495	EarlyPretermBirthFetal	Early spontaneous preterm birth (fetal GWAS)	1	REPRODUCTIVE TRAITS
4496	PretermBirthFetal	Spontaneous preterm birth (fetal GWAS)	1	REPRODUCTIVE TRAITS
4497	UterineFibroids_HMB	Uterine fibroids and heavy menstrual bleeding	1	REPRODUCTIVE TRAITS
4498	HMB	Heavy menstrual bleeding	1	REPRODUCTIVE TRAITS
4499	UterineFibroids	Uterine fibroids	1	REPRODUCTIVE TRAITS
4500	TSH	Thyroid-stimulating hormone levels	0	GLYCEMIC
4501	CFH_levels	Complement factor H levels	0	OTHER
4502	CFH1_levels	Complement factor H-related protein 1 levels	0	OTHER
4503	CFH2_levels	Complement factor H-related protein 2 levels	0	OTHER
4504	CFH3_levels	Complement factor H-related protein 3 levels	0	OTHER
4505	CFH4_levels	Complement factor H-related protein 4A levels	0	OTHER
4506	CFH5_levels	Complement factor H-related protein 5 levels	0	OTHER
4507	HipFracture	Hip fracture	1	MUSCULOSKELETAL
4508	SleepApnea	Sleep apnea syndrome	1	SLEEP AND CIRCADIAN
4509	WM_PVS	Extensive white matter perivascular space burden	1	CEREBROVASCULAR MRI TRAITS
4510	BG_PVS	Extensive basal ganglia perivascular space burden	1	CEREBROVASCULAR MRI TRAITS
4511	HIP_PVS	Extensive hippocampal perivascular space burden	1	CEREBROVASCULAR MRI TRAITS
4514	SCAD	Spontaneous coronary artery dissection	1	CARDIOVASCULAR
4515	IFCadjBMI	Insulin fold change during OGTT adj BMI	0	GLYCEMIC
4516	IFC	Insulin fold change during OGTT	0	GLYCEMIC
4517	FemurToHeight	Femur length to body height ratio	0	MUSCULOSKELETAL
4518	ForearmToHeight	Forearm length to body height ratio	0	MUSCULOSKELETAL
4519	TibiofemoralAngle	Tibiofemoral angle	0	MUSCULOSKELETAL
4520	ForearmFracture	Forearm fracture	1	MUSCULOSKELETAL
4521	SleepApneaAdjBMI	Sleep apnea adj BMI	1	SLEEP AND CIRCADIAN
4522	BIP1	Bipolar I disorder	1	PSYCHIATRIC
4523	BIP_Psychosis	Bipolar disorder with psychosis	1	PSYCHIATRIC
4524	BIP_NoPsychosis	Bipolar disorder without psychosis	1	PSYCHIATRIC
4525	BIP2	Bipolar II disorder	1	PSYCHIATRIC
4530	BIP_Schizoaffective	Schizoaffective disorder bipolar type	1	PSYCHIATRIC
4588	LAmax	Indexed left atrial maximum volume	0	CARDIOVASCULAR
4589	LAmin	Indexed left atrial minimum volume	0	CARDIOVASCULAR
4590	LAAEF	Left atrial active emptying fraction	0	CARDIOVASCULAR
4591	LAPEF	Left atrial passive emptying fraction	0	CARDIOVASCULAR
4592	LATEF	Left atrial total emptying fraction	0	CARDIOVASCULAR
4593	WeightLossTotal	Total weight loss (kg)	0	ANTHROPOMETRIC
4594	WeightLossRate	Rate of weight loss (kg/week)	0	ANTHROPOMETRIC
4595	Naps	Daytime napping (usually vs. never/rarely/sometimes)	1	SLEEP AND CIRCADIAN
4596	DayDozing	Daytime dozing (often/all the time vs. never/rarely/sometimes)	1	SLEEP AND CIRCADIAN
4597	BrainVol_TownsendHeightCorr	Brain volume adj TDI and height	0	NEUROLOGICAL
4598	liverT1time	Liver T1 time	0	HEPATIC
4599	pancreasT1time	Pancreas T1 time	0	GLYCEMIC
4601	renalcortexT1time	Renal cortex T1 time	0	RENAL
4602	EPATarea	Combined epicardial and pericardial adipose tissue (EPAT) area	0	CARDIOVASCULAR
4603	Gout	Gout	1	IMMUNOLOGICAL
4604	FT4	Free thyroxine (FT4)	0	GLYCEMIC
4605	AM_int_low	Int vs. Low alcohol consumption	1	NUTRITIONAL
4606	FT3	Free triiodothyronine (FT3)	0	GLYCEMIC
4607	TT3	Total triiodothyronine (TT3)	0	GLYCEMIC
4608	FT3overFT4	Free triiodothyronine to free thyroxine ratio	0	GLYCEMIC
4609	TT3overFT4	Total triiodothyronine to free thyroxine ratio	0	GLYCEMIC
4610	HyperThyroid	Hyperthyroidism	1	GLYCEMIC
4611	AM_heavy_low	Heavy vs. Low alcohol consumption	1	NUTRITIONAL
4612	AM_broad_low	Broad vs. Low alcohol consumption	1	NUTRITIONAL
4613	AM_heavy_int	Heavy vs. Int alcohol consumption	1	NUTRITIONAL
4614	AM_broad_int	Broad vs. Int alcohol consumption	1	NUTRITIONAL
4615	AM_broad_heavy	Broad vs. Heavy alcohol consumption	1	NUTRITIONAL
4616	broadASB	Antisocial behavior, broad definition	1	PSYCHIATRIC
4617	CerebralVol	Total cerebral volume	0	NEUROLOGICAL
4618	SubcorticalVol	Total brain subcortical volume	0	NEUROLOGICAL
4619	BirthHeadCir	Head circumference at birth	0	ANTHROPOMETRIC
4620	InfantHeadCir	Head circumference at 6-30 months	0	ANTHROPOMETRIC
4622	DCM_broad	Dilated cardiomyopathy, broad definition	1	CARDIOVASCULAR
4623	DCM	Dilated cardiomyopathy, strict definition	1	CARDIOVASCULAR
4624	RecurrentStroke	Recurrent stroke	1	STROKE
4625	BVchangeMS	Brain volume change in multiple sclerosis progression	0	IMMUNOLOGICAL
4626	T2LVchangeMS	T2 lesion volume change in multiple sclerosis progression	0	IMMUNOLOGICAL
4627	AlcoholConsumption	Alcoholic drinks per week	0	NUTRITIONAL
4628	Smoke_AgeFirst	Age of initiation of regular smoking	0	LUNG
4629	Smoke_Cessation	Smoking cessation	1	LUNG
4630	Smoke_CigPerDay	Number of cigarettes per day	0	LUNG
4631	Smoke_Ever	Regular smoking at any time	1	LUNG
4632	AsthmaExacerbation	Asthma exacerbations	1	LUNG
4633	AIS	Adolescent idiopathic scoliosis	1	MUSCULOSKELETAL
4634	CSC	Central serous chorioretinopathy	1	OCULAR
4635	ATMV	Anterior thigh muscle volume	0	MUSCULOSKELETAL
4636	ATMFI	Anterior thigh muscle fat infiltration percentage	0	MUSCULOSKELETAL
4637	LPDFF	Liver proton density fat fraction	0	HEPATIC
4638	PTMV	Posterior thigh muscle volume	0	MUSCULOSKELETAL
4639	PTMFI	Posterior thigh muscle fat infiltration percentage	0	MUSCULOSKELETAL
4640	TTMVz	Total thigh muscle volume z-score	0	MUSCULOSKELETAL
4641	WMR	Weight-to-muscle ratio	0	MUSCULOSKELETAL
4642	AbFR	Abdominal fat ratio	0	ANTHROPOMETRIC
4643	LVESIS	Left ventricular end systole inferoseptal wall thickness	0	CARDIOVASCULAR
4644	LVESI	Left ventricular end systole inferior wall thickness	0	CARDIOVASCULAR
