disease_id	disease_name	disease_source
Orpha_1980	Bilateral_striopallidodentate_calcinosis	Orphapacket
Orpha_1986	Gollop-Wolfgang_complex	Orphapacket
Orpha_199	Cornelia_de_Lange_syndrome	Orphapacket
Orpha_199241	Pulmonary_capillary_hemangiomatosis	Orphapacket
Orpha_199296	Congenital_isolated_ACTH_deficiency	Orphapacket
Orpha_199302	Isolated_cleft_lip	Orphapacket
Orpha_199306	Cleft_lip/palate	Orphapacket
Orpha_199318	15q13.3_microdeletion_syndrome	Orphapacket
Orpha_199343	EAST_syndrome	Orphapacket
Orpha_199351	Adult-onset_dystonia-parkinsonism	Orphapacket
Orpha_199354	Cerebral_autosomal_recessive_arteriopathy-subcortical_infarcts-leukoencephalopathy	Orphapacket
Orpha_1997	Blepharo-cheilo-odontic_syndrome	Orphapacket
Orpha_20	3-hydroxy-3-methylglutaric_aciduria	Orphapacket
Orpha_201	Cowden_syndrome	Orphapacket
Orpha_2020	Congenital_fiber-type_disproportion_myopathy	Orphapacket
Orpha_2021	Fibrochondrogenesis	Orphapacket
Orpha_2024	Hereditary_gingival_fibromatosis	Orphapacket
Orpha_2026	Gingival_fibromatosis-hypertrichosis_syndrome	Orphapacket
Orpha_2028	Juvenile_hyaline_fibromatosis	Orphapacket
Orpha_2032	Idiopathic_pulmonary_fibrosis	Orphapacket
Orpha_2036	Scalp-ear-nipple_syndrome	Orphapacket
Orpha_2044	Floating-Harbor_syndrome	Orphapacket
Orpha_2050	Cole-Carpenter_syndrome	Orphapacket
Orpha_2052	Fraser_syndrome	Orphapacket
Orpha_2053	Freeman-Sheldon_syndrome	Orphapacket
Orpha_2056	Essential_fructosuria	Orphapacket
Orpha_2059	Fryns_syndrome	Orphapacket
Orpha_206436	Infantile_Krabbe_disease	Orphapacket
Orpha_206443	Late-infantile/juvenile_Krabbe_disease	Orphapacket
Orpha_206448	Adult_Krabbe_disease	Orphapacket
Orpha_2065	Galloway-Mowat_syndrome	Orphapacket
Orpha_206546	Symptomatic_form_of_muscular_dystrophy_of_Duchenne_and_Becker_in_female_carriers	Orphapacket
Orpha_206549	Anoctamin-5-related_limb-girdle_muscular_dystrophy_R12	Orphapacket
Orpha_206559	POMT2-related_limb-girdle_muscular_dystrophy_R14	Orphapacket
Orpha_206583	Adult_polyglucosan_body_disease	Orphapacket
Orpha_206599	Isolated_asymptomatic_elevation_of_creatine_phosphokinase	Orphapacket
Orpha_2066	Gamma-aminobutyric_acid_transaminase_deficiency	Orphapacket
Orpha_2067	GAPO_syndrome	Orphapacket
Orpha_207	Crouzon_syndrome	Orphapacket
Orpha_2072	Gaucher_disease-ophthalmoplegia-cardiovascular_calcification_syndrome	Orphapacket
Orpha_2073	Narcolepsy_type_1	Orphapacket
Orpha_2078	Geroderma_osteodysplastica	Orphapacket
Orpha_208441	Bilateral_parasagittal_parieto-occipital_polymicrogyria	Orphapacket
Orpha_208447	Bilateral_generalized_polymicrogyria	Orphapacket
Orpha_208513	Spinocerebellar_ataxia_type_29	Orphapacket
Orpha_2088	Fanconi-Bickel_syndrome	Orphapacket
Orpha_2089	Glycogen_storage_disease_due_to_hepatic_glycogen_synthase_deficiency	Orphapacket
Orpha_2092	Focal_dermal_hypoplasia	Orphapacket
Orpha_209335	Autosomal_dominant_adult-onset_proximal_spinal_muscular_atrophy	Orphapacket
Orpha_209370	MECP2-related_severe_neonatal_encephalopathy	Orphapacket
Orpha_2095	Gorlin-Chaudhry-Moss_syndrome	Orphapacket
Orpha_2098	Acromesomelic_dysplasia,_Grebe_type	Orphapacket
Orpha_209902	Hypercholesterolemia_due_to_cholesterol_7alpha-hydroxylase_deficiency	Orphapacket
Orpha_209905	Brain-lung-thyroid_syndrome	Orphapacket
Orpha_209908	Isolated_childhood_apraxia_of_speech	Orphapacket
Orpha_209951	Autosomal_spastic_paraplegia_type_18	Orphapacket
Orpha_209967	Episodic_ataxia_type_6	Orphapacket
Orpha_209981	IRIDA_syndrome	Orphapacket
Orpha_210110	Intermediate_osteopetrosis	Orphapacket
Orpha_210122	Congenital_alveolar_capillary_dysplasia	Orphapacket
Orpha_210128	Urocanic_aciduria	Orphapacket
Orpha_210548	Macrocephaly-intellectual_disability-autism_syndrome	Orphapacket
Orpha_210571	Dystonia_16	Orphapacket
Orpha_2108	Hallermann-Streiff_syndrome	Orphapacket
Orpha_211	Familial_cylindromatosis	Orphapacket
Orpha_211017	Spinocerebellar_ataxia_type_30	Orphapacket
Orpha_211067	Episodic_ataxia_type_5	Orphapacket
Orpha_2114	Hip_dysplasia,_Beukes_type	Orphapacket
Orpha_2116	Hartnup_disease	Orphapacket
Orpha_2117	Hartsfield_syndrome	Orphapacket
Orpha_212	Cystathioninuria	Orphapacket
Orpha_2122	Kaposiform_hemangioendothelioma	Orphapacket
Orpha_2126	Solitary_fibrous_tumor	Orphapacket
Orpha_2128	Isolated_hemihyperplasia	Orphapacket
Orpha_2131	Alternating_hemiplegia_of_childhood	Orphapacket
Orpha_2133	Hemoglobin_E_disease	Orphapacket
Orpha_2136	Hennekam_syndrome	Orphapacket
Orpha_2138	46,XX_ovotesticular_difference_of_sex_development	Orphapacket
Orpha_2140	Congenital_diaphragmatic_hernia	Orphapacket
Orpha_2143	Donnai-Barrow_syndrome	Orphapacket
Orpha_2148	Lissencephaly_type_1_due_to_doublecortin_gene_mutation	Orphapacket
Orpha_215	Congenital_stationary_night_blindness	Orphapacket
Orpha_2151	Hirschsprung_disease-ganglioneuroblastoma_syndrome	Orphapacket
Orpha_2157	Histidinemia	Orphapacket
Orpha_216866	Classic_pantothenate_kinase-associated_neurodegeneration	Orphapacket
Orpha_216873	Atypical_pantothenate_kinase-associated_neurodegeneration	Orphapacket
Orpha_2169	Methylcobalamin_deficiency_type_cblE	Orphapacket
Orpha_217012	Spinocerebellar_ataxia_type_31	Orphapacket
Orpha_217059	Isolated_nail_clubbing	Orphapacket
Orpha_217266	BNAR_syndrome	Orphapacket
Orpha_217335	RIN2_syndrome	Orphapacket
Orpha_217377	Microduplication_Xp11.22p11.23_syndrome	Orphapacket
Orpha_217385	17p13.3_microduplication_syndrome	Orphapacket
Orpha_217390	Combined_immunodeficiency_due_to_DOCK8_deficiency	Orphapacket
Orpha_217563	Neonatal_acute_respiratory_distress_syndrome	Orphapacket
Orpha_2176	Infantile_systemic_hyalinosis	Orphapacket
Orpha_217622	Sensorineural_deafness_with_dilated_cardiomyopathy	Orphapacket
Orpha_2177	Hydranencephaly	Orphapacket
Orpha_218	Darier_disease	Orphapacket
Orpha_2182	Hydrocephalus_with_stenosis_of_the_aqueduct_of_Sylvius	Orphapacket
Orpha_2189	Hydrolethalus	Orphapacket
Orpha_219	Delta-sarcoglycan-related_limb-girdle_muscular_dystrophy_R6	Orphapacket
Orpha_2196	Primary_hypomagnesemia_with_hypercalciuria_and_nephrocalcinosis_with_severe_ocular_involvement	Orphapacket
Orpha_2197	Idiopathic_hypercalciuria	Orphapacket
Orpha_2198	Palmoplantar_keratoderma-esophageal_carcinoma_syndrome	Orphapacket
Orpha_2199	Epidermolytic_palmoplantar_keratoderma	Orphapacket
Orpha_22	Succinic_semialdehyde_dehydrogenase_deficiency	Orphapacket
Orpha_220	Denys-Drash_syndrome	Orphapacket
Orpha_2202	Palmoplantar_keratoderma-deafness_syndrome	Orphapacket
Orpha_220295	Xeroderma_pigmentosum-Cockayne_syndrome_complex	Orphapacket
Orpha_2203	Hyperlysinemia	Orphapacket
Orpha_220386	Semilobar_holoprosencephaly	Orphapacket
Orpha_220393	Diffuse_cutaneous_systemic_sclerosis	Orphapacket
Orpha_220402	Limited_cutaneous_systemic_sclerosis	Orphapacket
Orpha_220460	Attenuated_familial_adenomatous_polyposis	Orphapacket
Orpha_220493	Joubert_syndrome_with_ocular_defect	Orphapacket
Orpha_220497	Joubert_syndrome_with_renal_defect	Orphapacket
Orpha_2209	Maternal_phenylketonuria_syndrome	Orphapacket
Orpha_221008	Rothmund-Thomson_syndrome_type_1	Orphapacket
Orpha_221016	Rothmund-Thomson_syndrome_type_2	Orphapacket
Orpha_221061	Familial_cerebral_cavernous_malformation	Orphapacket
Orpha_221139	Combined_immunodeficiency_with_facio-oculo-skeletal_anomalies	Orphapacket
Orpha_2224	Hypertryptophanemia	Orphapacket
Orpha_2228	Hypodontia-dysplasia_of_nails_syndrome	Orphapacket
Orpha_2229	Dilated_cardiomyopathy-hypergonadotropic_hypogonadism_syndrome	Orphapacket
Orpha_223	Arginine_vasopressin_resistance	Orphapacket
Orpha_2237	Hypoparathyroidism-sensorineural_deafness-renal_disease_syndrome	Orphapacket
Orpha_2239	Familial_isolated_hypoparathyroidism_due_to_agenesis_of_parathyroid_gland	Orphapacket
Orpha_2241	Megacystis-microcolon-intestinal_hypoperistalsis_syndrome	Orphapacket
Orpha_2248	Hypoplastic_left_heart_syndrome	Orphapacket
Orpha_2250	Hyposmia-nasal_and_ocular_hypoplasia-hypogonadotropic_hypogonadism_syndrome	Orphapacket
Orpha_225154	Familial_infantile_bilateral_striatal_necrosis	Orphapacket
Orpha_2253	Foveal_hypoplasia-presenile_cataract_syndrome	Orphapacket
Orpha_2254	Pontocerebellar_hypoplasia_type_1	Orphapacket
Orpha_2255	Pancreatic_hypoplasia-diabetes-congenital_heart_disease_syndrome	Orphapacket
Orpha_226	Dihydropteridine_reductase_deficiency	Orphapacket
Orpha_226307	Hypothyroidism_due_to_deficient_transcription_factors_involved_in_pituitary_development_or_function	Orphapacket
Orpha_226316	Genetic_transient_congenital_hypothyroidism	Orphapacket
Orpha_2268	ICF_syndrome	Orphapacket
Orpha_2273	Ichthyosis_follicularis-alopecia-photophobia_syndrome	Orphapacket
Orpha_227510	Multiple_system_atrophy,_cerebellar_type	Orphapacket
Orpha_228169	Autosomal_dominant_striatal_neurodegeneration	Orphapacket
Orpha_228302	Carnitine_palmitoyl_transferase_II_deficiency,_myopathic_form	Orphapacket
Orpha_228305	Carnitine_palmitoyl_transferase_II_deficiency,_severe_infantile_form	Orphapacket
Orpha_228308	Carnitine_palmitoyl_transferase_II_deficiency,_neonatal_form	Orphapacket
Orpha_228384	5q14.3_microdeletion_syndrome	Orphapacket
Orpha_228390	Frontonasal_dysplasia-alopecia-genital_anomalies_syndrome	Orphapacket
Orpha_228402	2q23.1_microdeletion_syndrome	Orphapacket
Orpha_228415	5q35_microduplication_syndrome	Orphapacket
Orpha_228423	GATA2_deficiency_spectrum	Orphapacket
Orpha_228426	Syndromic_multisystem_autoimmune_disease_due_to_Itch_deficiency	Orphapacket
Orpha_2289	Neuronal_intranuclear_inclusion_disease	Orphapacket
Orpha_2290	Microvillus_inclusion_disease	Orphapacket
Orpha_2297	Insulin-resistance_syndrome_type_A	Orphapacket
Orpha_23	Argininosuccinic_aciduria	Orphapacket
Orpha_230	Dopamine_beta-hydroxylase_deficiency	Orphapacket
Orpha_2301	Congenital_short_bowel_syndrome	Orphapacket
Orpha_2307	IVIC_syndrome	Orphapacket
Orpha_2308	Jacobsen_syndrome	Orphapacket
Orpha_230839	Classical-like_Ehlers-Danlos_syndrome_type_1	Orphapacket
Orpha_230851	Cardiac-valvular_Ehlers-Danlos_syndrome	Orphapacket
Orpha_2309	Pachyonychia_congenita	Orphapacket
Orpha_2311	Autosomal_recessive_spondylocostal_dysostosis	Orphapacket
Orpha_231140	Silver-Russell_syndrome_due_to_an_imprinting_defect_of_11p15	Orphapacket
Orpha_231144	Silver-Russell_syndrome_due_to_11p15_microduplication	Orphapacket
Orpha_231154	Combined_immunodeficiency_due_to_partial_RAG1_deficiency	Orphapacket
Orpha_231160	Familial_cerebral_saccular_aneurysm	Orphapacket
Orpha_231169	Usher_syndrome_type_1	Orphapacket
Orpha_231178	Usher_syndrome_type_2	Orphapacket
Orpha_231183	Usher_syndrome_type_3	Orphapacket
Orpha_231214	Beta-thalassemia_major	Orphapacket
Orpha_231222	Beta-thalassemia_intermedia	Orphapacket
Orpha_231226	Dominant_beta-thalassemia	Orphapacket
Orpha_231237	Delta-beta-thalassemia	Orphapacket
Orpha_231242	Hemoglobin_C-beta-thalassemia_syndrome	Orphapacket
Orpha_231249	Hemoglobin_E-beta-thalassemia_syndrome	Orphapacket
Orpha_231393	Beta-thalassemia-X-linked_thrombocytopenia_syndrome	Orphapacket
Orpha_2314	Autosomal_dominant_hyper-IgE_syndrome_due_to_STAT3_deficiency	Orphapacket
Orpha_231401	Alpha-thalassemia-myelodysplastic_syndrome	Orphapacket
Orpha_2315	Johanson-Blizzard_syndrome	Orphapacket
Orpha_231568	Autosomal_dominant_generalized_dystrophic_epidermolysis_bullosa	Orphapacket
Orpha_231720	Non-acquired_combined_pituitary_hormone_deficiency-sensorineural_hearing_loss-spine_abnormalities_syndrome	Orphapacket
Orpha_2318	Joubert_syndrome_with_oculorenal_defect	Orphapacket
Orpha_2319	Juberg-Hayward_syndrome	Orphapacket
Orpha_232	Sickle_cell_anemia	Orphapacket
Orpha_2322	Kabuki_syndrome	Orphapacket
Orpha_2323	Sanjad-Sakati_syndrome	Orphapacket
Orpha_233	Duane_retraction_syndrome	Orphapacket
Orpha_2332	KBG_syndrome	Orphapacket
Orpha_2334	Autosomal_dominant_keratitis	Orphapacket
Orpha_2337	Diffuse_palmoplantar_keratoderma,_Bothnian_type	Orphapacket
Orpha_234	Dubin-Johnson_syndrome	Orphapacket
Orpha_2340	Keratosis_follicularis_spinulosa_decalvans	Orphapacket
Orpha_2342	Haim-Munk_syndrome	Orphapacket
Orpha_2345	Isolated_Klippel-Feil_syndrome	Orphapacket
Orpha_2348	Familial_partial_lipodystrophy,_Dunnigan_type	Orphapacket
Orpha_235	Dubowitz_syndrome	Orphapacket
Orpha_2363	Lacrimoauriculodentodigital_syndrome	Orphapacket
Orpha_2377	Laurence-Moon_syndrome	Orphapacket
Orpha_2378	Laurin-Sandrow_syndrome	Orphapacket
Orpha_2379	Early-onset_parkinsonism-intellectual_disability_syndrome	Orphapacket
Orpha_2380	Legg-Calvé-Perthes_disease	Orphapacket
Orpha_2382	Lennox-Gastaut_syndrome	Orphapacket
Orpha_238329	Severe_X-linked_mitochondrial_encephalomyopathy	Orphapacket
Orpha_238446	15q11q13_microduplication_syndrome	Orphapacket
Orpha_238455	Infantile_dystonia-parkinsonism	Orphapacket
Orpha_238459	SLC35A1-CDG	Orphapacket
Orpha_238578	Familial_clubfoot_due_to_17q23.1q23.2_microduplication	Orphapacket
Orpha_2387	Leukonychia_totalis	Orphapacket
Orpha_238722	Familial_congenital_mirror_movements	Orphapacket
Orpha_238769	1q44_microdeletion_syndrome	Orphapacket
Orpha_2388	Choreoacanthocytosis	Orphapacket
Orpha_239	Dyggve-Melchior-Clausen_disease	Orphapacket
Orpha_2394	Pyruvate_dehydrogenase_E3_deficiency	Orphapacket
Orpha_2396	Encephalocraniocutaneous_lipomatosis	Orphapacket
Orpha_2398	Multiple_symmetric_lipomatosis	Orphapacket
Orpha_24	Fumaric_aciduria	Orphapacket
Orpha_240	Léri-Weill_dyschondrosteosis	Orphapacket
Orpha_240071	Classic_progressive_supranuclear_palsy_syndrome	Orphapacket
Orpha_240085	Progressive_supranuclear_palsy-predominant_parkinsonism_syndrome	Orphapacket
Orpha_240094	Progressive_supranuclear_palsy-pure_akinesia_with_gait_freezing_syndrome	Orphapacket
Orpha_240103	Progressive_supranuclear_palsy-corticobasal_syndrome	Orphapacket
Orpha_240112	Progressive_supranuclear_palsy-progressive_non-fluent_aphasia_syndrome	Orphapacket
Orpha_2407	Laryngo-onycho-cutaneous_syndrome	Orphapacket
Orpha_241	Dyschromatosis_universalis_hereditaria	Orphapacket
Orpha_2412	Dislocation_of_the_hip-dysmorphism_syndrome	Orphapacket
Orpha_242	46,XY_complete_gonadal_dysgenesis	Orphapacket
Orpha_243	46,XX_gonadal_dysgenesis	Orphapacket
Orpha_243343	Dimethylglycine_dehydrogenase_deficiency	Orphapacket
Orpha_2438	Hand-foot-genital_syndrome	Orphapacket
Orpha_244	Primary_ciliary_dyskinesia	Orphapacket
Orpha_2440	Isolated_split_hand-split_foot_malformation	Orphapacket
Orpha_244242	HELLP_syndrome	Orphapacket
Orpha_244310	RFT1-CDG	Orphapacket
Orpha_245	Nager_syndrome	Orphapacket
Orpha_246	Postaxial_acrofacial_dysostosis	Orphapacket
Orpha_2460	Van_den_Ende-Gupta_syndrome	Orphapacket
Orpha_2461	Marden-Walker_syndrome	Orphapacket
Orpha_2462	Shprintzen-Goldberg_syndrome	Orphapacket
Orpha_2466	MASA_syndrome	Orphapacket
Orpha_2470	Matthew-Wood_syndrome	Orphapacket
Orpha_247262	Hyperphosphatasia-intellectual_disability_syndrome	Orphapacket
Orpha_2473	McKusick-Kaufman_syndrome	Orphapacket
Orpha_247353	Generalized_pustular_psoriasis	Orphapacket
Orpha_247585	Citrullinemia_type_II	Orphapacket
Orpha_247598	Neonatal_intrahepatic_cholestasis_due_to_citrin_deficiency	Orphapacket
Orpha_247604	Juvenile_primary_lateral_sclerosis	Orphapacket
Orpha_247691	Retinal_vasculopathy_with_cerebral_leukoencephalopathy_and_systemic_manifestations	Orphapacket
Orpha_2477	Isolated_megalencephaly	Orphapacket
Orpha_247768	Müllerian_aplasia_and_hyperandrogenism	Orphapacket
Orpha_247798	MUTYH-related_polyposis	Orphapacket
Orpha_2478	Megalencephalic_leukoencephalopathy_with_subcortical_cysts	Orphapacket
Orpha_247815	Autosomal_recessive_ataxia_due_to_PEX10_deficiency	Orphapacket
Orpha_248	Autosomal_recessive_hypohidrotic_ectodermal_dysplasia	Orphapacket
Orpha_248111	Juvenile_Huntington_disease	Orphapacket
Orpha_2484	Melnick-Needles_syndrome	Orphapacket
Orpha_2495	Meningioma	Orphapacket
Orpha_2499	Metachondromatosis	Orphapacket
Orpha_25	Glutaryl-CoA_dehydrogenase_deficiency	Orphapacket
Orpha_2500	Acrogeria	Orphapacket
Orpha_2501	Metaphyseal_chondrodysplasia,_Spahr_type	Orphapacket
Orpha_2505	Multiple_benign_circumferential_skin_creases_on_limbs	Orphapacket
Orpha_2508	Corpus_callosum_agenesis-abnormal_genitalia_syndrome	Orphapacket
Orpha_250923	Isolated_aniridia	Orphapacket
Orpha_250972	Polymicrogyria_with_optic_nerve_hypoplasia	Orphapacket
Orpha_250977	AICA-ribosiduria	Orphapacket
Orpha_250984	Autosomal_recessive_Stickler_syndrome	Orphapacket
Orpha_2510	Micro_syndrome	Orphapacket
Orpha_251019	2q32q33_deletion_syndrome	Orphapacket
Orpha_251028	SATB2-associated_syndrome_due_to_a_chromosomal_rearrangement	Orphapacket
Orpha_251056	6q25.2q25.3_microdeletion_syndrome	Orphapacket
Orpha_251061	7q31_microdeletion_syndrome	Orphapacket
Orpha_251066	8p11.2_deletion_syndrome	Orphapacket
Orpha_251071	8p23.1_microdeletion_syndrome	Orphapacket
Orpha_2512	Autosomal_recessive_primary_microcephaly	Orphapacket
Orpha_251274	Familial_hyperaldosteronism_type_III	Orphapacket
Orpha_251282	Autosomal_dominant_spastic_ataxia_type_1	Orphapacket
Orpha_251347	Ataxia-telangiectasia-like_disorder	Orphapacket
Orpha_251380	Hereditary_persistence_of_fetal_hemoglobin-sickle_cell_disease_syndrome	Orphapacket
Orpha_251383	CK_syndrome	Orphapacket
Orpha_251393	Localized_junctional_epidermolysis_bullosa	Orphapacket
Orpha_2514	Autosomal_dominant_primary_microcephaly	Orphapacket
Orpha_251510	46,XY_partial_gonadal_dysgenesis	Orphapacket
Orpha_251636	Ependymoma	Orphapacket
Orpha_2518	Autosomal_recessive_chorioretinopathy-microcephaly_syndrome	Orphapacket
Orpha_2524	Pontocerebellar_hypoplasia_type_2	Orphapacket
Orpha_2526	Microcephaly-lymphedema-chorioretinopathy_syndrome	Orphapacket
Orpha_254343	Autosomal_recessive_spastic_ataxia-optic_atrophy-dysarthria_syndrome	Orphapacket
Orpha_254361	Plectin-related_limb-girdle_muscular_dystrophy_R17	Orphapacket
Orpha_254525	Temple_syndrome_due_to_paternal_14q32.2_microdeletion	Orphapacket
Orpha_254528	Kagami-Ogata_syndrome_due_to_maternal_14q32.2_microdeletion	Orphapacket
Orpha_254531	Temple_syndrome_due_to_paternal_14q32.2_hypomethylation	Orphapacket
Orpha_254534	Kagami-Ogata_syndrome_due_to_maternal_14q32.2_hypermethylation	Orphapacket
Orpha_254704	Genetic_hyperferritinemia_without_iron_overload	Orphapacket
Orpha_254864	Mitochondrial_myopathy_with_reversible_cytochrome_C_oxidase_deficiency	Orphapacket
Orpha_254875	Mitochondrial_DNA_depletion_syndrome,_myopathic_form	Orphapacket
Orpha_254881	Spinocerebellar_ataxia_with_epilepsy	Orphapacket
Orpha_254886	Autosomal_recessive_progressive_external_ophthalmoplegia	Orphapacket
Orpha_254892	Autosomal_dominant_progressive_external_ophthalmoplegia	Orphapacket
Orpha_254913	Isolated_ATP_synthase_deficiency	Orphapacket
Orpha_254930	Combined_oxidative_phosphorylation_defect_type_7	Orphapacket
Orpha_255138	Pyruvate_dehydrogenase_E1-beta_deficiency	Orphapacket
Orpha_255182	Pyruvate_dehydrogenase_E3-binding_protein_deficiency	Orphapacket
Orpha_255210	Mitochondrial_DNA-associated_Leigh_syndrome	Orphapacket
Orpha_2554	Ear-patella-short_stature_syndrome	Orphapacket
Orpha_2556	Microphthalmia_with_linear_skin_defects_syndrome	Orphapacket
Orpha_256	Early-onset_generalized_limb-onset_dystonia	Orphapacket
Orpha_257	Epidermolysis_bullosa_simplex_with_muscular_dystrophy	Orphapacket
Orpha_2570	Lethal_intrauterine_growth_restriction-cortical_malformation-congenital_contractures_syndrome	Orphapacket
Orpha_2573	Moyamoya_disease	Orphapacket
Orpha_2576	Mulibrey_nanism	Orphapacket
Orpha_2578	Mayer-Rokitansky-Küster-Hauser_syndrome_type_2	Orphapacket
Orpha_258	Laminin_subunit_alpha_2-related_congenital_muscular_dystrophy	Orphapacket
Orpha_2584	Classic_mycosis_fungoides	Orphapacket
Orpha_2585	Ataxia-pancytopenia_syndrome	Orphapacket
Orpha_2588	Myhre_syndrome	Orphapacket
Orpha_2590	Spinal_muscular_atrophy-progressive_myoclonic_epilepsy_syndrome	Orphapacket
Orpha_2591	Infantile_myofibromatosis	Orphapacket
Orpha_2593	Tubular_aggregate_myopathy	Orphapacket
Orpha_2596	Myopathy_and_diabetes_mellitus	Orphapacket
Orpha_2598	Mitochondrial_myopathy_and_sideroblastic_anemia	Orphapacket
Orpha_2604	Familial_visceral_myopathy	Orphapacket
Orpha_2609	Isolated_complex_I_deficiency	Orphapacket
Orpha_261144	FOXG1_syndrome_due_to_14q12_microdeletion	Orphapacket
Orpha_261183	15q11.2_microdeletion_syndrome	Orphapacket
Orpha_261190	Cleft_palate-congenital_heart_defect-intellectual_disability_syndrome_due_to_15q14_microdeletion	Orphapacket
Orpha_261197	Proximal_16p11.2_microdeletion_syndrome	Orphapacket
Orpha_2612	Linear_nevus_sebaceus_syndrome	Orphapacket
Orpha_261222	Distal_16p11.2_microdeletion_syndrome	Orphapacket
Orpha_261229	14q11.2_microduplication_syndrome	Orphapacket
Orpha_261250	16q24.3_microdeletion_syndrome	Orphapacket
Orpha_261265	17q12_microdeletion_syndrome	Orphapacket
Orpha_261279	17q23.1q23.2_microdeletion_syndrome	Orphapacket
Orpha_261295	20p12.3_microdeletion_syndrome	Orphapacket
Orpha_2613	Nail-patella-like_renal_disease	Orphapacket
Orpha_261323	21q22.11q22.12_microdeletion_syndrome	Orphapacket
Orpha_261330	Distal_22q11.2_microdeletion_syndrome	Orphapacket
Orpha_2614	Nail-patella_syndrome	Orphapacket
Orpha_261483	Xq27.3q28_duplication_syndrome	Orphapacket
Orpha_261537	Mowat-Wilson_syndrome_due_to_monosomy_2q22	Orphapacket
Orpha_261552	Mowat-Wilson_syndrome_due_to_a_ZEB2_point_mutation	Orphapacket
Orpha_261584	5q22_microdeletion_syndrome	Orphapacket
Orpha_2616	3M_syndrome	Orphapacket
Orpha_261652	Kleefstra_syndrome_due_to_a_point_mutation	Orphapacket
Orpha_2623	Geleophysic_dysplasia	Orphapacket
Orpha_2632	Langer_mesomelic_dysplasia	Orphapacket
Orpha_263297	Glycogen_storage_disease_with_severe_cardiomyopathy_due_to_glycogenin_deficiency	Orphapacket
Orpha_263410	Infantile_spasms-psychomotor_retardation-progressive_brain_atrophy-basal_ganglia_disease_syndrome	Orphapacket
Orpha_263455	Congenital_hyperinsulinism_due_to_HNF4A_deficiency	Orphapacket
Orpha_263458	Hyperinsulinism_due_to_INSR_deficiency	Orphapacket
Orpha_263463	CHST3-related_skeletal_dysplasia	Orphapacket
Orpha_263487	COG5-CDG	Orphapacket
Orpha_263494	DPM3-CDG	Orphapacket
Orpha_2635	Metatropic_dysplasia	Orphapacket
Orpha_263501	COG4-CDG	Orphapacket
Orpha_263508	COG1-CDG	Orphapacket
Orpha_263516	Progressive_myoclonic_epilepsy_type_3	Orphapacket
Orpha_263534	Acral_peeling_skin_syndrome	Orphapacket
Orpha_2636	Microcephalic_osteodysplastic_primordial_dwarfism_types_I_and_III	Orphapacket
Orpha_2637	Microcephalic_osteodysplastic_primordial_dwarfism_type_II	Orphapacket
Orpha_2639	Fibular_aplasia-complex_brachydactyly_syndrome	Orphapacket
Orpha_2645	Osteoglosphonic_dysplasia	Orphapacket
Orpha_264580	Glycogen_storage_disease_due_to_liver_phosphorylase_kinase_deficiency	Orphapacket
Orpha_264675	Hereditary_pulmonary_alveolar_proteinosis	Orphapacket
Orpha_2658	Lenz-Majewski_hyperostotic_dwarfism	Orphapacket
Orpha_2662	Keipert_syndrome	Orphapacket
Orpha_267	Calpain-3-related_limb-girdle_muscular_dystrophy_R1	Orphapacket
Orpha_2670	Pierson_syndrome	Orphapacket
Orpha_2678	Familial_isolated_café-au-lait_macules	Orphapacket
Orpha_26792	Short_chain_acyl-CoA_dehydrogenase_deficiency	Orphapacket
Orpha_26793	Very_long_chain_acyl-CoA_dehydrogenase_deficiency	Orphapacket
Orpha_268	Dysferlin-related_limb-girdle_muscular_dystrophy_R2	Orphapacket
Orpha_2680	Hypomyelination_neuropathy-arthrogryposis_syndrome	Orphapacket
Orpha_268261	DYRK1A-related_intellectual_disability_syndrome_due_to_21q22.13q22.2_microdeletion	Orphapacket
Orpha_2686	Cyclic_neutropenia	Orphapacket
Orpha_268882	Arnold-Chiari_malformation_type_I	Orphapacket
Orpha_269	Facioscapulohumeral_dystrophy	Orphapacket
Orpha_2697	Arthrogryposis-renal_dysfunction-cholestasis_syndrome	Orphapacket
Orpha_2698	Knuckle_pads-leukonychia-sensorineural_deafness-palmoplantar_hyperkeratosis_syndrome	Orphapacket
Orpha_270	Oculopharyngeal_muscular_dystrophy	Orphapacket
Orpha_2701	Noonan_syndrome-like_disorder_with_loose_anagen_hair	Orphapacket
Orpha_2704	Urofacial_syndrome	Orphapacket
Orpha_2707	Oculocerebrofacial_syndrome,_Kaufman_type	Orphapacket
Orpha_2710	Oculodentodigital_dysplasia	Orphapacket
Orpha_2712	Oculofaciocardiodental_syndrome	Orphapacket
Orpha_2717	Oculotrichoanal_syndrome	Orphapacket
Orpha_272	Congenital_muscular_dystrophy,_Fukuyama_type	Orphapacket
Orpha_274	Bernard-Soulier_syndrome	Orphapacket
Orpha_2744	Horizontal_gaze_palsy_with_progressive_scoliosis	Orphapacket
Orpha_2745	Opitz_GBBB_syndrome	Orphapacket
Orpha_2746	Opsismodysplasia	Orphapacket
Orpha_275	Severe_combined_immunodeficiency_due_to_DCLRE1C_deficiency	Orphapacket
Orpha_2750	Orofaciodigital_syndrome_type_1	Orphapacket
Orpha_2751	Orofaciodigital_syndrome_type_2	Orphapacket
Orpha_2753	Orofaciodigital_syndrome_type_4	Orphapacket
Orpha_2754	Orofaciodigital_syndrome_type_6	Orphapacket
