disease_id	disease_name	disease_source
Orpha_101004	Autosomal_recessive_spastic_paraplegia_type_24	Orphapacket
Orpha_101005	Autosomal_recessive_spastic_paraplegia_type_25	Orphapacket
Orpha_101006	Autosomal_recessive_spastic_paraplegia_type_26	Orphapacket
Orpha_101007	Autosomal_recessive_spastic_paraplegia_type_27	Orphapacket
Orpha_101008	Autosomal_recessive_spastic_paraplegia_type_28	Orphapacket
Orpha_101009	Autosomal_dominant_spastic_paraplegia_type_29	Orphapacket
Orpha_101010	Autosomal_spastic_paraplegia_type_30	Orphapacket
Orpha_101011	Autosomal_dominant_spastic_paraplegia_type_31	Orphapacket
Orpha_101016	Romano-Ward_syndrome	Orphapacket
Orpha_101023	Cleft_hard_palate	Orphapacket
Orpha_101028	Transaldolase_deficiency	Orphapacket
Orpha_101039	Female_restricted_epilepsy_with_intellectual_disability	Orphapacket
Orpha_101041	Familial_hypofibrinogenemia	Orphapacket
Orpha_101046	Epilepsy_with_auditory_features	Orphapacket
Orpha_101070	Bilateral_frontoparietal_polymicrogyria	Orphapacket
Orpha_101075	X-linked_Charcot-Marie-Tooth_disease_type_1	Orphapacket
Orpha_101078	X-linked_Charcot-Marie-Tooth_disease_type_4	Orphapacket
Orpha_101081	Charcot-Marie-Tooth_disease_type_1A	Orphapacket
Orpha_101082	Charcot-Marie-Tooth_disease_type_1B	Orphapacket
Orpha_101085	Charcot-Marie-Tooth_disease_type_1F	Orphapacket
Orpha_101097	Autosomal_recessive_Charcot-Marie-Tooth_disease_with_hoarseness	Orphapacket
Orpha_101108	Spinocerebellar_ataxia_type_23	Orphapacket
Orpha_101109	Spinocerebellar_ataxia_type_28	Orphapacket
Orpha_101110	Spinocerebellar_ataxia_type_20	Orphapacket
Orpha_101111	Spinocerebellar_ataxia_type_25	Orphapacket
Orpha_101112	Spinocerebellar_ataxia_type_26	Orphapacket
Orpha_101150	Autosomal_recessive_dopa-responsive_dystonia	Orphapacket
Orpha_1018	X-linked_Alport_syndrome-diffuse_leiomyomatosis	Orphapacket
Orpha_1020	Early-onset_autosomal_dominant_Alzheimer_disease	Orphapacket
Orpha_1031	Enamel-renal_syndrome	Orphapacket
Orpha_103909	Trehalase_deficiency	Orphapacket
Orpha_103918	Tropical_pancreatitis	Orphapacket
Orpha_104	Leber_hereditary_optic_neuropathy	Orphapacket
Orpha_1040	Metaphyseal_anadysplasia	Orphapacket
Orpha_1052	Mosaic_variegated_aneuploidy_syndrome	Orphapacket
Orpha_1053	Vein_of_Galen_aneurysmal_malformation	Orphapacket
Orpha_1059	Blue_rubber_bleb_nevus	Orphapacket
Orpha_1063	Tufted_angioma	Orphapacket
Orpha_1065	Aniridia-cerebellar_ataxia-intellectual_disability_syndrome	Orphapacket
Orpha_107	BOR_syndrome	Orphapacket
Orpha_1072	Ankyloblepharon_filiforme_adnatum-cleft_palate_syndrome	Orphapacket
Orpha_109	Bannayan-Riley-Ruvalcaba_syndrome	Orphapacket
Orpha_110	Bardet-Biedl_syndrome	Orphapacket
Orpha_1106	Microphthalmia_with_limb_anomalies	Orphapacket
Orpha_111	Barth_syndrome	Orphapacket
Orpha_1114	Aplasia_cutis_congenita	Orphapacket
Orpha_1143	Neurogenic_arthrogryposis_multiplex_congenita	Orphapacket
Orpha_1145	Infantile-onset_X-linked_spinal_muscular_atrophy	Orphapacket
Orpha_1146	Distal_arthrogryposis_type_1	Orphapacket
Orpha_1147	Sheldon-Hall_syndrome	Orphapacket
Orpha_1149	Kuskokwim_syndrome	Orphapacket
Orpha_115	Congenital_contractural_arachnodactyly	Orphapacket
Orpha_1154	Arthrogryposis-oculomotor_limitation-electroretinal_anomalies_syndrome	Orphapacket
Orpha_1159	Progressive_pseudorheumatoid_dysplasia	Orphapacket
Orpha_1168	Ataxia-oculomotor_apraxia_type_1	Orphapacket
Orpha_117	Behçet_disease	Orphapacket
Orpha_1170	Autosomal_recessive_cerebelloparenchymal_disorder_type_3	Orphapacket
Orpha_1171	Cerebellar_ataxia-areflexia-pes_cavus-optic_atrophy-sensorineural_hearing_loss_syndrome	Orphapacket
Orpha_1173	Cerebellar_ataxia-hypogonadism_syndrome	Orphapacket
Orpha_1175	X-linked_progressive_cerebellar_ataxia	Orphapacket
Orpha_118	Beta-mannosidosis	Orphapacket
Orpha_1180	Ataxia-hypogonadism-choroidal_dystrophy_syndrome	Orphapacket
Orpha_1186	Infantile-onset_spinocerebellar_ataxia	Orphapacket
Orpha_1187	Lethal_ataxia_with_deafness_and_optic_atrophy	Orphapacket
Orpha_119	Beta-sarcoglycan-related_limb-girdle_muscular_dystrophy_R4	Orphapacket
Orpha_1190	Atelosteogenesis_type_I	Orphapacket
Orpha_1194	TMEM70-related_mitochondrial_encephalo-cardio-myopathy	Orphapacket
Orpha_1195	Congenital_atransferrinemia	Orphapacket
Orpha_1200	Burn-McKeown_syndrome	Orphapacket
Orpha_1215	Autosomal_dominant_optic_atrophy_plus_syndrome	Orphapacket
Orpha_1216	Autosomal_dominant_congenital_benign_spinal_muscular_atrophy	Orphapacket
Orpha_122	Birt-Hogg-Dubé_syndrome	Orphapacket
Orpha_1225	Baller-Gerold_syndrome	Orphapacket
Orpha_1226	Bamforth-Lazarus_syndrome	Orphapacket
Orpha_1229	Congenital_intrauterine_infection-like_syndrome	Orphapacket
Orpha_123	Björnstad_syndrome	Orphapacket
Orpha_1231	Barber-Say_syndrome	Orphapacket
Orpha_1234	Bartsocas-Papas_syndrome	Orphapacket
Orpha_124	Diamond-Blackfan_anemia	Orphapacket
Orpha_1243	Best_vitelliform_macular_dystrophy	Orphapacket
Orpha_125	Bloom_syndrome	Orphapacket
Orpha_1263	Boomerang_dysplasia	Orphapacket
Orpha_127	Borjeson-Forssman-Lehmann_syndrome	Orphapacket
Orpha_1270	Bowen-Conradi_syndrome	Orphapacket
Orpha_1272	Aymé-Gripp_syndrome	Orphapacket
Orpha_1275	Brachydactyly-elbow_wrist_dysplasia_syndrome	Orphapacket
Orpha_1276	Brachydactyly-arterial_hypertension_syndrome	Orphapacket
Orpha_1297	Branchio-oculo-facial_syndrome	Orphapacket
Orpha_1299	Branchioskeletogenital_syndrome	Orphapacket
Orpha_13	6-pyruvoyl-tetrahydropterin_synthase_deficiency	Orphapacket
Orpha_130	Brugada_syndrome	Orphapacket
Orpha_1300	Autosomal_dominant_popliteal_pterygium_syndrome	Orphapacket
Orpha_1309	Medullary_sponge_kidney	Orphapacket
Orpha_1310	Caffey_disease	Orphapacket
Orpha_132	Hereditary_butyrylcholinesterase_deficiency	Orphapacket
Orpha_1328	Camurati-Engelmann_disease	Orphapacket
Orpha_133	Chronic_beryllium_disease	Orphapacket
Orpha_1333	Familial_pancreatic_carcinoma	Orphapacket
Orpha_1334	Chronic_mucocutaneous_candidiasis	Orphapacket
Orpha_1338	Heart_defect-tongue_hamartoma-polysyndactyly_syndrome	Orphapacket
Orpha_134	Beta-ketothiolase_deficiency	Orphapacket
Orpha_1340	Cardiofaciocutaneous_syndrome	Orphapacket
Orpha_1344	Isolated_atrial_standstill	Orphapacket
Orpha_1349	Mitochondrial_DNA-related_cardiomyopathy_and_hearing_loss	Orphapacket
Orpha_1358	Carey-Fineman-Ziter_syndrome	Orphapacket
Orpha_1359	Carney_complex	Orphapacket
Orpha_136	Cerebral_autosomal_dominant_arteriopathy-subcortical_infarcts-leukoencephalopathy	Orphapacket
Orpha_1366	Autosomal_recessive_palmoplantar_keratoderma_and_congenital_alopecia	Orphapacket
Orpha_1369	Congenital_cataract-hypertrophic_cardiomyopathy-mitochondrial_myopathy_syndrome	Orphapacket
Orpha_137605	Legius_syndrome	Orphapacket
Orpha_137608	Segmental_outgrowth-lipomatosis-arteriovenous_malformation-epidermal_nevus_syndrome	Orphapacket
Orpha_137634	Overgrowth-macrocephaly-facial_dysmorphism_syndrome	Orphapacket
Orpha_1377	Cataract-microcornea_syndrome	Orphapacket
Orpha_137754	Aminoacylase_1_deficiency	Orphapacket
Orpha_137831	X-linked_intellectual_disability-cerebellar_hypoplasia_syndrome	Orphapacket
Orpha_137834	Frank-Ter_Haar_syndrome	Orphapacket
Orpha_137888	Auriculocondylar_syndrome	Orphapacket
Orpha_137898	Leukoencephalopathy_with_brain_stem_and_spinal_cord_involvement-high_lactate_syndrome	Orphapacket
Orpha_138	CHARGE_syndrome	Orphapacket
Orpha_1387	Cataract-intellectual_disability-hypogonadism_syndrome	Orphapacket
Orpha_1388	Catel-Manzke_syndrome	Orphapacket
Orpha_139	CHILD_syndrome	Orphapacket
Orpha_1393	Cerebrocostomandibular_syndrome	Orphapacket
Orpha_139396	X-linked_cerebral_adrenoleukodystrophy	Orphapacket
Orpha_139399	Adrenomyeloneuropathy	Orphapacket
Orpha_1394	Cerebrofaciothoracic_dysplasia	Orphapacket
Orpha_139406	Encephalopathy_due_to_prosaposin_deficiency	Orphapacket
Orpha_139466	SERKAL_syndrome	Orphapacket
Orpha_139471	Microphthalmia_with_brain_and_digit_anomalies	Orphapacket
Orpha_139474	17q11.2_microduplication_syndrome	Orphapacket
Orpha_139480	Autosomal_recessive_spastic_paraplegia_type_39	Orphapacket
Orpha_139485	Autosomal_recessive_ataxia_due_to_ubiquinone_deficiency	Orphapacket
Orpha_139536	Distal_hereditary_motor_neuropathy_type_5	Orphapacket
Orpha_139578	Mutilating_hereditary_sensory_neuropathy_with_spastic_paraplegia	Orphapacket
Orpha_14	Abetalipoproteinemia	Orphapacket
Orpha_140	Campomelic_dysplasia	Orphapacket
Orpha_1401	CHAND_syndrome	Orphapacket
Orpha_140905	Hyperlipidemia_due_to_hepatic_triacylglycerol_lipase_deficiency	Orphapacket
Orpha_140908	Brachydactyly_type_B2	Orphapacket
Orpha_140927	Self-limited_neonatal-infantile_epilepsy	Orphapacket
Orpha_140941	Short_stature_due_to_primary_acid-labile_subunit_deficiency	Orphapacket
Orpha_140944	CLOVES_syndrome	Orphapacket
Orpha_140952	Syndactyly-telecanthus-anogenital_and_renal_malformations_syndrome	Orphapacket
Orpha_140966	Palmoplantar_keratoderma,_Nagashima_type	Orphapacket
Orpha_140976	RHYNS_syndrome	Orphapacket
Orpha_1410	Uncombable_hair_syndrome	Orphapacket
Orpha_1412	Tarsal-carpal_coalition_syndrome	Orphapacket
Orpha_141291	Cleft_lip_and_alveolus	Orphapacket
Orpha_1415	Hardikar_syndrome	Orphapacket
Orpha_1416	Familial_calcium_pyrophosphate_deposition	Orphapacket
Orpha_1422	Chondrodysplasia-difference_of_sex_development_syndrome	Orphapacket
Orpha_1425	Desbuquois_syndrome	Orphapacket
Orpha_1426	Greenberg_dysplasia	Orphapacket
Orpha_1427	Autosomal_recessive_otospondylomegaepiphyseal_dysplasia	Orphapacket
Orpha_1429	Benign_hereditary_chorea	Orphapacket
Orpha_143	Parathyroid_carcinoma	Orphapacket
Orpha_1435	Xq21_microdeletion_syndrome	Orphapacket
Orpha_144	Lynch_syndrome	Orphapacket
Orpha_145	Hereditary_breast_and/or_ovarian_cancer_syndrome	Orphapacket
Orpha_1451	CINCA_syndrome	Orphapacket
Orpha_1452	Cleidocranial_dysplasia	Orphapacket
Orpha_1454	Joubert_syndrome_with_hepatic_defect	Orphapacket
Orpha_1458	CODAS_syndrome	Orphapacket
Orpha_1465	Coffin-Siris_syndrome	Orphapacket
Orpha_1466	COFS_syndrome	Orphapacket
Orpha_147	Carbamoyl-phosphate_synthetase_1_deficiency	Orphapacket
Orpha_1473	Uveal_coloboma-cleft_lip_and_palate-intellectual_disability	Orphapacket
Orpha_1475	Renal_coloboma_syndrome	Orphapacket
Orpha_1479	Atrial_septal_defect-atrioventricular_conduction_defects_syndrome	Orphapacket
Orpha_1486	Lethal_congenital_contracture_syndrome_type_1	Orphapacket
Orpha_1490	Corneal_dystrophy-perceptive_deafness_syndrome	Orphapacket
Orpha_1493	Vici_syndrome	Orphapacket
Orpha_1496	Corpus_callosum_agenesis-neuronopathy_syndrome	Orphapacket
Orpha_1497	X-linked_complicated_corpus_callosum_dysgenesis	Orphapacket
Orpha_15	Achondroplasia	Orphapacket
Orpha_1501	Adrenocortical_carcinoma	Orphapacket
Orpha_1507	Autosomal_recessive_Robinow_syndrome	Orphapacket
Orpha_1509	Coxopodopatellar_syndrome	Orphapacket
Orpha_1513	Craniodiaphyseal_dysplasia	Orphapacket
Orpha_1515	Cranioectodermal_dysplasia	Orphapacket
Orpha_1517	Cantú_syndrome	Orphapacket
Orpha_1519	SPECC1L-related_hypertelorism_syndrome	Orphapacket
Orpha_1520	Craniofrontonasal_dysplasia	Orphapacket
Orpha_1522	Craniometaphyseal_dysplasia	Orphapacket
Orpha_1525	Cranio-osteoarthropathy	Orphapacket
Orpha_1529	Craniofacial-deafness-hand_syndrome	Orphapacket
Orpha_154	Familial_isolated_dilated_cardiomyopathy	Orphapacket
Orpha_1540	Jackson-Weiss_syndrome	Orphapacket
Orpha_1545	Crisponi_syndrome	Orphapacket
Orpha_1552	Currarino_syndrome	Orphapacket
Orpha_1553	Curry-Jones_syndrome	Orphapacket
Orpha_1555	Cutis_gyrata-acanthosis_nigricans-craniosynostosis_syndrome	Orphapacket
Orpha_1556	Cutis_marmorata_telangiectatica_congenita	Orphapacket
Orpha_155878	Submucosal_cleft_palate	Orphapacket
Orpha_156	Carnitine_palmitoyl_transferase_1A_deficiency	Orphapacket
Orpha_156728	Spondyloepimetaphyseal_dysplasia,_matrilin-3_type	Orphapacket
Orpha_1568	X-linked_intellectual_disability-Dandy-Walker_malformation-basal_ganglia_disease-seizures_syndrome	Orphapacket
Orpha_1571	Knobloch_syndrome	Orphapacket
Orpha_157215	Hereditary_hypophosphatemic_rickets_with_hypercalciuria	Orphapacket
Orpha_1573	Hypotrichosis_with_juvenile_macular_degeneration	Orphapacket
Orpha_157794	Hereditary_mixed_polyposis_syndrome	Orphapacket
Orpha_157798	Serrated_polyposis_syndrome	Orphapacket
Orpha_1578	Pterin-4_alpha-carbinolamine_dehydratase_deficiency	Orphapacket
Orpha_157801	Mesoaxial_synostotic_syndactyly_with_phalangeal_reduction	Orphapacket
Orpha_157846	Neuroferritinopathy	Orphapacket
Orpha_157941	Huntington_disease-like_1	Orphapacket
Orpha_157954	ANE_syndrome	Orphapacket
Orpha_157965	SLC39A13-related_spondylodysplastic_Ehlers-Danlos_syndrome	Orphapacket
Orpha_157973	Congenital_muscular_dystrophy_due_to_LMNA_mutation	Orphapacket
Orpha_158	Systemic_primary_carnitine_deficiency	Orphapacket
Orpha_158668	Ectodermal_dysplasia-skin_fragility_syndrome	Orphapacket
Orpha_158673	Localized_dystrophic_epidermolysis_bullosa,_acral_form	Orphapacket
Orpha_158676	Localized_dystrophic_epidermolysis_bullosa,_nails_only	Orphapacket
Orpha_158681	Epidermolysis_bullosa_simplex_with_circinate_migratory_erythema	Orphapacket
Orpha_158684	Epidermolysis_bullosa_simplex_with_pyloric_atresia	Orphapacket
Orpha_158687	Lethal_acantholytic_erosive_disorder	Orphapacket
Orpha_1587	Monosomy_13q14_syndrome	Orphapacket
Orpha_159	Carnitine-acylcarnitine_translocase_deficiency	Orphapacket
Orpha_1596	Distal_deletion_15q_syndrome	Orphapacket
Orpha_16	Blue_cone_monochromatism	Orphapacket
Orpha_1606	1p36_deletion_syndrome	Orphapacket
Orpha_1617	Developmental_delay-language_impairment-dopa_responsive_dystonia-parkinsonism_syndrome_due_to_2q24_microdeletion	Orphapacket
Orpha_1627	Deletion_5q35_syndrome	Orphapacket
Orpha_163	Hereditary_hyperferritinemia-cataract_syndrome	Orphapacket
Orpha_163596	Hb_Bart's_hydrops_fetalis	Orphapacket
Orpha_163634	Maffucci_syndrome	Orphapacket
Orpha_163681	CNTNAP2-related_developmental_and_epileptic_encephalopathy	Orphapacket
Orpha_163690	Hypotonia-cystinuria_syndrome	Orphapacket
Orpha_163693	2p21_microdeletion_syndrome	Orphapacket
Orpha_163721	Rolandic_epilepsy-speech_dyspraxia_syndrome	Orphapacket
Orpha_163727	Rolandic_epilepsy-paroxysmal_exercise-induced_dystonia-writer's_cramp_syndrome	Orphapacket
Orpha_163746	Peripheral_demyelinating_neuropathy-central_dysmyelinating_leukodystrophy-Waardenburg_syndrome-Hirschsprung_disease	Orphapacket
Orpha_163937	X-linked_intellectual_disability,_Najm_type	Orphapacket
Orpha_163956	X-linked_intellectual_disability,_Nascimento_type	Orphapacket
Orpha_163966	X-linked_dominant_chondrodysplasia,_Chassaing-Lacombe_type	Orphapacket
Orpha_163976	X-linked_intellectual_disability,_Van_Esch_type	Orphapacket
Orpha_163985	Hyperekplexia-epilepsy_syndrome	Orphapacket
Orpha_1646	Chromosome_Y_microdeletion_syndrome	Orphapacket
Orpha_1658	Absence_of_fingerprints-congenital_milia_syndrome	Orphapacket
Orpha_166002	Multiple_epiphyseal_dysplasia_due_to_collagen_9_anomaly	Orphapacket
Orpha_166024	Multiple_epiphyseal_dysplasia-macrocephaly-facial_dysmorphism_syndrome	Orphapacket
Orpha_166035	Brachydactyly-short_stature-retinitis_pigmentosa_syndrome	Orphapacket
Orpha_166063	Pontocerebellar_hypoplasia_type_4	Orphapacket
Orpha_166100	Autosomal_dominant_otospondylomegaepiphyseal_dysplasia	Orphapacket
Orpha_166108	Birk-Barel_syndrome	Orphapacket
Orpha_166119	Isolated_osteopoikilosis	Orphapacket
Orpha_1662	Restrictive_dermopathy	Orphapacket
Orpha_166272	Odontochondrodysplasia	Orphapacket
Orpha_1667	Wolcott-Rallison_syndrome	Orphapacket
Orpha_167	Chédiak-Higashi_syndrome	Orphapacket
Orpha_1675	Dihydropyrimidine_dehydrogenase_deficiency	Orphapacket
Orpha_168558	46,XY_difference_of_sex_development-adrenal_insufficiency_due_to_CYP11A1_deficiency	Orphapacket
Orpha_168563	46,XY_gonadal_dysgenesis-motor_and_sensory_neuropathy_syndrome	Orphapacket
Orpha_168569	H_syndrome	Orphapacket
Orpha_168572	Native_American_myopathy	Orphapacket
Orpha_168577	Hereditary_cryohydrocytosis_with_reduced_stomatin	Orphapacket
Orpha_168593	Sudden_infant_death-dysgenesis_of_the_testes_syndrome	Orphapacket
Orpha_168624	Familial_scaphocephaly_syndrome,_McGillivray_type	Orphapacket
Orpha_168796	Heart-hand_syndrome,_Slovenian_type	Orphapacket
Orpha_168829	Primary_peritoneal_carcinoma	Orphapacket
Orpha_168984	CLAPO_syndrome	Orphapacket
Orpha_169079	Cernunnos-XLF_deficiency	Orphapacket
Orpha_169095	Severe_combined_immunodeficiency_due_to_FOXN1_deficiency	Orphapacket
Orpha_169154	T-B+_severe_combined_immunodeficiency_due_to_IL-7Ralpha_deficiency	Orphapacket
Orpha_169160	T-B+_severe_combined_immunodeficiency_due_to_CD3delta/CD3epsilon/CD3zeta	Orphapacket
Orpha_169186	Autosomal_recessive_centronuclear_myopathy	Orphapacket
Orpha_169189	Autosomal_dominant_centronuclear_myopathy	Orphapacket
Orpha_169802	Severe_hemophilia_A	Orphapacket
Orpha_169805	Moderate_hemophilia_A	Orphapacket
Orpha_17	Fatal_infantile_lactic_acidosis_with_methylmalonic_aciduria	Orphapacket
Orpha_170	Woolly_hair	Orphapacket
Orpha_171	Primary_sclerosing_cholangitis	Orphapacket
Orpha_1713	17p11.2_microduplication_syndrome	Orphapacket
Orpha_171430	Severe_congenital_nemaline_myopathy	Orphapacket
Orpha_171433	Intermediate_nemaline_myopathy	Orphapacket
Orpha_171436	Typical_nemaline_myopathy	Orphapacket
Orpha_171439	Childhood-onset_nemaline_myopathy	Orphapacket
Orpha_171445	Muscle_filaminopathy	Orphapacket
Orpha_171607	X-linked_spastic_paraplegia_type_34	Orphapacket
Orpha_171612	Autosomal_dominant_spastic_paraplegia_type_37	Orphapacket
Orpha_171617	Autosomal_dominant_spastic_paraplegia_type_38	Orphapacket
Orpha_171622	Autosomal_recessive_spastic_paraplegia_type_32	Orphapacket
Orpha_171629	Autosomal_recessive_spastic_paraplegia_type_35	Orphapacket
Orpha_171680	Lissencephaly_due_to_TUBA1A_mutation	Orphapacket
Orpha_171695	Parkinsonian-pyramidal_syndrome	Orphapacket
Orpha_171703	Microcephaly-polymicrogyria-corpus_callosum_agenesis_syndrome	Orphapacket
Orpha_171706	Short_stature-delayed_bone_age_due_to_thyroid_hormone_metabolism_deficiency	Orphapacket
Orpha_171829	6q16_microdeletion_syndrome	Orphapacket
Orpha_171851	MEDNIK_syndrome	Orphapacket
Orpha_171863	Autosomal_dominant_spastic_paraplegia_type_42	Orphapacket
Orpha_171866	Spondyloepimetaphyseal_dysplasia,_aggrecan_type	Orphapacket
Orpha_171876	Generalized_pseudohypoaldosteronism_type_1	Orphapacket
Orpha_171881	Cap_myopathy	Orphapacket
Orpha_1727	22q11.2_duplication_syndrome	Orphapacket
Orpha_174	Metaphyseal_chondrodysplasia,_Schmid_type	Orphapacket
Orpha_175	Cartilage-hair_hypoplasia	Orphapacket
Orpha_1762	Proximal_Xq28_duplication_syndrome	Orphapacket
Orpha_1764	Familial_dysautonomia	Orphapacket
Orpha_1766	Dysequilibrium_syndrome	Orphapacket
Orpha_1775	Dyskeratosis_congenita	Orphapacket
Orpha_1777	Temtamy_syndrome	Orphapacket
Orpha_177901	Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_1	Orphapacket
Orpha_177904	Prader-Willi_syndrome_due_to_paternal_deletion_of_15q11q13_type_2	Orphapacket
Orpha_177907	Prader-Willi_syndrome_due_to_translocation	Orphapacket
Orpha_177910	Prader-Willi_syndrome_due_to_imprinting_mutation	Orphapacket
Orpha_177926	Bleeding_disorder_in_hemophilia_A_carriers	Orphapacket
Orpha_178145	Moderate_multiminicore_disease_with_hand_involvement	Orphapacket
Orpha_1782	Dysosteosclerosis	Orphapacket
Orpha_178333	Åland_Islands_eye_disease	Orphapacket
Orpha_178377	Osteosclerosis-developmental_delay-craniosynostosis_syndrome	Orphapacket
Orpha_178400	Distal_myopathy_with_anterior_tibial_onset	Orphapacket
Orpha_178464	Hereditary_myopathy_with_early_respiratory_failure	Orphapacket
Orpha_178509	Perry_syndrome	Orphapacket
Orpha_1788	Acrofacial_dysostosis,_Rodríguez_type	Orphapacket
Orpha_179	Birdshot_chorioretinopathy	Orphapacket
Orpha_179494	Obesity_due_to_leptin_receptor_gene_deficiency	Orphapacket
Orpha_1797	Autosomal_dominant_spondylocostal_dysostosis	Orphapacket
Orpha_180	Choroideremia	Orphapacket
Orpha_1802	Ghosal_hematodiaphyseal_dysplasia	Orphapacket
Orpha_1807	Focal_facial_dermal_dysplasia_type_III	Orphapacket
Orpha_181	X-linked_hypohidrotic_ectodermal_dysplasia	Orphapacket
Orpha_1810	Autosomal_dominant_hypohidrotic_ectodermal_dysplasia	Orphapacket
Orpha_182050	MYH9-related_syndromic_thrombocytopenia	Orphapacket
Orpha_1824	Lowry-Wood_syndrome	Orphapacket
Orpha_1826	Frontometaphyseal_dysplasia	Orphapacket
Orpha_1827	Acromelic_frontonasal_dysplasia	Orphapacket
Orpha_1830	Schimke_immuno-osseous_dysplasia	Orphapacket
Orpha_1832	Osteosclerotic_bone_dysplasia	Orphapacket
Orpha_183675	Recurrent_infections_associated_with_rare_immunoglobulin_isotypes_deficiency	Orphapacket
Orpha_183707	Infantile_LAD-like_disease_due_to_RAC2_deficiency	Orphapacket
Orpha_184	Cherubism	Orphapacket
Orpha_1848	Renal_agenesis,_bilateral	Orphapacket
Orpha_1855	Spondyloenchondrodysplasia	Orphapacket
Orpha_1856	Spondyloperipheral_dysplasia-short_ulna_syndrome	Orphapacket
Orpha_186	Primary_biliary_cholangitis	Orphapacket
Orpha_1860	Thanatophoric_dysplasia_type_1	Orphapacket
Orpha_1865	Dyssegmental_dysplasia,_Silverman-Handmaker_type	Orphapacket
Orpha_1871	Progressive_cone_dystrophy	Orphapacket
Orpha_1872	Cone_rod_dystrophy	Orphapacket
Orpha_1873	Jalili_syndrome	Orphapacket
Orpha_1878	TRIM32-related_limb-girdle_muscular_dystrophy_R8	Orphapacket
Orpha_1879	Melorheostosis_with_osteopoikilosis	Orphapacket
Orpha_1880	Ebstein_malformation_of_the_tricuspid_valve	Orphapacket
Orpha_1885	Isolated_ectopia_lentis	Orphapacket
Orpha_189	Hidrotic_ectodermal_dysplasia	Orphapacket
Orpha_189427	Cushing_syndrome_due_to_bilateral_macronodular_adrenocortical_disease	Orphapacket
Orpha_1896	EEC_syndrome	Orphapacket
Orpha_1897	EEM_syndrome	Orphapacket
Orpha_1899	Arthrochalasia_Ehlers-Danlos_syndrome	Orphapacket
Orpha_1900	Kyphoscoliotic_Ehlers-Danlos_syndrome_due_to_lysyl_hydroxylase_1_deficiency	Orphapacket
Orpha_1901	Dermatosparaxis_Ehlers-Danlos_syndrome	Orphapacket
Orpha_192	Coffin-Lowry_syndrome	Orphapacket
Orpha_193	Cohen_syndrome	Orphapacket
Orpha_1930	Herpes_simplex_virus_encephalitis	Orphapacket
Orpha_1933	Mitochondrial_DNA_depletion_syndrome,_encephalomyopathic_form_with_methylmalonic_aciduria	Orphapacket
Orpha_1934	Early_infantile_developmental_and_epileptic_encephalopathy	Orphapacket
Orpha_1941	Juvenile_absence_epilepsy	Orphapacket
Orpha_1942	Epilepsy_with_myoclonic-atonic_seizures	Orphapacket
Orpha_1945	Self-limited_epilepsy_with_centrotemporal_spikes	Orphapacket
Orpha_1946	Amelocerebrohypohidrotic_syndrome	Orphapacket
Orpha_1947	Northern_epilepsy	Orphapacket
Orpha_1949	Self-limited_neonatal_epilepsy	Orphapacket
Orpha_1955	Spinocerebellar_ataxia_type_34	Orphapacket
Orpha_198	Occipital_horn_syndrome	Orphapacket
