gene_symbol	disease_mim	disease_name	hpo_id	confidence_category	allelic_requirement	evidence_source
CRPPA	614643	WALKER WARBURG SYNDROME	HP:0000518	definitive	biallelic_autosomal	DDG2P_phenotypes
CRPPA	614643	WALKER WARBURG SYNDROME	HP:0002079	definitive	biallelic_autosomal	DDG2P_phenotypes
CRPPA	614643	WALKER WARBURG SYNDROME	HP:0002084	definitive	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0000007	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0030442	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0002860	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0030438	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0001876	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0005528	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0012182	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0001000	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0004808	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0002164	strong	biallelic_autosomal	DDG2P_phenotypes
WRAP53	613988	WRAP53-related dyskeratosis congenita	HP:0008404	strong	biallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0000041	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0000150	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0000057	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0100621	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0002215	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0001007	definitive	monoallelic_autosomal	DDG2P_phenotypes
MAP3K1	613762	46XY SEX REVERSAL 6	HP:0012245	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0003477	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000347	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000286	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000962	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000316	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002750	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000486	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0008113	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001631	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000767	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0009908	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0009891	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000358	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001622	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000268	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0008872	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000938	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0004322	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001048	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0004482	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0008070	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001252	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000164	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001642	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000520	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0008064	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000365	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001250	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0003577	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000561	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002013	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0005280	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002217	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000768	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0007333	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001093	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002212	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0003196	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0007370	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001508	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000639	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001003	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001276	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002020	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000238	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000545	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000508	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000218	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0006114	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000176	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002223	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000657	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001744	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000414	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0004209	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000126	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000463	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001249	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001187	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001047	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002019	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000280	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000529	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001639	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000494	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002002	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0001561	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0000341	definitive	monoallelic_autosomal	DDG2P_phenotypes
KRAS	115150	CARDIOFACIOCUTANEOUS SYNDROME	HP:0002120	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0002984	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0004383	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0003468	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0001629	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0009829	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0009944	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0000766	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0001191	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0002943	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0001631	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0009777	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0001643	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0009751	definitive	monoallelic_autosomal	DDG2P_phenotypes
TBX5	142900	HOLT-ORAM SYNDROME	HP:0001199	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0007513	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0002227	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0008619	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0000635	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0001487	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0002226	definitive	monoallelic_autosomal	DDG2P_phenotypes
MITF	103500	TIETZ SYNDROME	HP:0008527	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000347	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000006	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000175	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0006200	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0004976	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0006060	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000269	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0001852	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0002007	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0002947	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000272	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0001234	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000327	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0008905	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0002982	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0003180	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0003440	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0005280	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0000470	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0002986	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0002650	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0003042	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0004632	definitive	monoallelic_autosomal	DDG2P_phenotypes
FLNB	108721	ATELOSTEOGENESIS TYPE 3	HP:0001762	definitive	monoallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0000618	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0004322	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0000655	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0000541	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0012368	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0011003	definitive	biallelic_autosomal	DDG2P_phenotypes
COL9A2	614284	STICKLER SYNDROME, TYPE V	HP:0000407	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000256	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0005469	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000347	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000286	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0005989	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001088	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001284	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000316	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0006894	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002416	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001840	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002750	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000158	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000272	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0004734	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001838	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0010808	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001193	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0007759	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000244	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000518	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000358	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001762	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000047	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0004492	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000543	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002967	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0003355	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000512	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001252	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002240	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001425	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001250	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000580	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000311	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0010655	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000954	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000407	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000835	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0007370	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001508	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000639	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000501	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0006887	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0003455	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0011039	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001623	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000218	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000028	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002089	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001591	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0006579	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000126	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000463	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000348	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0010864	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000057	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001265	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001643	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0000582	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001629	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002126	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0002282	definitive	biallelic_autosomal	DDG2P_phenotypes
PEX3	603164	PEX3-related peroxisome biogenesis disorder	HP:0001401	definitive	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0100759	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0001369	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0001873	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0006528	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0002028	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0002583	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0002720	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0001508	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0001890	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0011108	strong	biallelic_autosomal	DDG2P_phenotypes
LRBA	614700	CHILDHOOD-ONSET HYPOGAMMAGLOBULINEMIA	HP:0000821	strong	biallelic_autosomal	DDG2P_phenotypes
