gene_symbol	disease_mim	disease_name	hpo_id	confidence_category	allelic_requirement	evidence_source
SLX4	613951	FANCONI ANEMIA COMPLEMENTATION GROUP P	HP:0003828	definitive	biallelic_autosomal	DDG2P_phenotypes
SLX4	613951	FANCONI ANEMIA COMPLEMENTATION GROUP P	HP:0009778	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0001249	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0002013	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0000752	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0001263	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0008897	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0003218	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0000737	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0001987	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0002478	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0008339	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0001250	definitive	biallelic_autosomal	DDG2P_phenotypes
ARG1	207800	ARGININEMIA	HP:0002039	definitive	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0010230	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000347	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001763	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000175	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0002827	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0003083	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000581	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001320	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000448	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0002750	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001511	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000486	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000237	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001302	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001592	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000252	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000752	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000878	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000444	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000340	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000218	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0006434	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000028	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0002650	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000377	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0003508	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000324	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000047	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0004209	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0006297	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001883	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001249	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000057	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0007048	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000689	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0002987	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0006442	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001250	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001852	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000678	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000007	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0010583	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000494	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001876	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000369	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0001090	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0006143	strong	biallelic_autosomal	DDG2P_phenotypes
ATR	210600	SECKEL SYNDROME TYPE 1	HP:0000954	strong	biallelic_autosomal	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001954	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002027	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001369	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002102	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0003565	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001939	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002240	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001626	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0000100	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0000119	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0000083	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002715	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001917	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002829	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001974	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0000924	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0000707	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001287	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001871	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002586	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0025031	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0002086	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0025142	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001744	definitive	monoallelic_X_hem	DDG2P_phenotypes
FANCB	300514	FANCB-related Fanconi anemia	HP:0001701	definitive	monoallelic_X_hem	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001954	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000491	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000559	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0007021	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001249	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0005307	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001263	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001574	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001939	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000970	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0002459	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000478	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001626	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000742	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0002715	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000712	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0003593	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000752	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0004782	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0001226	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000924	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0040064	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0007759	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0000707	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0002164	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0002754	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0003549	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0002821	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0008404	definitive	biallelic_autosomal	DDG2P_phenotypes
NTRK1	256800	CONGENITAL INSENSITIVITY TO PAIN WITH ANHIDROSIS	HP:0007249	definitive	biallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000612	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0001249	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000006	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000175	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0003829	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000568	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0002006	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000790	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000518	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000567	strong	monoallelic_autosomal	DDG2P_phenotypes
YAP1	120433	COLOBOMA, OCULAR, WITH OR WITHOUT HEARING IMPAIRMENT, CLEFT LIP/PALATE, AND/OR INTELLECTUAL DEVELOPMENTAL DISORDER	HP:0000407	strong	monoallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000256	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0009806	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001829	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0002167	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001162	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000501	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000639	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001773	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001328	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000483	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000486	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000135	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000545	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0003812	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0009466	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000077	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000668	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001395	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000218	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001007	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000819	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001080	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001156	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000518	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000054	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000556	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000137	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001249	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001251	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001263	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0002370	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0010442	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001513	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000365	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0002099	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0002141	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0002251	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0008734	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000678	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000822	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0007707	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000007	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001712	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000510	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0001159	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000505	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000148	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0003828	definitive	biallelic_autosomal	DDG2P_phenotypes
BBS9	615986	BARDET-BIEDL SYNDROME TYPE 9	HP:0000750	definitive	biallelic_autosomal	DDG2P_phenotypes
TRIM32	615988	BARDET-BIEDL SYNDROME TYPE 11	HP:0000256	definitive	biallelic_autosomal	DDG2P_phenotypes
TRIM32	615988	BARDET-BIEDL SYNDROME TYPE 11	HP:0009806	definitive	biallelic_autosomal	DDG2P_phenotypes
TRIM32	615988	BARDET-BIEDL SYNDROME TYPE 11	HP:0001829	definitive	biallelic_autosomal	DDG2P_phenotypes
