mondo_id	parent_mondo_id
MONDO:0000209	MONDO:0002320
MONDO:0000209	MONDO:0015168
MONDO:0000209	MONDO:0024257
MONDO:0000210	MONDO:0019052
MONDO:0000211	MONDO:0003122
MONDO:0000212	MONDO:0001566
MONDO:0000212	MONDO:0006025
MONDO:0000212	MONDO:0019052
MONDO:0000213	MONDO:0003847
MONDO:0000213	MONDO:0007179
MONDO:0000214	MONDO:0019052
MONDO:0000222	MONDO:0001027
MONDO:0000222	MONDO:0020683
MONDO:0000224	MONDO:0006504
MONDO:0000224	MONDO:0037792
MONDO:0000225	MONDO:0004805
MONDO:0000225	MONDO:0016003
MONDO:0000226	MONDO:0005066
MONDO:0000227	MONDO:0001195
MONDO:0000229	MONDO:0005677
MONDO:0000230	MONDO:0005677
MONDO:0000231	MONDO:0005677
MONDO:0000232	MONDO:0001195
MONDO:0000233	MONDO:0001195
MONDO:0000234	MONDO:0001195
MONDO:0000236	MONDO:0001701
MONDO:0000236	MONDO:0020592
MONDO:0000236	MONDO:0043424
MONDO:0000239	MONDO:0000308
MONDO:0000239	MONDO:0005766
MONDO:0000240	MONDO:0000266
MONDO:0000241	MONDO:0004994
MONDO:0000241	MONDO:0005721
MONDO:0000241	MONDO:0006873
MONDO:0000242	MONDO:0004678
MONDO:0000243	MONDO:0004678
MONDO:0000244	MONDO:0000253
MONDO:0000244	MONDO:0004678
MONDO:0000245	MONDO:0001461
MONDO:0000248	MONDO:0005358
MONDO:0000249	MONDO:0001673
MONDO:0000250	MONDO:0045030
MONDO:0000251	MONDO:0001673
MONDO:0000252	MONDO:0000888
MONDO:0000252	MONDO:0001673
MONDO:0000252	MONDO:0002269
MONDO:0000253	MONDO:0002917
MONDO:0000253	MONDO:0024268
MONDO:0000253	MONDO:0024481
MONDO:0000254	MONDO:0002041
MONDO:0000254	MONDO:0002051
MONDO:0000255	MONDO:0000254
MONDO:0000256	MONDO:0002041
MONDO:0000257	MONDO:0001673
MONDO:0000257	MONDO:0020683
MONDO:0000259	MONDO:0005502
MONDO:0000261	MONDO:0001039
MONDO:0000261	MONDO:0001040
MONDO:0000262	MONDO:0004795
MONDO:0000262	MONDO:0005982
MONDO:0000263	MONDO:0002647
MONDO:0000263	MONDO:0005990
MONDO:0000265	MONDO:0005275
MONDO:0000266	MONDO:0005657
MONDO:0000266	MONDO:0005766
MONDO:0000270	MONDO:0005087
MONDO:0000271	MONDO:0003619
MONDO:0000271	MONDO:0006002
MONDO:0000273	MONDO:0019376
MONDO:0000276	MONDO:0005763
MONDO:0000276	MONDO:0006009
MONDO:0000276	MONDO:0025294
MONDO:0000282	MONDO:0005108
MONDO:0000282	MONDO:0100120
MONDO:0000283	MONDO:0005784
MONDO:0000283	MONDO:0100120
MONDO:0000284	MONDO:0005784
MONDO:0000284	MONDO:0100120
MONDO:0000286	MONDO:0005111
MONDO:0000286	MONDO:0006011
MONDO:0000286	MONDO:0024294
MONDO:0000288	MONDO:0005154
MONDO:0000288	MONDO:0005738
MONDO:0000288	MONDO:0043424
MONDO:0000290	MONDO:0002428
MONDO:0000290	MONDO:0020067
MONDO:0000291	MONDO:0002428
MONDO:0000291	MONDO:0020067
MONDO:0000291	MONDO:0021747
MONDO:0000292	MONDO:0005739
MONDO:0000293	MONDO:0000367
MONDO:0000294	MONDO:0042488
MONDO:0000295	MONDO:0004664
MONDO:0000297	MONDO:0005656
MONDO:0000298	MONDO:0005745
MONDO:0000299	MONDO:0005943
MONDO:0000301	MONDO:0005805
MONDO:0000302	MONDO:0019136
MONDO:0000303	MONDO:0000255
MONDO:0000303	MONDO:0005982
MONDO:0000304	MONDO:0045033
MONDO:0000306	MONDO:0045033
MONDO:0000307	MONDO:0005135
MONDO:0000308	MONDO:0000256
MONDO:0000309	MONDO:0004892
MONDO:0000310	MONDO:0017881
MONDO:0000310	MONDO:0100120
MONDO:0000313	MONDO:0002319
MONDO:0000314	MONDO:0005113
MONDO:0000315	MONDO:0005113
MONDO:0000316	MONDO:0005113
MONDO:0000320	MONDO:0004928
MONDO:0000320	MONDO:0018077
MONDO:0000321	MONDO:0018077
MONDO:0000327	MONDO:0000314
MONDO:0000327	MONDO:0020590
MONDO:0000328	MONDO:0002319
MONDO:0000330	MONDO:0001246
MONDO:0000331	MONDO:0001195
MONDO:0000331	MONDO:0025294
MONDO:0000332	MONDO:0000314
MONDO:0000332	MONDO:0006922
MONDO:0000333	MONDO:0005714
MONDO:0000334	MONDO:0003847
MONDO:0000334	MONDO:0006869
MONDO:0000335	MONDO:0004944
MONDO:0000336	MONDO:0004944
MONDO:0000337	MONDO:0005108
MONDO:0000337	MONDO:0006547
MONDO:0000337	MONDO:0024294
MONDO:0000338	MONDO:0004651
MONDO:0000338	MONDO:0006547
MONDO:0000338	MONDO:0024294
MONDO:0000339	MONDO:0000341
MONDO:0000340	MONDO:0000341
MONDO:0000341	MONDO:0017373
MONDO:0000342	MONDO:0005643
MONDO:0000342	MONDO:0100120
MONDO:0000343	MONDO:0005643
MONDO:0000344	MONDO:0005643
MONDO:0000344	MONDO:0100120
MONDO:0000345	MONDO:0021641
MONDO:0000345	MONDO:0100120
MONDO:0000346	MONDO:0005784
MONDO:0000346	MONDO:0100120
MONDO:0000351	MONDO:0004736
MONDO:0000351	MONDO:0019222
MONDO:0000351	MONDO:0037938
MONDO:0000355	MONDO:0019950
MONDO:0000355	MONDO:0019952
MONDO:0000358	MONDO:0003847
MONDO:0000358	MONDO:0023369
MONDO:0000359	MONDO:0000812
MONDO:0000359	MONDO:0003847
MONDO:0000359	MONDO:0018234
MONDO:0000363	MONDO:0004497
MONDO:0000365	MONDO:0020366
MONDO:0000367	MONDO:0024271
MONDO:0000367	MONDO:0042488
MONDO:0000368	MONDO:0018076
MONDO:0000369	MONDO:0000368
MONDO:0000371	MONDO:0004647
MONDO:0000371	MONDO:0044925
MONDO:0000372	MONDO:0004647
MONDO:0000372	MONDO:0021345
MONDO:0000373	MONDO:0003220
MONDO:0000373	MONDO:0004647
MONDO:0000374	MONDO:0004715
MONDO:0000374	MONDO:0005496
MONDO:0000375	MONDO:0002806
MONDO:0000375	MONDO:0004660
MONDO:0000376	MONDO:0004992
MONDO:0000376	MONDO:0005087
MONDO:0000377	MONDO:0002149
MONDO:0000377	MONDO:0006266
MONDO:0000378	MONDO:0002149
MONDO:0000378	MONDO:0002696
MONDO:0000379	MONDO:0002479
MONDO:0000379	MONDO:0005447
MONDO:0000380	MONDO:0002415
MONDO:0000380	MONDO:0020669
MONDO:0000380	MONDO:0056819
MONDO:0000381	MONDO:0004010
MONDO:0000381	MONDO:0005221
MONDO:0000382	MONDO:0005087
MONDO:0000382	MONDO:0005165
MONDO:0000383	MONDO:0005165
MONDO:0000383	MONDO:0006054
MONDO:0000384	MONDO:0004180
MONDO:0000384	MONDO:0004987
MONDO:0000385	MONDO:0004335
MONDO:0000385	MONDO:0005165
MONDO:0000385	MONDO:0021223
MONDO:0000386	MONDO:0024503
MONDO:0000387	MONDO:0001245
MONDO:0000387	MONDO:0001357
MONDO:0000389	MONDO:0005516
MONDO:0000390	MONDO:0003004
MONDO:0000390	MONDO:0020242
MONDO:0000393	MONDO:0000408
MONDO:0000395	MONDO:0000408
MONDO:0000396	MONDO:0006497
MONDO:0000397	MONDO:0006497
MONDO:0000400	MONDO:0006497
MONDO:0000402	MONDO:0002120
MONDO:0000405	MONDO:0005814
MONDO:0000405	MONDO:0024634
MONDO:0000407	MONDO:0006294
MONDO:0000407	MONDO:0021041
MONDO:0000408	MONDO:0000592
MONDO:0000408	MONDO:0002326
MONDO:0000408	MONDO:0021699
MONDO:0000409	MONDO:0005113
MONDO:0000409	MONDO:0021166
MONDO:0000409	MONDO:0045013
MONDO:0000410	MONDO:0021562
MONDO:0000410	MONDO:0024575
MONDO:0000415	MONDO:0015650
MONDO:0000421	MONDO:0004736
MONDO:0000421	MONDO:0045022
MONDO:0000425	MONDO:0003847
MONDO:0000426	MONDO:0000429
MONDO:0000428	MONDO:0003847
MONDO:0000429	MONDO:0003847
MONDO:0000430	MONDO:0005169
MONDO:0000430	MONDO:0015760
MONDO:0000432	MONDO:0004095
MONDO:0000437	MONDO:0005395
MONDO:0000437	MONDO:0022687
MONDO:0000437	MONDO:0100308
MONDO:0000440	MONDO:0006022
MONDO:0000446	MONDO:0005516
MONDO:0000447	MONDO:0000426
MONDO:0000447	MONDO:0005154
MONDO:0000448	MONDO:0002366
MONDO:0000448	MONDO:0019496
MONDO:0000448	MONDO:0021635
MONDO:0000448	MONDO:0100545
MONDO:0000450	MONDO:0005284
MONDO:0000451	MONDO:0005284
MONDO:0000452	MONDO:0005284
MONDO:0000453	MONDO:0000992
MONDO:0000453	MONDO:1010180
MONDO:0000455	MONDO:0020242
MONDO:0000456	MONDO:0004736
MONDO:0000456	MONDO:0019243
MONDO:0000456	MONDO:0045022
MONDO:0000457	MONDO:0018177
MONDO:0000458	MONDO:0018177
MONDO:0000459	MONDO:0018177
MONDO:0000460	MONDO:0018177
MONDO:0000461	MONDO:0020699
MONDO:0000461	MONDO:0024298
MONDO:0000462	MONDO:0002022
MONDO:0000463	MONDO:0006025
MONDO:0000465	MONDO:0000992
MONDO:0000465	MONDO:0008848
MONDO:0000466	MONDO:0000465
MONDO:0000467	MONDO:0000465
MONDO:0000468	MONDO:0000465
MONDO:0000469	MONDO:0000992
MONDO:0000469	MONDO:0005449
MONDO:0000470	MONDO:0005267
MONDO:0000471	MONDO:0002869
MONDO:0000473	MONDO:0005385
MONDO:0000474	MONDO:0005267
MONDO:0000476	MONDO:0015494
MONDO:0000477	MONDO:0003441
MONDO:0000478	MONDO:0003441
MONDO:0000479	MONDO:0003441
MONDO:0000480	MONDO:0000477
MONDO:0000480	MONDO:0020120
MONDO:0000481	MONDO:0000477
MONDO:0000482	MONDO:0000477
MONDO:0000483	MONDO:0000477
MONDO:0000485	MONDO:0000477
MONDO:0000485	MONDO:0004382
MONDO:0000486	MONDO:0000477
MONDO:0000487	MONDO:0000478
MONDO:0000488	MONDO:0021303
MONDO:0000488	MONDO:0021375
MONDO:0000489	MONDO:0005560
MONDO:0000490	MONDO:0019722
MONDO:0000491	MONDO:0005053
MONDO:0000492	MONDO:0000945
MONDO:0000494	MONDO:0000490
MONDO:0000495	MONDO:0000592
MONDO:0000496	MONDO:0006032
MONDO:0000497	MONDO:0002654
MONDO:0000497	MONDO:0021166
MONDO:0000498	MONDO:0006649
MONDO:0000498	MONDO:0008538
MONDO:0000499	MONDO:0006649
MONDO:0000500	MONDO:0004631
MONDO:0000500	MONDO:0004958
MONDO:0000502	MONDO:0004972
MONDO:0000502	MONDO:0024276
MONDO:0000503	MONDO:0003218
MONDO:0000503	MONDO:0004660
MONDO:0000503	MONDO:0005061
MONDO:0000507	MONDO:0002254
MONDO:0000507	MONDO:0016112
MONDO:0000507	MONDO:0017276
MONDO:0000508	MONDO:0001071
MONDO:0000508	MONDO:0002254
MONDO:0000509	MONDO:0001071
MONDO:0000510	MONDO:0005559
MONDO:0000510	MONDO:0021179
MONDO:0000513	MONDO:0000631
MONDO:0000513	MONDO:0017795
MONDO:0000514	MONDO:0002415
MONDO:0000514	MONDO:0005096
MONDO:0000515	MONDO:0002129
MONDO:0000515	MONDO:0008977
MONDO:0000516	MONDO:0000631
MONDO:0000516	MONDO:0002360
MONDO:0000517	MONDO:0007959
MONDO:0000517	MONDO:0021228
MONDO:0000518	MONDO:0000812
MONDO:0000518	MONDO:0002894
MONDO:0000519	MONDO:0002544
MONDO:0000519	MONDO:0002731
MONDO:0000520	MONDO:0001952
MONDO:0000520	MONDO:0004245
MONDO:0000521	MONDO:0004669
MONDO:0000521	MONDO:0044925
MONDO:0000524	MONDO:0003113
MONDO:0000524	MONDO:0015864
MONDO:0000525	MONDO:0005694
MONDO:0000525	MONDO:0021271
MONDO:0000527	MONDO:0005484
MONDO:0000527	MONDO:0024479
MONDO:0000530	MONDO:0005484
MONDO:0000530	MONDO:0024476
MONDO:0000531	MONDO:0002806
MONDO:0000531	MONDO:0005616
MONDO:0000532	MONDO:0003438
MONDO:0000532	MONDO:0005061
MONDO:0000534	MONDO:0003036
MONDO:0000534	MONDO:0003184
MONDO:0000536	MONDO:0005517
MONDO:0000536	MONDO:0010150
MONDO:0000536	MONDO:0021345
MONDO:0000539	MONDO:0002728
MONDO:0000539	MONDO:0003939
MONDO:0000539	MONDO:0005864
MONDO:0000540	MONDO:0002995
MONDO:0000540	MONDO:0021533
MONDO:0000541	MONDO:0003198
MONDO:0000541	MONDO:0006815
MONDO:0000543	MONDO:0005191
MONDO:0000543	MONDO:0021068
MONDO:0000544	MONDO:0006320
MONDO:0000545	MONDO:0021070
MONDO:0000545	MONDO:0045063
MONDO:0000548	MONDO:0018364
MONDO:0000548	MONDO:0021144
MONDO:0000549	MONDO:0002749
MONDO:0000549	MONDO:0021351
MONDO:0000550	MONDO:0021072
MONDO:0000551	MONDO:0005072
MONDO:0000551	MONDO:0024645
MONDO:0000552	MONDO:0004988
MONDO:0000553	MONDO:0002447
MONDO:0000553	MONDO:0006003
MONDO:0000554	MONDO:0004259
MONDO:0000554	MONDO:0005153
MONDO:0000563	MONDO:0020380
MONDO:0000565	MONDO:0005025
MONDO:0000565	MONDO:0005550
MONDO:0000568	MONDO:0002602
MONDO:0000568	MONDO:0002977
MONDO:0000569	MONDO:0005151
MONDO:0000569	MONDO:0007179
MONDO:0000572	MONDO:0015974
MONDO:0000573	MONDO:0015974
MONDO:0000577	MONDO:0002280
MONDO:0000577	MONDO:0009332
MONDO:0000583	MONDO:0002211
MONDO:0000586	MONDO:0007179
MONDO:0000587	MONDO:0007179
MONDO:0000587	MONDO:0024623
MONDO:0000588	MONDO:0004335
MONDO:0000588	MONDO:0007179
MONDO:0000589	MONDO:0002081
MONDO:0000589	MONDO:0007179
MONDO:0000590	MONDO:0002977
MONDO:0000590	MONDO:0003620
MONDO:0000591	MONDO:0004994
MONDO:0000592	MONDO:0005503
MONDO:0000594	MONDO:0005503
MONDO:0000594	MONDO:0100038
MONDO:0000595	MONDO:0002025
MONDO:0000596	MONDO:0000947
MONDO:0000597	MONDO:0002103
MONDO:0000598	MONDO:0004750
MONDO:0000599	MONDO:0004681
MONDO:0000600	MONDO:0012000
MONDO:0000602	MONDO:0005570
MONDO:0000602	MONDO:0007179
MONDO:0000603	MONDO:0004995
MONDO:0000603	MONDO:0007179
MONDO:0000605	MONDO:0005046
MONDO:0000607	MONDO:0018898
MONDO:0000608	MONDO:0100191
MONDO:0000610	MONDO:0000831
MONDO:0000610	MONDO:0001531
MONDO:0000610	MONDO:0005025
MONDO:0000611	MONDO:0005070
MONDO:0000611	MONDO:0021074
MONDO:0000612	MONDO:0000621
MONDO:0000612	MONDO:0005833
MONDO:0000615	MONDO:0006116
MONDO:0000616	MONDO:0006116
MONDO:0000618	MONDO:0006116
MONDO:0000620	MONDO:0000634
MONDO:0000620	MONDO:0021100
MONDO:0000621	MONDO:0004992
MONDO:0000621	MONDO:0005046
MONDO:0000624	MONDO:0000383
MONDO:0000624	MONDO:0021148
MONDO:0000625	MONDO:0000383
MONDO:0000625	MONDO:0003150
MONDO:0000626	MONDO:0000643
MONDO:0000627	MONDO:0002082
MONDO:0000627	MONDO:0005165
MONDO:0000628	MONDO:0000648
MONDO:0000628	MONDO:0006130
MONDO:0000629	MONDO:0005165
MONDO:0000629	MONDO:0024757
MONDO:0000630	MONDO:0005046
MONDO:0000630	MONDO:0005165
MONDO:0000631	MONDO:0000654
MONDO:0000631	MONDO:0019060
MONDO:0000632	MONDO:0000624
MONDO:0000632	MONDO:0021353
MONDO:0000633	MONDO:0000648
MONDO:0000634	MONDO:0005165
MONDO:0000634	MONDO:0021350
MONDO:0000636	MONDO:0002081
MONDO:0000636	MONDO:0005165
MONDO:0000637	MONDO:0002081
MONDO:0000637	MONDO:0004992
MONDO:0000639	MONDO:0000637
MONDO:0000639	MONDO:0005172
MONDO:0000639	MONDO:0021581
MONDO:0000640	MONDO:0002714
MONDO:0000640	MONDO:0005462
MONDO:0000643	MONDO:0000624
MONDO:0000643	MONDO:0021049
MONDO:0000644	MONDO:0000632
MONDO:0000644	MONDO:0021230
MONDO:0000645	MONDO:0000624
MONDO:0000645	MONDO:0021092
MONDO:0000646	MONDO:0000624
MONDO:0000646	MONDO:0021068
MONDO:0000647	MONDO:0000624
MONDO:0000647	MONDO:0021050
MONDO:0000648	MONDO:0005165
MONDO:0000648	MONDO:0021248
MONDO:0000649	MONDO:0005872
MONDO:0000650	MONDO:0005165
MONDO:0000650	MONDO:0006901
MONDO:0000652	MONDO:0002051
MONDO:0000652	MONDO:0005165
MONDO:0000653	MONDO:0002051
MONDO:0000653	MONDO:0004992
MONDO:0000654	MONDO:0000636
MONDO:0000654	MONDO:0003900
MONDO:0000654	MONDO:0044334
MONDO:0000659	MONDO:0019464
MONDO:0000660	MONDO:0005084
MONDO:0000660	MONDO:0005638
MONDO:0000660	MONDO:0019056
MONDO:0000661	MONDO:0005638
MONDO:0000662	MONDO:0005638
MONDO:0000663	MONDO:0005638
MONDO:0000664	MONDO:0000685
MONDO:0000665	MONDO:0024417
MONDO:0000666	MONDO:0000685
MONDO:0000667	MONDO:0005638
MONDO:0000668	MONDO:0005638
MONDO:0000669	MONDO:0000685
MONDO:0000670	MONDO:0005084
MONDO:0000670	MONDO:0005638
MONDO:0000670	MONDO:0021945
MONDO:0000671	MONDO:0005638
MONDO:0000672	MONDO:0000685
MONDO:0000673	MONDO:0005638
MONDO:0000674	MONDO:0005638
MONDO:0000675	MONDO:0005084
MONDO:0000675	MONDO:0005638
MONDO:0000676	MONDO:0005638
MONDO:0000677	MONDO:0005638
MONDO:0000678	MONDO:0005638
MONDO:0000679	MONDO:0005638
MONDO:0000680	MONDO:0005638
MONDO:0000681	MONDO:0005084
MONDO:0000681	MONDO:0005638
MONDO:0000682	MONDO:0005638
MONDO:0000683	MONDO:0000685
MONDO:0000684	MONDO:0000667
MONDO:0000685	MONDO:0005084
MONDO:0000685	MONDO:0005638
MONDO:0000685	MONDO:0021084
MONDO:0000686	MONDO:0000685
MONDO:0000687	MONDO:0005340
MONDO:0000688	MONDO:0004736
MONDO:0000690	MONDO:0003117
MONDO:0000693	MONDO:0004985
MONDO:0000694	MONDO:0002050
MONDO:0000698	MONDO:0004736
MONDO:0000698	MONDO:0045022
MONDO:0000700	MONDO:0018925
MONDO:0000700	MONDO:0100545
MONDO:0000701	MONDO:0005292
MONDO:0000701	MONDO:0005385
MONDO:0000702	MONDO:0005292
MONDO:0000703	MONDO:0000702
MONDO:0000704	MONDO:0000702
MONDO:0000705	MONDO:0005113
MONDO:0000705	MONDO:0006039
MONDO:0000706	MONDO:0005292
MONDO:0000707	MONDO:0005292
MONDO:0000708	MONDO:0000709
MONDO:0000708	MONDO:0021207
MONDO:0000709	MONDO:0005539
MONDO:0000710	MONDO:0004627
MONDO:0000710	MONDO:0004966
MONDO:0000710	MONDO:0005539
MONDO:0000715	MONDO:0001082
MONDO:0000715	MONDO:0004971
MONDO:0000716	MONDO:0000599
MONDO:0000721	MONDO:0005066
MONDO:0000722	MONDO:0019530
MONDO:0000722	MONDO:0021651
MONDO:0000723	MONDO:0004730
MONDO:0000723	MONDO:0004750
MONDO:0000723	MONDO:0100545
MONDO:0000724	MONDO:0004750
MONDO:0000724	MONDO:0100545
MONDO:0000726	MONDO:0005392
MONDO:0000726	MONDO:0700007
MONDO:0000727	MONDO:0016830
MONDO:0000728	MONDO:0005328
MONDO:0000732	MONDO:0016387
MONDO:0000733	MONDO:0000942
MONDO:0000733	MONDO:0003847
MONDO:0000734	MONDO:0017393
MONDO:0000736	MONDO:0019289
MONDO:0000736	MONDO:0100118
MONDO:0000739	MONDO:0004867
MONDO:0000739	MONDO:0006858
MONDO:0000739	MONDO:0021166
MONDO:0000740	MONDO:0004867
MONDO:0000740	MONDO:0006858
MONDO:0000741	MONDO:0002102
MONDO:0000743	MONDO:0006858
MONDO:0000743	MONDO:0021674
MONDO:0000744	MONDO:0005227
MONDO:0000744	MONDO:0005275
MONDO:0000744	MONDO:0024355
MONDO:0000745	MONDO:0007263
MONDO:0000748	MONDO:0002614
MONDO:0000748	MONDO:0021166
MONDO:0000749	MONDO:0002657
MONDO:0000749	MONDO:0005227
MONDO:0000750	MONDO:0006999
MONDO:0000751	MONDO:0002256
MONDO:0000751	MONDO:0004701
MONDO:0000754	MONDO:0001593
MONDO:0000754	MONDO:1040017
MONDO:0000755	MONDO:0002263
MONDO:0000756	MONDO:0009993
MONDO:0000757	MONDO:0024651
MONDO:0000758	MONDO:0005664
MONDO:0000758	MONDO:0021440
MONDO:0000758	MONDO:0024295
MONDO:0000758	MONDO:0024461
MONDO:0000761	MONDO:0019040
MONDO:0000762	MONDO:0019040
MONDO:0000763	MONDO:0018102
MONDO:0000764	MONDO:0003847
MONDO:0000764	MONDO:0018102
MONDO:0000766	MONDO:0018102
MONDO:0000771	MONDO:0005087
MONDO:0000771	MONDO:0005271
MONDO:0000774	MONDO:0000590
MONDO:0000774	MONDO:0005244
MONDO:0000775	MONDO:0005271
MONDO:0000777	MONDO:0005271
MONDO:0000807	MONDO:0005271
MONDO:0000809	MONDO:0001243
MONDO:0000809	MONDO:0002610
MONDO:0000811	MONDO:0015203
MONDO:0000812	MONDO:0005172
MONDO:0000813	MONDO:0000368
MONDO:0000813	MONDO:0005267
MONDO:0000814	MONDO:0003541
MONDO:0000814	MONDO:0020511
MONDO:0000815	MONDO:0000592
MONDO:0000816	MONDO:0002254
MONDO:0000816	MONDO:0003916
MONDO:0000816	MONDO:0019052
MONDO:0000819	MONDO:0002320
MONDO:0000819	MONDO:0100545
MONDO:0000820	MONDO:0002320
MONDO:0000824	MONDO:0001673
MONDO:0000824	MONDO:0003847
MONDO:0000827	MONDO:0000314
MONDO:0000828	MONDO:0017279
MONDO:0000831	MONDO:0005385
MONDO:0000833	MONDO:0005381
MONDO:0000836	MONDO:0005381
MONDO:0000837	MONDO:0000833
MONDO:0000840	MONDO:0018373
MONDO:0000845	MONDO:0000833
MONDO:0000849	MONDO:0002254
MONDO:0000858	MONDO:0003409
MONDO:0000859	MONDO:0008449
MONDO:0000863	MONDO:0000577
MONDO:0000863	MONDO:0009637
MONDO:0000863	MONDO:0016387
MONDO:0000863	MONDO:0020099
MONDO:0000870	MONDO:0003659
MONDO:0000870	MONDO:0004355
MONDO:0000870	MONDO:0004967
MONDO:0000871	MONDO:0000621
MONDO:0000871	MONDO:0000870
MONDO:0000871	MONDO:0004403
MONDO:0000871	MONDO:0004963
MONDO:0000872	MONDO:0000621
MONDO:0000872	MONDO:0000870
MONDO:0000872	MONDO:0020511
MONDO:0000873	MONDO:0003538
MONDO:0000873	MONDO:0018908
MONDO:0000874	MONDO:0000873
MONDO:0000874	MONDO:0003659
MONDO:0000874	MONDO:0004403
MONDO:0000875	MONDO:0007896
MONDO:0000878	MONDO:0002708
MONDO:0000878	MONDO:0005132
MONDO:0000878	MONDO:0016047
MONDO:0000878	MONDO:0020010
MONDO:0000878	MONDO:0020950
MONDO:0000879	MONDO:0002026
MONDO:0000879	MONDO:0005982
MONDO:0000888	MONDO:0004335
MONDO:0000888	MONDO:0020579
MONDO:0000889	MONDO:0006670
MONDO:0000889	MONDO:0006926
MONDO:0000890	MONDO:0005108
MONDO:0000890	MONDO:0021670
MONDO:0000890	MONDO:0021674
MONDO:0000890	MONDO:0100120
MONDO:0000891	MONDO:0006210
MONDO:0000892	MONDO:0002271
MONDO:0000892	MONDO:0020794
MONDO:0000893	MONDO:0004991
MONDO:0000894	MONDO:0004991
MONDO:0000894	MONDO:0027772
MONDO:0000895	MONDO:0004991
MONDO:0000898	MONDO:0006500
MONDO:0000901	MONDO:0018905
MONDO:0000902	MONDO:0024237
MONDO:0000903	MONDO:0020065
