pathway_id	pathway_name	pathway_url	pathway_source
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS	REACTOME
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	REACTOME_FOXO_MEDIATED_TRANSCRIPTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FOXO_MEDIATED_TRANSCRIPTION	REACTOME
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES	REACTOME
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	REACTOME
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION	REACTOME
REACTOME_FREE_FATTY_ACID_RECEPTORS	REACTOME_FREE_FATTY_ACID_RECEPTORS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FREE_FATTY_ACID_RECEPTORS	REACTOME
REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRS_MEDIATED_FGFR1_SIGNALING	REACTOME
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	REACTOME
REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRS_MEDIATED_FGFR3_SIGNALING	REACTOME
REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRS_MEDIATED_FGFR4_SIGNALING	REACTOME
REACTOME_FRUCTOSE_CATABOLISM	REACTOME_FRUCTOSE_CATABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRUCTOSE_CATABOLISM	REACTOME
REACTOME_FRUCTOSE_METABOLISM	REACTOME_FRUCTOSE_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FRUCTOSE_METABOLISM	REACTOME
REACTOME_G0_AND_EARLY_G1	REACTOME_G0_AND_EARLY_G1	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G0_AND_EARLY_G1	REACTOME
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	REACTOME
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	REACTOME
REACTOME_G2_M_CHECKPOINTS	REACTOME_G2_M_CHECKPOINTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G2_M_CHECKPOINTS	REACTOME
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	REACTOME
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	REACTOME
REACTOME_G2_PHASE	REACTOME_G2_PHASE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G2_PHASE	REACTOME
REACTOME_GAB1_SIGNALOSOME	REACTOME_GAB1_SIGNALOSOME	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAB1_SIGNALOSOME	REACTOME
REACTOME_GABA_B_RECEPTOR_ACTIVATION	REACTOME_GABA_B_RECEPTOR_ACTIVATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GABA_B_RECEPTOR_ACTIVATION	REACTOME
REACTOME_GABA_RECEPTOR_ACTIVATION	REACTOME_GABA_RECEPTOR_ACTIVATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GABA_RECEPTOR_ACTIVATION	REACTOME
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	REACTOME
REACTOME_GALACTOSE_CATABOLISM	REACTOME_GALACTOSE_CATABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GALACTOSE_CATABOLISM	REACTOME
REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAMMA_CARBOXYLATION_HYPUSINYLATION_HYDROXYLATION_AND_ARYLSULFATASE_ACTIVATION	REACTOME
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS	REACTOME
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	REACTOME
REACTOME_GAP_JUNCTION_ASSEMBLY	REACTOME_GAP_JUNCTION_ASSEMBLY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAP_JUNCTION_ASSEMBLY	REACTOME
REACTOME_GAP_JUNCTION_DEGRADATION	REACTOME_GAP_JUNCTION_DEGRADATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAP_JUNCTION_DEGRADATION	REACTOME
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION	REACTOME
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	REACTOME
REACTOME_GASTRULATION	REACTOME_GASTRULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GASTRULATION	REACTOME
REACTOME_GBP_MEDIATED_HOST_DEFENSE	REACTOME_GBP_MEDIATED_HOST_DEFENSE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GBP_MEDIATED_HOST_DEFENSE	REACTOME
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	REACTOME_GDP_FUCOSE_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GDP_FUCOSE_BIOSYNTHESIS	REACTOME
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	REACTOME
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	REACTOME
REACTOME_GENE_SILENCING_BY_RNA	REACTOME_GENE_SILENCING_BY_RNA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GENE_SILENCING_BY_RNA	REACTOME
REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION	REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION	REACTOME
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	REACTOME
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	REACTOME
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	REACTOME
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION	REACTOME
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	REACTOME
REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCOCORTICOID_BIOSYNTHESIS	REACTOME
REACTOME_GLUCONEOGENESIS	REACTOME_GLUCONEOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCONEOGENESIS	REACTOME
REACTOME_GLUCOSE_METABOLISM	REACTOME_GLUCOSE_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCOSE_METABOLISM	REACTOME
REACTOME_GLUCURONIDATION	REACTOME_GLUCURONIDATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUCURONIDATION	REACTOME
REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUTAMATE_AND_GLUTAMINE_METABOLISM	REACTOME
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE	REACTOME
REACTOME_GLUTATHIONE_CONJUGATION	REACTOME_GLUTATHIONE_CONJUGATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUTATHIONE_CONJUGATION	REACTOME
REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING	REACTOME
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	REACTOME
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	REACTOME
REACTOME_GLYCINE_DEGRADATION	REACTOME_GLYCINE_DEGRADATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCINE_DEGRADATION	REACTOME
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	REACTOME
REACTOME_GLYCOGEN_METABOLISM	REACTOME_GLYCOGEN_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOGEN_METABOLISM	REACTOME
REACTOME_GLYCOGEN_STORAGE_DISEASES	REACTOME_GLYCOGEN_STORAGE_DISEASES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOGEN_STORAGE_DISEASES	REACTOME
REACTOME_GLYCOGEN_SYNTHESIS	REACTOME_GLYCOGEN_SYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOGEN_SYNTHESIS	REACTOME
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	REACTOME
REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS	REACTOME
REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSPHINGOLIPID_BIOSYNTHESIS	REACTOME
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	REACTOME
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSPHINGOLIPID_METABOLISM	REACTOME
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYCOSPHINGOLIPID_TRANSPORT	REACTOME
REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION	REACTOME
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	REACTOME
REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GOLGI_CISTERNAE_PERICENTRIOLAR_STACK_REORGANIZATION	REACTOME
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	REACTOME
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	REACTOME
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GPCR_LIGAND_BINDING	REACTOME
REACTOME_GPER1_SIGNALING	REACTOME_GPER1_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GPER1_SIGNALING	REACTOME
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	REACTOME
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	REACTOME
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	REACTOME
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	REACTOME
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	REACTOME
REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GSK3B_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274	REACTOME
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	REACTOME
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	REACTOME
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	REACTOME
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	REACTOME
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	REACTOME
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	REACTOME
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	REACTOME
REACTOME_G_PROTEIN_ACTIVATION	REACTOME_G_PROTEIN_ACTIVATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_PROTEIN_ACTIVATION	REACTOME
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	REACTOME
REACTOME_G_PROTEIN_MEDIATED_EVENTS	REACTOME_G_PROTEIN_MEDIATED_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_G_PROTEIN_MEDIATED_EVENTS	REACTOME
REACTOME_HATS_ACETYLATE_HISTONES	REACTOME_HATS_ACETYLATE_HISTONES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HATS_ACETYLATE_HISTONES	REACTOME
REACTOME_HCMV_EARLY_EVENTS	REACTOME_HCMV_EARLY_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_EARLY_EVENTS	REACTOME
REACTOME_HCMV_INFECTION	REACTOME_HCMV_INFECTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_INFECTION	REACTOME
REACTOME_HCMV_LATE_EVENTS	REACTOME_HCMV_LATE_EVENTS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HCMV_LATE_EVENTS	REACTOME
REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME_HDACS_DEACETYLATE_HISTONES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDACS_DEACETYLATE_HISTONES	REACTOME
REACTOME_HDL_ASSEMBLY	REACTOME_HDL_ASSEMBLY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDL_ASSEMBLY	REACTOME
REACTOME_HDL_CLEARANCE	REACTOME_HDL_CLEARANCE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDL_CLEARANCE	REACTOME
REACTOME_HDL_REMODELING	REACTOME_HDL_REMODELING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDL_REMODELING	REACTOME
REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME_HDMS_DEMETHYLATE_HISTONES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	REACTOME
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	REACTOME
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	REACTOME
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	REACTOME
REACTOME_HEDGEHOG_OFF_STATE	REACTOME_HEDGEHOG_OFF_STATE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEDGEHOG_OFF_STATE	REACTOME
REACTOME_HEDGEHOG_ON_STATE	REACTOME_HEDGEHOG_ON_STATE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEDGEHOG_ON_STATE	REACTOME
REACTOME_HEME_BIOSYNTHESIS	REACTOME_HEME_BIOSYNTHESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_HEME_BIOSYNTHESIS	REACTOME
