source	source_disease_id	mondo_id	mapping_type	mapping_source
OMIM	OMIM:180020	MONDO:0008374	xref	mondo_obo_xref
OMIM	OMIM:180050	MONDO:0008375	xref	mondo_obo_xref
OMIM	OMIM:312530	MONDO:0008375	xref	mondo_obo_xref
OMIM	OMIM:180080	MONDO:0008376	xref	mondo_obo_xref
OMIM	OMIM:180100	MONDO:0008377	xref	mondo_obo_xref
OMIM	OMIM:180104	MONDO:0008378	xref	mondo_obo_xref
OMIM	OMIM:180105	MONDO:0008379	xref	mondo_obo_xref
OMIM	OMIM:180210	MONDO:0008381	xref	mondo_obo_xref
OMIM	OMIM:180270	MONDO:0008382	xref	mondo_obo_xref
OMIM	OMIM:180300	MONDO:0008383	xref	mondo_obo_xref
OMIM	OMIM:180350	MONDO:0008384	xref	mondo_obo_xref
OMIM	OMIM:180360	MONDO:0008385	xref	mondo_obo_xref
OMIM	OMIM:180500	MONDO:0008386	xref	mondo_obo_xref
OMIM	OMIM:180550	MONDO:0008387	xref	mondo_obo_xref
OMIM	OMIM:180600	MONDO:0008388	xref	mondo_obo_xref
OMIM	OMIM:180730	MONDO:0008390	xref	mondo_obo_xref
OMIM	OMIM:180750	MONDO:0008391	xref	mondo_obo_xref
OMIM	OMIM:180800	MONDO:0008392	xref	mondo_obo_xref
OMIM	OMIM:180849	MONDO:0008393	xref	mondo_obo_xref
OMIM	OMIM:180870	MONDO:0008395	xref	mondo_obo_xref
OMIM	OMIM:180900	MONDO:0008396	xref	mondo_obo_xref
OMIM	OMIM:180920	MONDO:0008397	xref	mondo_obo_xref
OMIM	OMIM:180950	MONDO:0008398	xref	mondo_obo_xref
OMIM	OMIM:181000	MONDO:0008399	xref	mondo_obo_xref
OMIM	OMIM:181010	MONDO:0008400	xref	mondo_obo_xref
OMIM	OMIM:181030	MONDO:0008401	xref	mondo_obo_xref
OMIM	OMIM:181180	MONDO:0008402	xref	mondo_obo_xref
OMIM	OMIM:181250	MONDO:0008403	xref	mondo_obo_xref
OMIM	OMIM:181270	MONDO:0008404	xref	mondo_obo_xref
OMIM	OMIM:181300	MONDO:0008405	xref	mondo_obo_xref
OMIM	OMIM:181400	MONDO:0008407	xref	mondo_obo_xref
OMIM	OMIM:181405	MONDO:0008408	xref	mondo_obo_xref
OMIM	OMIM:181430	MONDO:0008409	xref	mondo_obo_xref
OMIM	OMIM:608358	MONDO:0008409	xref	mondo_obo_xref
OMIM	OMIM:181440	MONDO:0008410	xref	mondo_obo_xref
OMIM	OMIM:181450	MONDO:0008411	xref	mondo_obo_xref
OMIM	OMIM:181510	MONDO:0008414	xref	mondo_obo_xref
OMIM	OMIM:181515	MONDO:0008415	xref	mondo_obo_xref
OMIM	OMIM:181600	MONDO:0008416	xref	mondo_obo_xref
OMIM	OMIM:181700	MONDO:0008417	xref	mondo_obo_xref
OMIM	OMIM:181750	MONDO:0008418	xref	mondo_obo_xref
OMIM	OMIM:181800	MONDO:0008419	xref	mondo_obo_xref
OMIM	OMIM:182000	MONDO:0008420	xref	mondo_obo_xref
OMIM	OMIM:182150	MONDO:0008421	xref	mondo_obo_xref
OMIM	OMIM:182170	MONDO:0008422	xref	mondo_obo_xref
OMIM	OMIM:182190	MONDO:0008423	xref	mondo_obo_xref
OMIM	OMIM:182200	MONDO:0008424	xref	mondo_obo_xref
OMIM	OMIM:182210	MONDO:0008425	xref	mondo_obo_xref
OMIM	OMIM:182212	MONDO:0008426	xref	mondo_obo_xref
OMIM	OMIM:182220	MONDO:0008427	xref	mondo_obo_xref
OMIM	OMIM:182230	MONDO:0008428	xref	mondo_obo_xref
OMIM	OMIM:182255	MONDO:0008430	xref	mondo_obo_xref
OMIM	OMIM:182270	MONDO:0008432	xref	mondo_obo_xref
OMIM	OMIM:182280	MONDO:0008433	xref	mondo_obo_xref
OMIM	OMIM:182290	MONDO:0008434	xref	mondo_obo_xref
OMIM	OMIM:182400	MONDO:0008435	xref	mondo_obo_xref
OMIM	OMIM:182410	MONDO:0008436	xref	mondo_obo_xref
OMIM	OMIM:182600	MONDO:0008437	xref	mondo_obo_xref
OMIM	OMIM:182601	MONDO:0008438	xref	mondo_obo_xref
OMIM	OMIM:182610	MONDO:0008439	xref	mondo_obo_xref
OMIM	OMIM:182690	MONDO:0008440	xref	mondo_obo_xref
OMIM	OMIM:182800	MONDO:0008441	xref	mondo_obo_xref
OMIM	OMIM:182815	MONDO:0008442	xref	mondo_obo_xref
OMIM	OMIM:182820	MONDO:0008443	xref	mondo_obo_xref
OMIM	OMIM:182830	MONDO:0008444	xref	mondo_obo_xref
OMIM	OMIM:182875	MONDO:0008445	xref	mondo_obo_xref
OMIM	OMIM:182882	MONDO:0008446	xref	mondo_obo_xref
OMIM	OMIM:182900	MONDO:0008447	xref	mondo_obo_xref
OMIM	OMIM:182950	MONDO:0008450	xref	mondo_obo_xref
OMIM	OMIM:182960	MONDO:0008451	xref	mondo_obo_xref
OMIM	OMIM:182970	MONDO:0008452	xref	mondo_obo_xref
OMIM	OMIM:182980	MONDO:0008453	xref	mondo_obo_xref
OMIM	OMIM:182990	MONDO:0008454	xref	mondo_obo_xref
OMIM	OMIM:183020	MONDO:0008455	xref	mondo_obo_xref
OMIM	OMIM:183050	MONDO:0008456	xref	mondo_obo_xref
OMIM	OMIM:183086	MONDO:0008457	xref	mondo_obo_xref
OMIM	OMIM:183090	MONDO:0008458	xref	mondo_obo_xref
OMIM	OMIM:183100	MONDO:0008459	xref	mondo_obo_xref
OMIM	OMIM:183300	MONDO:0008460	xref	mondo_obo_xref
OMIM	OMIM:183350	MONDO:0008461	xref	mondo_obo_xref
OMIM	OMIM:183400	MONDO:0008462	xref	mondo_obo_xref
OMIM	OMIM:183500	MONDO:0008463	xref	mondo_obo_xref
OMIM	OMIM:183600	MONDO:0008464	xref	mondo_obo_xref
OMIM	OMIM:183700	MONDO:0008465	xref	mondo_obo_xref
OMIM	OMIM:183800	MONDO:0008466	xref	mondo_obo_xref
OMIM	OMIM:183802	MONDO:0008467	xref	mondo_obo_xref
OMIM	OMIM:183840	MONDO:0008468	xref	mondo_obo_xref
OMIM	OMIM:183849	MONDO:0008469	xref	mondo_obo_xref
OMIM	OMIM:183850	MONDO:0008470	xref	mondo_obo_xref
OMIM	OMIM:183900	MONDO:0008471	xref	mondo_obo_xref
OMIM	OMIM:184000	MONDO:0008472	xref	mondo_obo_xref
OMIM	OMIM:184095	MONDO:0008473	xref	mondo_obo_xref
OMIM	OMIM:184100	MONDO:0008474	xref	mondo_obo_xref
OMIM	OMIM:184200	MONDO:0008475	xref	mondo_obo_xref
OMIM	OMIM:184250	MONDO:0008476	xref	mondo_obo_xref
OMIM	OMIM:184252	MONDO:0008477	xref	mondo_obo_xref
OMIM	OMIM:184253	MONDO:0008478	xref	mondo_obo_xref
OMIM	OMIM:184255	MONDO:0008479	xref	mondo_obo_xref
OMIM	OMIM:184300	MONDO:0008481	xref	mondo_obo_xref
OMIM	OMIM:184400	MONDO:0008482	xref	mondo_obo_xref
OMIM	OMIM:184450	MONDO:0008483	xref	mondo_obo_xref
OMIM	OMIM:184460	MONDO:0008484	xref	mondo_obo_xref
OMIM	OMIM:184500	MONDO:0008485	xref	mondo_obo_xref
OMIM	OMIM:184510	MONDO:0008486	xref	mondo_obo_xref
OMIM	OMIM:184700	MONDO:0008487	xref	mondo_obo_xref
OMIM	OMIM:184705	MONDO:0008488	xref	mondo_obo_xref
OMIM	OMIM:184800	MONDO:0008489	xref	mondo_obo_xref
OMIM	OMIM:184840	MONDO:0008490	xref	mondo_obo_xref
OMIM	OMIM:277610	MONDO:0008490	xref	mondo_obo_xref
OMIM	OMIM:184850	MONDO:0008491	xref	mondo_obo_xref
OMIM	OMIM:184900	MONDO:0008492	xref	mondo_obo_xref
OMIM	OMIM:185000	MONDO:0008493	xref	mondo_obo_xref
OMIM	OMIM:185020	MONDO:0008494	xref	mondo_obo_xref
OMIM	OMIM:185050	MONDO:0008495	xref	mondo_obo_xref
OMIM	OMIM:185069	MONDO:0008496	xref	mondo_obo_xref
OMIM	OMIM:185070	MONDO:0008497	xref	mondo_obo_xref
OMIM	OMIM:185100	MONDO:0008498	xref	mondo_obo_xref
OMIM	OMIM:185120	MONDO:0008499	xref	mondo_obo_xref
OMIM	OMIM:185200	MONDO:0008500	xref	mondo_obo_xref
OMIM	OMIM:185300	MONDO:0008501	xref	mondo_obo_xref
OMIM	OMIM:185460	MONDO:0008502	xref	mondo_obo_xref
OMIM	OMIM:185480	MONDO:0008503	xref	mondo_obo_xref
OMIM	OMIM:185500	MONDO:0008504	xref	mondo_obo_xref
OMIM	OMIM:185540	MONDO:0008505	xref	mondo_obo_xref
OMIM	OMIM:185600	MONDO:0008506	xref	mondo_obo_xref
OMIM	OMIM:185610	MONDO:0008507	xref	mondo_obo_xref
OMIM	OMIM:185650	MONDO:0008508	xref	mondo_obo_xref
OMIM	OMIM:185700	MONDO:0008509	xref	mondo_obo_xref
OMIM	OMIM:185750	MONDO:0008510	xref	mondo_obo_xref
OMIM	OMIM:185900	MONDO:0008512	xref	mondo_obo_xref
OMIM	OMIM:186000	MONDO:0008513	xref	mondo_obo_xref
OMIM	OMIM:186100	MONDO:0008514	xref	mondo_obo_xref
OMIM	OMIM:186200	MONDO:0008515	xref	mondo_obo_xref
OMIM	OMIM:186300	MONDO:0008516	xref	mondo_obo_xref
OMIM	OMIM:186350	MONDO:0008517	xref	mondo_obo_xref
OMIM	OMIM:186400	MONDO:0008518	xref	mondo_obo_xref
OMIM	OMIM:186500	MONDO:0008519	xref	mondo_obo_xref
OMIM	OMIM:186550	MONDO:0008520	xref	mondo_obo_xref
OMIM	OMIM:186570	MONDO:0008521	xref	mondo_obo_xref
OMIM	OMIM:186575	MONDO:0008522	xref	mondo_obo_xref
OMIM	OMIM:186580	MONDO:0008523	xref	mondo_obo_xref
OMIM	OMIM:609464	MONDO:0008523	xref	mondo_obo_xref
OMIM	OMIM:186600	MONDO:0008524	xref	mondo_obo_xref
OMIM	OMIM:186700	MONDO:0008525	xref	mondo_obo_xref
OMIM	OMIM:186750	MONDO:0008526	xref	mondo_obo_xref
OMIM	OMIM:186850	MONDO:0008527	xref	mondo_obo_xref
OMIM	OMIM:186890	MONDO:0008528	xref	mondo_obo_xref
OMIM	OMIM:186950	MONDO:0008529	xref	mondo_obo_xref
OMIM	OMIM:187000	MONDO:0008530	xref	mondo_obo_xref
OMIM	OMIM:187030	MONDO:0008531	xref	mondo_obo_xref
OMIM	OMIM:187050	MONDO:0008532	xref	mondo_obo_xref
OMIM	OMIM:187100	MONDO:0008533	xref	mondo_obo_xref
OMIM	OMIM:187260	MONDO:0008534	xref	mondo_obo_xref
OMIM	OMIM:187300	MONDO:0008535	xref	mondo_obo_xref
OMIM	OMIM:187340	MONDO:0008536	xref	mondo_obo_xref
OMIM	OMIM:187350	MONDO:0008537	xref	mondo_obo_xref
OMIM	OMIM:187360	MONDO:0008538	xref	mondo_obo_xref
OMIM	OMIM:187390	MONDO:0008540	xref	mondo_obo_xref
OMIM	OMIM:187400	MONDO:0008541	xref	mondo_obo_xref
OMIM	OMIM:187500	MONDO:0008542	xref	mondo_obo_xref
OMIM	OMIM:187501	MONDO:0008543	xref	mondo_obo_xref
OMIM	OMIM:187510	MONDO:0008544	xref	mondo_obo_xref
OMIM	OMIM:187550	MONDO:0008545	xref	mondo_obo_xref
OMIM	OMIM:187600	MONDO:0008546	xref	mondo_obo_xref
OMIM	OMIM:270230	MONDO:0008546	xref	mondo_obo_xref
OMIM	OMIM:187601	MONDO:0008547	xref	mondo_obo_xref
OMIM	OMIM:187650	MONDO:0008548	xref	mondo_obo_xref
OMIM	OMIM:187760	MONDO:0008551	xref	mondo_obo_xref
OMIM	OMIM:187770	MONDO:0008551	xref	mondo_obo_xref
OMIM	OMIM:187800	MONDO:0008552	xref	mondo_obo_xref
OMIM	OMIM:187900	MONDO:0008553	xref	mondo_obo_xref
OMIM	OMIM:187950	MONDO:0008554	xref	mondo_obo_xref
OMIM	OMIM:188000	MONDO:0008555	xref	mondo_obo_xref
OMIM	OMIM:188020	MONDO:0008556	xref	mondo_obo_xref
OMIM	OMIM:188025	MONDO:0008557	xref	mondo_obo_xref
OMIM	OMIM:188030	MONDO:0008558	xref	mondo_obo_xref
OMIM	OMIM:188050	MONDO:0008559	xref	mondo_obo_xref
OMIM	OMIM:188055	MONDO:0008560	xref	mondo_obo_xref
OMIM	OMIM:188100	MONDO:0008561	xref	mondo_obo_xref
OMIM	OMIM:188150	MONDO:0008562	xref	mondo_obo_xref
OMIM	OMIM:188201	MONDO:0008563	xref	mondo_obo_xref
OMIM	OMIM:188400	MONDO:0008564	xref	mondo_obo_xref
OMIM	OMIM:188455	MONDO:0008565	xref	mondo_obo_xref
OMIM	OMIM:188470	MONDO:0008566	xref	mondo_obo_xref
OMIM	OMIM:188550	MONDO:0008567	xref	mondo_obo_xref
OMIM	OMIM:188560	MONDO:0008568	xref	mondo_obo_xref
OMIM	OMIM:188570	MONDO:0008569	xref	mondo_obo_xref
OMIM	OMIM:188580	MONDO:0008570	xref	mondo_obo_xref
OMIM	OMIM:188700	MONDO:0008571	xref	mondo_obo_xref
OMIM	OMIM:188740	MONDO:0008572	xref	mondo_obo_xref
OMIM	OMIM:188800	MONDO:0008573	xref	mondo_obo_xref
OMIM	OMIM:188850	MONDO:0008574	xref	mondo_obo_xref
OMIM	OMIM:189000	MONDO:0008576	xref	mondo_obo_xref
OMIM	OMIM:189100	MONDO:0008577	xref	mondo_obo_xref
OMIM	OMIM:189150	MONDO:0008578	xref	mondo_obo_xref
OMIM	OMIM:189200	MONDO:0008579	xref	mondo_obo_xref
OMIM	OMIM:189230	MONDO:0008580	xref	mondo_obo_xref
OMIM	OMIM:189490	MONDO:0008581	xref	mondo_obo_xref
OMIM	OMIM:189500	MONDO:0008582	xref	mondo_obo_xref
OMIM	OMIM:189600	MONDO:0008583	xref	mondo_obo_xref
OMIM	OMIM:189700	MONDO:0008584	xref	mondo_obo_xref
OMIM	OMIM:189960	MONDO:0008586	xref	mondo_obo_xref
OMIM	OMIM:189961	MONDO:0008587	xref	mondo_obo_xref
OMIM	OMIM:190100	MONDO:0008588	xref	mondo_obo_xref
OMIM	OMIM:190200	MONDO:0008589	xref	mondo_obo_xref
OMIM	OMIM:190300	MONDO:0008590	xref	mondo_obo_xref
OMIM	OMIM:190310	MONDO:0008591	xref	mondo_obo_xref
OMIM	OMIM:190320	MONDO:0008592	xref	mondo_obo_xref
OMIM	OMIM:190330	MONDO:0008593	xref	mondo_obo_xref
OMIM	OMIM:190340	MONDO:0008594	xref	mondo_obo_xref
OMIM	OMIM:190345	MONDO:0008595	xref	mondo_obo_xref
OMIM	OMIM:190350	MONDO:0008596	xref	mondo_obo_xref
OMIM	OMIM:190351	MONDO:0008597	xref	mondo_obo_xref
OMIM	OMIM:190360	MONDO:0008598	xref	mondo_obo_xref
OMIM	OMIM:190400	MONDO:0008599	xref	mondo_obo_xref
OMIM	OMIM:190410	MONDO:0008600	xref	mondo_obo_xref
OMIM	OMIM:190420	MONDO:0008601	xref	mondo_obo_xref
OMIM	OMIM:190430	MONDO:0008602	xref	mondo_obo_xref
OMIM	OMIM:190440	MONDO:0008603	xref	mondo_obo_xref
OMIM	OMIM:190500	MONDO:0008604	xref	mondo_obo_xref
OMIM	OMIM:190600	MONDO:0008605	xref	mondo_obo_xref
OMIM	OMIM:190650	MONDO:0008606	xref	mondo_obo_xref
OMIM	OMIM:190680	MONDO:0008607	xref	mondo_obo_xref
OMIM	OMIM:190685	MONDO:0008608	xref	mondo_obo_xref
OMIM	OMIM:190800	MONDO:0008609	xref	mondo_obo_xref
OMIM	OMIM:190900	MONDO:0008610	xref	mondo_obo_xref
OMIM	OMIM:191000	MONDO:0008611	xref	mondo_obo_xref
OMIM	OMIM:191100	MONDO:0008612	xref	mondo_obo_xref
OMIM	OMIM:191150	MONDO:0008613	xref	mondo_obo_xref
OMIM	OMIM:191181	MONDO:0008614	xref	mondo_obo_xref
OMIM	OMIM:191200	MONDO:0008615	xref	mondo_obo_xref
OMIM	OMIM:191250	MONDO:0008616	xref	mondo_obo_xref
OMIM	OMIM:191390	MONDO:0008617	xref	mondo_obo_xref
OMIM	OMIM:191400	MONDO:0008618	xref	mondo_obo_xref
OMIM	OMIM:191420	MONDO:0008619	xref	mondo_obo_xref
OMIM	OMIM:191440	MONDO:0008620	xref	mondo_obo_xref
OMIM	OMIM:191482	MONDO:0008622	xref	mondo_obo_xref
OMIM	OMIM:191500	MONDO:0008623	xref	mondo_obo_xref
OMIM	OMIM:191520	MONDO:0008624	xref	mondo_obo_xref
OMIM	OMIM:191530	MONDO:0008625	xref	mondo_obo_xref
OMIM	OMIM:191550	MONDO:0008626	xref	mondo_obo_xref
OMIM	OMIM:191600	MONDO:0008627	xref	mondo_obo_xref
OMIM	OMIM:191650	MONDO:0008628	xref	mondo_obo_xref
OMIM	OMIM:191700	MONDO:0008629	xref	mondo_obo_xref
OMIM	OMIM:191800	MONDO:0008630	xref	mondo_obo_xref
OMIM	OMIM:191850	MONDO:0008632	xref	mondo_obo_xref
OMIM	OMIM:191900	MONDO:0008633	xref	mondo_obo_xref
OMIM	OMIM:191950	MONDO:0008634	xref	mondo_obo_xref
OMIM	OMIM:192000	MONDO:0008635	xref	mondo_obo_xref
OMIM	OMIM:192050	MONDO:0008636	xref	mondo_obo_xref
OMIM	OMIM:192100	MONDO:0008637	xref	mondo_obo_xref
OMIM	OMIM:192200	MONDO:0008638	xref	mondo_obo_xref
OMIM	OMIM:192300	MONDO:0008639	xref	mondo_obo_xref
OMIM	OMIM:192310	MONDO:0008640	xref	mondo_obo_xref
OMIM	OMIM:192315	MONDO:0008641	xref	mondo_obo_xref
OMIM	OMIM:192350	MONDO:0008642	xref	mondo_obo_xref
OMIM	OMIM:192400	MONDO:0008643	xref	mondo_obo_xref
OMIM	OMIM:192430	MONDO:0008644	xref	mondo_obo_xref
OMIM	OMIM:192445	MONDO:0008645	xref	mondo_obo_xref
OMIM	OMIM:192600	MONDO:0008647	xref	mondo_obo_xref
OMIM	OMIM:192605	MONDO:0008648	xref	mondo_obo_xref
OMIM	OMIM:192700	MONDO:0008649	xref	mondo_obo_xref
OMIM	OMIM:192800	MONDO:0008650	xref	mondo_obo_xref
OMIM	OMIM:192900	MONDO:0008651	xref	mondo_obo_xref
OMIM	OMIM:192950	MONDO:0008652	xref	mondo_obo_xref
OMIM	OMIM:193000	MONDO:0008653	xref	mondo_obo_xref
OMIM	OMIM:193003	MONDO:0008654	xref	mondo_obo_xref
OMIM	OMIM:193005	MONDO:0008655	xref	mondo_obo_xref
OMIM	OMIM:193070	MONDO:0008658	xref	mondo_obo_xref
OMIM	OMIM:193090	MONDO:0008659	xref	mondo_obo_xref
OMIM	OMIM:193100	MONDO:0008660	xref	mondo_obo_xref
OMIM	OMIM:193220	MONDO:0008662	xref	mondo_obo_xref
OMIM	OMIM:193230	MONDO:0008663	xref	mondo_obo_xref
OMIM	OMIM:193240	MONDO:0008665	xref	mondo_obo_xref
OMIM	OMIM:193250	MONDO:0008666	xref	mondo_obo_xref
OMIM	OMIM:193300	MONDO:0008667	xref	mondo_obo_xref
OMIM	OMIM:193400	MONDO:0008668	xref	mondo_obo_xref
OMIM	OMIM:193450	MONDO:0008669	xref	mondo_obo_xref
OMIM	OMIM:193500	MONDO:0008670	xref	mondo_obo_xref
OMIM	OMIM:193510	MONDO:0008671	xref	mondo_obo_xref
OMIM	OMIM:193520	MONDO:0008672	xref	mondo_obo_xref
OMIM	OMIM:193530	MONDO:0008673	xref	mondo_obo_xref
OMIM	OMIM:193700	MONDO:0008675	xref	mondo_obo_xref
OMIM	OMIM:193900	MONDO:0008676	xref	mondo_obo_xref
OMIM	OMIM:194000	MONDO:0008677	xref	mondo_obo_xref
OMIM	OMIM:194050	MONDO:0008678	xref	mondo_obo_xref
OMIM	OMIM:194070	MONDO:0008679	xref	mondo_obo_xref
OMIM	OMIM:194071	MONDO:0008680	xref	mondo_obo_xref
OMIM	OMIM:194072	MONDO:0008681	xref	mondo_obo_xref
OMIM	OMIM:194080	MONDO:0008682	xref	mondo_obo_xref
OMIM	OMIM:194090	MONDO:0008683	xref	mondo_obo_xref
OMIM	OMIM:194190	MONDO:0008684	xref	mondo_obo_xref
OMIM	OMIM:194200	MONDO:0008685	xref	mondo_obo_xref
OMIM	OMIM:194320	MONDO:0008687	xref	mondo_obo_xref
OMIM	OMIM:194350	MONDO:0008688	xref	mondo_obo_xref
OMIM	OMIM:194380	MONDO:0008689	xref	mondo_obo_xref
OMIM	OMIM:194400	MONDO:0008690	xref	mondo_obo_xref
OMIM	OMIM:194470	MONDO:0008691	xref	mondo_obo_xref
OMIM	OMIM:200100	MONDO:0008692	xref	mondo_obo_xref
OMIM	OMIM:200110	MONDO:0008693	xref	mondo_obo_xref
OMIM	OMIM:200130	MONDO:0008694	xref	mondo_obo_xref
OMIM	OMIM:200150	MONDO:0008695	xref	mondo_obo_xref
OMIM	OMIM:200170	MONDO:0008696	xref	mondo_obo_xref
OMIM	OMIM:200300	MONDO:0008697	xref	mondo_obo_xref
OMIM	OMIM:200450	MONDO:0008699	xref	mondo_obo_xref
OMIM	OMIM:200500	MONDO:0008700	xref	mondo_obo_xref
OMIM	OMIM:200600	MONDO:0008701	xref	mondo_obo_xref
OMIM	OMIM:200610	MONDO:0008702	xref	mondo_obo_xref
OMIM	OMIM:200700	MONDO:0008703	xref	mondo_obo_xref
OMIM	OMIM:200900	MONDO:0008704	xref	mondo_obo_xref
OMIM	OMIM:200950	MONDO:0008705	xref	mondo_obo_xref
OMIM	OMIM:200970	MONDO:0008706	xref	mondo_obo_xref
OMIM	OMIM:200980	MONDO:0008707	xref	mondo_obo_xref
OMIM	OMIM:200990	MONDO:0008708	xref	mondo_obo_xref
OMIM	OMIM:200995	MONDO:0008709	xref	mondo_obo_xref
OMIM	OMIM:201000	MONDO:0008710	xref	mondo_obo_xref
OMIM	OMIM:201020	MONDO:0008711	xref	mondo_obo_xref
OMIM	OMIM:201050	MONDO:0008712	xref	mondo_obo_xref
OMIM	OMIM:201100	MONDO:0008713	xref	mondo_obo_xref
OMIM	OMIM:201170	MONDO:0008714	xref	mondo_obo_xref
OMIM	OMIM:201200	MONDO:0008716	xref	mondo_obo_xref
OMIM	OMIM:201250	MONDO:0008717	xref	mondo_obo_xref
OMIM	OMIM:201310	MONDO:0008719	xref	mondo_obo_xref
OMIM	OMIM:201400	MONDO:0008720	xref	mondo_obo_xref
OMIM	OMIM:201450	MONDO:0008721	xref	mondo_obo_xref
OMIM	OMIM:201470	MONDO:0008722	xref	mondo_obo_xref
OMIM	OMIM:201475	MONDO:0008723	xref	mondo_obo_xref
OMIM	OMIM:201550	MONDO:0008724	xref	mondo_obo_xref
OMIM	OMIM:201710	MONDO:0008725	xref	mondo_obo_xref
OMIM	OMIM:201750	MONDO:0008726	xref	mondo_obo_xref
OMIM	OMIM:201810	MONDO:0008727	xref	mondo_obo_xref
OMIM	OMIM:201910	MONDO:0008728	xref	mondo_obo_xref
OMIM	OMIM:202010	MONDO:0008729	xref	mondo_obo_xref
OMIM	OMIM:202110	MONDO:0008730	xref	mondo_obo_xref
OMIM	OMIM:202150	MONDO:0008731	xref	mondo_obo_xref
OMIM	OMIM:202155	MONDO:0008732	xref	mondo_obo_xref
OMIM	OMIM:202300	MONDO:0008734	xref	mondo_obo_xref
OMIM	OMIM:202355	MONDO:0008735	xref	mondo_obo_xref
OMIM	OMIM:202370	MONDO:0008736	xref	mondo_obo_xref
OMIM	OMIM:202400	MONDO:0008737	xref	mondo_obo_xref
OMIM	OMIM:202550	MONDO:0008738	xref	mondo_obo_xref
OMIM	OMIM:202600	MONDO:0008739	xref	mondo_obo_xref
OMIM	OMIM:202650	MONDO:0008740	xref	mondo_obo_xref
OMIM	OMIM:202660	MONDO:0008741	xref	mondo_obo_xref
OMIM	OMIM:202900	MONDO:0008743	xref	mondo_obo_xref
OMIM	OMIM:203000	MONDO:0008744	xref	mondo_obo_xref
OMIM	OMIM:203100	MONDO:0008745	xref	mondo_obo_xref
OMIM	OMIM:203200	MONDO:0008746	xref	mondo_obo_xref
OMIM	OMIM:203290	MONDO:0008747	xref	mondo_obo_xref
OMIM	OMIM:278400	MONDO:0008747	xref	mondo_obo_xref
OMIM	OMIM:203300	MONDO:0008748	xref	mondo_obo_xref
OMIM	OMIM:203330	MONDO:0008749	xref	mondo_obo_xref
OMIM	OMIM:203340	MONDO:0008750	xref	mondo_obo_xref
OMIM	OMIM:203400	MONDO:0008751	xref	mondo_obo_xref
OMIM	OMIM:203450	MONDO:0008752	xref	mondo_obo_xref
OMIM	OMIM:203500	MONDO:0008753	xref	mondo_obo_xref
OMIM	OMIM:203550	MONDO:0008754	xref	mondo_obo_xref
OMIM	OMIM:203600	MONDO:0008755	xref	mondo_obo_xref
OMIM	OMIM:203655	MONDO:0008757	xref	mondo_obo_xref
OMIM	OMIM:203700	MONDO:0008758	xref	mondo_obo_xref
OMIM	OMIM:203740	MONDO:0008759	xref	mondo_obo_xref
OMIM	OMIM:203750	MONDO:0008760	xref	mondo_obo_xref
OMIM	OMIM:203760	MONDO:0008761	xref	mondo_obo_xref
OMIM	OMIM:203780	MONDO:0008762	xref	mondo_obo_xref
OMIM	OMIM:203800	MONDO:0008763	xref	mondo_obo_xref
OMIM	OMIM:204000	MONDO:0008764	xref	mondo_obo_xref
OMIM	OMIM:204100	MONDO:0008765	xref	mondo_obo_xref
OMIM	OMIM:204110	MONDO:0008766	xref	mondo_obo_xref
OMIM	OMIM:204200	MONDO:0008767	xref	mondo_obo_xref
OMIM	OMIM:204300	MONDO:0008768	xref	mondo_obo_xref
OMIM	OMIM:204500	MONDO:0008769	xref	mondo_obo_xref
OMIM	OMIM:204650	MONDO:0008770	xref	mondo_obo_xref
OMIM	OMIM:204690	MONDO:0008771	xref	mondo_obo_xref
OMIM	OMIM:614253	MONDO:0008771	xref	mondo_obo_xref
OMIM	OMIM:204700	MONDO:0008772	xref	mondo_obo_xref
OMIM	OMIM:204730	MONDO:0008773	xref	mondo_obo_xref
OMIM	OMIM:204750	MONDO:0008774	xref	mondo_obo_xref
OMIM	OMIM:245130	MONDO:0008774	xref	mondo_obo_xref
OMIM	OMIM:204800	MONDO:0008775	xref	mondo_obo_xref
OMIM	OMIM:204850	MONDO:0008776	xref	mondo_obo_xref
OMIM	OMIM:204870	MONDO:0008777	xref	mondo_obo_xref
OMIM	OMIM:204900	MONDO:0008778	xref	mondo_obo_xref
OMIM	OMIM:205100	MONDO:0008780	xref	mondo_obo_xref
OMIM	OMIM:205200	MONDO:0008781	xref	mondo_obo_xref
OMIM	OMIM:205250	MONDO:0008782	xref	mondo_obo_xref
OMIM	OMIM:205400	MONDO:0008783	xref	mondo_obo_xref
OMIM	OMIM:205950	MONDO:0008785	xref	mondo_obo_xref
OMIM	OMIM:206000	MONDO:0008786	xref	mondo_obo_xref
OMIM	OMIM:206100	MONDO:0008787	xref	mondo_obo_xref
OMIM	OMIM:206200	MONDO:0008788	xref	mondo_obo_xref
OMIM	OMIM:206300	MONDO:0008789	xref	mondo_obo_xref
OMIM	OMIM:206400	MONDO:0008790	xref	mondo_obo_xref
OMIM	OMIM:206500	MONDO:0008791	xref	mondo_obo_xref
OMIM	OMIM:206550	MONDO:0008792	xref	mondo_obo_xref
OMIM	OMIM:206570	MONDO:0008793	xref	mondo_obo_xref
OMIM	OMIM:206600	MONDO:0008794	xref	mondo_obo_xref
OMIM	OMIM:206700	MONDO:0008795	xref	mondo_obo_xref
OMIM	OMIM:206750	MONDO:0008796	xref	mondo_obo_xref
OMIM	OMIM:206780	MONDO:0008797	xref	mondo_obo_xref
