source	source_disease_id	mondo_id	mapping_type	mapping_source
OMIM	OMIM:105805	MONDO:0007112	xref	mondo_obo_xref
OMIM	OMIM:105830	MONDO:0007113	xref	mondo_obo_xref
OMIM	OMIM:105835	MONDO:0007114	xref	mondo_obo_xref
OMIM	OMIM:106050	MONDO:0007115	xref	mondo_obo_xref
OMIM	OMIM:106070	MONDO:0007116	xref	mondo_obo_xref
OMIM	OMIM:106190	MONDO:0007118	xref	mondo_obo_xref
OMIM	OMIM:106220	MONDO:0007120	xref	mondo_obo_xref
OMIM	OMIM:106230	MONDO:0007121	xref	mondo_obo_xref
OMIM	OMIM:106240	MONDO:0007122	xref	mondo_obo_xref
OMIM	OMIM:106250	MONDO:0007123	xref	mondo_obo_xref
OMIM	OMIM:106260	MONDO:0007124	xref	mondo_obo_xref
OMIM	OMIM:106280	MONDO:0007125	xref	mondo_obo_xref
OMIM	OMIM:106300	MONDO:0007126	xref	mondo_obo_xref
OMIM	OMIM:106500	MONDO:0007128	xref	mondo_obo_xref
OMIM	OMIM:106600	MONDO:0007129	xref	mondo_obo_xref
OMIM	OMIM:106700	MONDO:0007130	xref	mondo_obo_xref
OMIM	OMIM:106750	MONDO:0007131	xref	mondo_obo_xref
OMIM	OMIM:106900	MONDO:0007132	xref	mondo_obo_xref
OMIM	OMIM:106990	MONDO:0007133	xref	mondo_obo_xref
OMIM	OMIM:106995	MONDO:0007134	xref	mondo_obo_xref
OMIM	OMIM:107000	MONDO:0007135	xref	mondo_obo_xref
OMIM	OMIM:107100	MONDO:0007136	xref	mondo_obo_xref
OMIM	OMIM:107200	MONDO:0007137	xref	mondo_obo_xref
OMIM	OMIM:107250	MONDO:0007138	xref	mondo_obo_xref
OMIM	OMIM:107290	MONDO:0007139	xref	mondo_obo_xref
OMIM	OMIM:107440	MONDO:0007141	xref	mondo_obo_xref
OMIM	OMIM:107500	MONDO:0007143	xref	mondo_obo_xref
OMIM	OMIM:107550	MONDO:0007144	xref	mondo_obo_xref
OMIM	OMIM:107600	MONDO:0007145	xref	mondo_obo_xref
OMIM	OMIM:107650	MONDO:0007147	xref	mondo_obo_xref
OMIM	OMIM:107700	MONDO:0007148	xref	mondo_obo_xref
OMIM	OMIM:107750	MONDO:0007149	xref	mondo_obo_xref
OMIM	OMIM:107800	MONDO:0007150	xref	mondo_obo_xref
OMIM	OMIM:107900	MONDO:0007151	xref	mondo_obo_xref
OMIM	OMIM:107970	MONDO:0007152	xref	mondo_obo_xref
OMIM	OMIM:108000	MONDO:0007153	xref	mondo_obo_xref
OMIM	OMIM:108010	MONDO:0007154	xref	mondo_obo_xref
OMIM	OMIM:108050	MONDO:0007155	xref	mondo_obo_xref
OMIM	OMIM:108100	MONDO:0007156	xref	mondo_obo_xref
OMIM	OMIM:108120	MONDO:0007157	xref	mondo_obo_xref
OMIM	OMIM:108145	MONDO:0007158	xref	mondo_obo_xref
OMIM	OMIM:108200	MONDO:0007159	xref	mondo_obo_xref
OMIM	OMIM:108300	MONDO:0007160	xref	mondo_obo_xref
OMIM	OMIM:108420	MONDO:0007161	xref	mondo_obo_xref
OMIM	OMIM:108450	MONDO:0007162	xref	mondo_obo_xref
OMIM	OMIM:108500	MONDO:0007163	xref	mondo_obo_xref
OMIM	OMIM:108600	MONDO:0007164	xref	mondo_obo_xref
OMIM	OMIM:108650	MONDO:0007165	xref	mondo_obo_xref
OMIM	OMIM:108700	MONDO:0007166	xref	mondo_obo_xref
OMIM	OMIM:108720	MONDO:0007167	xref	mondo_obo_xref
OMIM	OMIM:108721	MONDO:0007168	xref	mondo_obo_xref
OMIM	OMIM:108725	MONDO:0007169	xref	mondo_obo_xref
OMIM	OMIM:108760	MONDO:0007170	xref	mondo_obo_xref
OMIM	OMIM:108770	MONDO:0007171	xref	mondo_obo_xref
OMIM	OMIM:108800	MONDO:0007172	xref	mondo_obo_xref
OMIM	OMIM:108900	MONDO:0007173	xref	mondo_obo_xref
OMIM	OMIM:108950	MONDO:0007174	xref	mondo_obo_xref
OMIM	OMIM:108980	MONDO:0007175	xref	mondo_obo_xref
OMIM	OMIM:108985	MONDO:0007176	xref	mondo_obo_xref
OMIM	OMIM:109000	MONDO:0007177	xref	mondo_obo_xref
OMIM	OMIM:109050	MONDO:0007178	xref	mondo_obo_xref
OMIM	OMIM:109100	MONDO:0007179	xref	mondo_obo_xref
OMIM	OMIM:109120	MONDO:0007180	xref	mondo_obo_xref
OMIM	OMIM:109130	MONDO:0007181	xref	mondo_obo_xref
OMIM	OMIM:109150	MONDO:0007182	xref	mondo_obo_xref
OMIM	OMIM:109160	MONDO:0007183	xref	mondo_obo_xref
OMIM	OMIM:109200	MONDO:0007184	xref	mondo_obo_xref
OMIM	OMIM:109300	MONDO:0007185	xref	mondo_obo_xref
OMIM	OMIM:109350	MONDO:0007186	xref	mondo_obo_xref
OMIM	OMIM:109500	MONDO:0007188	xref	mondo_obo_xref
OMIM	OMIM:109540	MONDO:0007189	xref	mondo_obo_xref
OMIM	OMIM:109543	MONDO:0007190	xref	mondo_obo_xref
OMIM	OMIM:109650	MONDO:0007191	xref	mondo_obo_xref
OMIM	OMIM:109660	MONDO:0007192	xref	mondo_obo_xref
OMIM	OMIM:109720	MONDO:0007193	xref	mondo_obo_xref
OMIM	OMIM:109740	MONDO:0007195	xref	mondo_obo_xref
OMIM	OMIM:109820	MONDO:0007197	xref	mondo_obo_xref
OMIM	OMIM:109900	MONDO:0007198	xref	mondo_obo_xref
OMIM	OMIM:110000	MONDO:0007199	xref	mondo_obo_xref
OMIM	OMIM:110050	MONDO:0007200	xref	mondo_obo_xref
OMIM	OMIM:110100	MONDO:0007201	xref	mondo_obo_xref
OMIM	OMIM:110150	MONDO:0007202	xref	mondo_obo_xref
OMIM	OMIM:112200	MONDO:0007203	xref	mondo_obo_xref
OMIM	OMIM:112240	MONDO:0007204	xref	mondo_obo_xref
OMIM	OMIM:112250	MONDO:0007205	xref	mondo_obo_xref
OMIM	OMIM:112270	MONDO:0007206	xref	mondo_obo_xref
OMIM	OMIM:112300	MONDO:0007207	xref	mondo_obo_xref
OMIM	OMIM:112310	MONDO:0007208	xref	mondo_obo_xref
OMIM	OMIM:112350	MONDO:0007209	xref	mondo_obo_xref
OMIM	OMIM:112370	MONDO:0007210	xref	mondo_obo_xref
OMIM	OMIM:112410	MONDO:0007211	xref	mondo_obo_xref
OMIM	OMIM:112430	MONDO:0007212	xref	mondo_obo_xref
OMIM	OMIM:112440	MONDO:0007213	xref	mondo_obo_xref
OMIM	OMIM:112450	MONDO:0007214	xref	mondo_obo_xref
OMIM	OMIM:112500	MONDO:0007215	xref	mondo_obo_xref
OMIM	OMIM:112600	MONDO:0007216	xref	mondo_obo_xref
OMIM	OMIM:112700	MONDO:0007217	xref	mondo_obo_xref
OMIM	OMIM:112800	MONDO:0007218	xref	mondo_obo_xref
OMIM	OMIM:112910	MONDO:0007219	xref	mondo_obo_xref
OMIM	OMIM:113000	MONDO:0007220	xref	mondo_obo_xref
OMIM	OMIM:113100	MONDO:0007221	xref	mondo_obo_xref
OMIM	OMIM:113200	MONDO:0007222	xref	mondo_obo_xref
OMIM	OMIM:113300	MONDO:0007223	xref	mondo_obo_xref
OMIM	OMIM:113301	MONDO:0007224	xref	mondo_obo_xref
OMIM	OMIM:113310	MONDO:0007225	xref	mondo_obo_xref
OMIM	OMIM:113400	MONDO:0007226	xref	mondo_obo_xref
OMIM	OMIM:113450	MONDO:0007227	xref	mondo_obo_xref
OMIM	OMIM:113470	MONDO:0007228	xref	mondo_obo_xref
OMIM	OMIM:113475	MONDO:0007229	xref	mondo_obo_xref
OMIM	OMIM:113477	MONDO:0007230	xref	mondo_obo_xref
OMIM	OMIM:113480	MONDO:0007231	xref	mondo_obo_xref
OMIM	OMIM:113500	MONDO:0007232	xref	mondo_obo_xref
OMIM	OMIM:113600	MONDO:0007233	xref	mondo_obo_xref
OMIM	OMIM:113610	MONDO:0007234	xref	mondo_obo_xref
OMIM	OMIM:113620	MONDO:0007235	xref	mondo_obo_xref
OMIM	OMIM:113650	MONDO:0007236	xref	mondo_obo_xref
OMIM	OMIM:113670	MONDO:0007237	xref	mondo_obo_xref
OMIM	OMIM:113900	MONDO:0007240	xref	mondo_obo_xref
OMIM	OMIM:113950	MONDO:0007241	xref	mondo_obo_xref
OMIM	OMIM:113960	MONDO:0007242	xref	mondo_obo_xref
OMIM	OMIM:113970	MONDO:0007243	xref	mondo_obo_xref
OMIM	OMIM:114000	MONDO:0007244	xref	mondo_obo_xref
OMIM	OMIM:114030	MONDO:0007245	xref	mondo_obo_xref
OMIM	OMIM:114065	MONDO:0007246	xref	mondo_obo_xref
OMIM	OMIM:114100	MONDO:0007247	xref	mondo_obo_xref
OMIM	OMIM:114140	MONDO:0007248	xref	mondo_obo_xref
OMIM	OMIM:114150	MONDO:0007249	xref	mondo_obo_xref
OMIM	OMIM:114200	MONDO:0007250	xref	mondo_obo_xref
OMIM	OMIM:114290	MONDO:0007251	xref	mondo_obo_xref
OMIM	OMIM:114300	MONDO:0007252	xref	mondo_obo_xref
OMIM	OMIM:114450	MONDO:0007253	xref	mondo_obo_xref
OMIM	OMIM:114550	MONDO:0007256	xref	mondo_obo_xref
OMIM	OMIM:114580	MONDO:0007257	xref	mondo_obo_xref
OMIM	OMIM:114600	MONDO:0007258	xref	mondo_obo_xref
OMIM	OMIM:114620	MONDO:0007259	xref	mondo_obo_xref
OMIM	OMIM:114650	MONDO:0007260	xref	mondo_obo_xref
OMIM	OMIM:114700	MONDO:0007261	xref	mondo_obo_xref
OMIM	OMIM:115150	MONDO:0007265	xref	mondo_obo_xref
OMIM	OMIM:115195	MONDO:0007266	xref	mondo_obo_xref
OMIM	OMIM:115196	MONDO:0007267	xref	mondo_obo_xref
OMIM	OMIM:115197	MONDO:0007268	xref	mondo_obo_xref
OMIM	OMIM:115200	MONDO:0007269	xref	mondo_obo_xref
OMIM	OMIM:115210	MONDO:0007270	xref	mondo_obo_xref
OMIM	OMIM:115250	MONDO:0007271	xref	mondo_obo_xref
OMIM	OMIM:115300	MONDO:0007272	xref	mondo_obo_xref
OMIM	OMIM:115310	MONDO:0007273	xref	mondo_obo_xref
OMIM	OMIM:115400	MONDO:0007274	xref	mondo_obo_xref
OMIM	OMIM:115470	MONDO:0007276	xref	mondo_obo_xref
OMIM	OMIM:115645	MONDO:0007277	xref	mondo_obo_xref
OMIM	OMIM:115650	MONDO:0007278	xref	mondo_obo_xref
OMIM	OMIM:115660	MONDO:0007279	xref	mondo_obo_xref
OMIM	OMIM:115665	MONDO:0007280	xref	mondo_obo_xref
OMIM	OMIM:115700	MONDO:0007281	xref	mondo_obo_xref
OMIM	OMIM:115800	MONDO:0007282	xref	mondo_obo_xref
OMIM	OMIM:115900	MONDO:0007283	xref	mondo_obo_xref
OMIM	OMIM:116100	MONDO:0007284	xref	mondo_obo_xref
OMIM	OMIM:116200	MONDO:0007285	xref	mondo_obo_xref
OMIM	OMIM:116300	MONDO:0007286	xref	mondo_obo_xref
OMIM	OMIM:116400	MONDO:0007287	xref	mondo_obo_xref
OMIM	OMIM:116600	MONDO:0007288	xref	mondo_obo_xref
OMIM	OMIM:116700	MONDO:0007289	xref	mondo_obo_xref
OMIM	OMIM:116800	MONDO:0007290	xref	mondo_obo_xref
OMIM	OMIM:116920	MONDO:0007293	xref	mondo_obo_xref
OMIM	OMIM:117000	MONDO:0007294	xref	mondo_obo_xref
OMIM	OMIM:117100	MONDO:0007295	xref	mondo_obo_xref
OMIM	OMIM:117210	MONDO:0007296	xref	mondo_obo_xref
OMIM	OMIM:117300	MONDO:0007297	xref	mondo_obo_xref
OMIM	OMIM:117360	MONDO:0007298	xref	mondo_obo_xref
OMIM	OMIM:117600	MONDO:0007300	xref	mondo_obo_xref
OMIM	OMIM:117650	MONDO:0007301	xref	mondo_obo_xref
OMIM	OMIM:117850	MONDO:0007302	xref	mondo_obo_xref
OMIM	OMIM:117900	MONDO:0007303	xref	mondo_obo_xref
OMIM	OMIM:118000	MONDO:0007304	xref	mondo_obo_xref
OMIM	OMIM:118005	MONDO:0007305	xref	mondo_obo_xref
OMIM	OMIM:118100	MONDO:0007306	xref	mondo_obo_xref
OMIM	OMIM:118200	MONDO:0007307	xref	mondo_obo_xref
OMIM	OMIM:118210	MONDO:0007308	xref	mondo_obo_xref
OMIM	OMIM:118220	MONDO:0007309	xref	mondo_obo_xref
OMIM	OMIM:118230	MONDO:0007310	xref	mondo_obo_xref
OMIM	OMIM:118300	MONDO:0007311	xref	mondo_obo_xref
OMIM	OMIM:118301	MONDO:0007312	xref	mondo_obo_xref
OMIM	OMIM:118330	MONDO:0007313	xref	mondo_obo_xref
OMIM	OMIM:118350	MONDO:0007314	xref	mondo_obo_xref
OMIM	OMIM:118400	MONDO:0007315	xref	mondo_obo_xref
OMIM	OMIM:118420	MONDO:0007316	xref	mondo_obo_xref
OMIM	OMIM:118430	MONDO:0007317	xref	mondo_obo_xref
OMIM	OMIM:118600	MONDO:0007319	xref	mondo_obo_xref
OMIM	OMIM:118610	MONDO:0007320	xref	mondo_obo_xref
OMIM	OMIM:118650	MONDO:0007321	xref	mondo_obo_xref
OMIM	OMIM:118651	MONDO:0007322	xref	mondo_obo_xref
OMIM	OMIM:118670	MONDO:0007323	xref	mondo_obo_xref
OMIM	OMIM:118750	MONDO:0007325	xref	mondo_obo_xref
OMIM	OMIM:118830	MONDO:0007327	xref	mondo_obo_xref
OMIM	OMIM:118865	MONDO:0007328	xref	mondo_obo_xref
OMIM	OMIM:215600	MONDO:0007329	xref	mondo_obo_xref
OMIM	OMIM:118980	MONDO:0007330	xref	mondo_obo_xref
OMIM	OMIM:119000	MONDO:0007331	xref	mondo_obo_xref
OMIM	OMIM:119100	MONDO:0007332	xref	mondo_obo_xref
OMIM	OMIM:119300	MONDO:0007333	xref	mondo_obo_xref
OMIM	OMIM:119500	MONDO:0007334	xref	mondo_obo_xref
OMIM	OMIM:119530	MONDO:0007335	xref	mondo_obo_xref
OMIM	OMIM:119540	MONDO:0007336	xref	mondo_obo_xref
OMIM	OMIM:119550	MONDO:0007337	xref	mondo_obo_xref
OMIM	OMIM:119570	MONDO:0007338	xref	mondo_obo_xref
OMIM	OMIM:119600	MONDO:0007340	xref	mondo_obo_xref
OMIM	OMIM:119650	MONDO:0007341	xref	mondo_obo_xref
OMIM	OMIM:119800	MONDO:0007342	xref	mondo_obo_xref
OMIM	OMIM:119900	MONDO:0007343	xref	mondo_obo_xref
OMIM	OMIM:119915	MONDO:0007344	xref	mondo_obo_xref
OMIM	OMIM:120000	MONDO:0007345	xref	mondo_obo_xref
OMIM	OMIM:120040	MONDO:0007346	xref	mondo_obo_xref
OMIM	OMIM:120050	MONDO:0007347	xref	mondo_obo_xref
OMIM	OMIM:120080	MONDO:0007348	xref	mondo_obo_xref
OMIM	OMIM:120100	MONDO:0007349	xref	mondo_obo_xref
OMIM	OMIM:120200	MONDO:0007350	xref	mondo_obo_xref
OMIM	OMIM:120300	MONDO:0007351	xref	mondo_obo_xref
OMIM	OMIM:120330	MONDO:0007352	xref	mondo_obo_xref
OMIM	OMIM:120400	MONDO:0007353	xref	mondo_obo_xref
OMIM	OMIM:120430	MONDO:0007354	xref	mondo_obo_xref
OMIM	OMIM:120433	MONDO:0007355	xref	mondo_obo_xref
OMIM	OMIM:120435	MONDO:0007356	xref	mondo_obo_xref
OMIM	OMIM:120440	MONDO:0007357	xref	mondo_obo_xref
OMIM	OMIM:120450	MONDO:0007358	xref	mondo_obo_xref
OMIM	OMIM:120500	MONDO:0007359	xref	mondo_obo_xref
OMIM	OMIM:120502	MONDO:0007360	xref	mondo_obo_xref
OMIM	OMIM:120790	MONDO:0007361	xref	mondo_obo_xref
OMIM	OMIM:120970	MONDO:0007362	xref	mondo_obo_xref
OMIM	OMIM:121050	MONDO:0007363	xref	mondo_obo_xref
OMIM	OMIM:121070	MONDO:0007364	xref	mondo_obo_xref
OMIM	OMIM:121200	MONDO:0007365	xref	mondo_obo_xref
OMIM	OMIM:121201	MONDO:0007366	xref	mondo_obo_xref
OMIM	OMIM:121210	MONDO:0007367	xref	mondo_obo_xref
OMIM	OMIM:121270	MONDO:0007368	xref	mondo_obo_xref
OMIM	OMIM:121300	MONDO:0007369	xref	mondo_obo_xref
OMIM	OMIM:121350	MONDO:0007370	xref	mondo_obo_xref
OMIM	OMIM:121390	MONDO:0007371	xref	mondo_obo_xref
OMIM	OMIM:121400	MONDO:0007372	xref	mondo_obo_xref
OMIM	OMIM:121450	MONDO:0007373	xref	mondo_obo_xref
OMIM	OMIM:121800	MONDO:0007374	xref	mondo_obo_xref
OMIM	OMIM:121820	MONDO:0007375	xref	mondo_obo_xref
OMIM	OMIM:121850	MONDO:0007376	xref	mondo_obo_xref
OMIM	OMIM:121900	MONDO:0007377	xref	mondo_obo_xref
OMIM	OMIM:122000	MONDO:0007378	xref	mondo_obo_xref
OMIM	OMIM:122200	MONDO:0007380	xref	mondo_obo_xref
OMIM	OMIM:122400	MONDO:0007381	xref	mondo_obo_xref
OMIM	OMIM:122430	MONDO:0007382	xref	mondo_obo_xref
OMIM	OMIM:122440	MONDO:0007383	xref	mondo_obo_xref
OMIM	OMIM:122450	MONDO:0007384	xref	mondo_obo_xref
OMIM	OMIM:122455	MONDO:0007385	xref	mondo_obo_xref
OMIM	OMIM:122460	MONDO:0007386	xref	mondo_obo_xref
OMIM	OMIM:122470	MONDO:0007387	xref	mondo_obo_xref
OMIM	OMIM:122580	MONDO:0007388	xref	mondo_obo_xref
OMIM	OMIM:122600	MONDO:0007389	xref	mondo_obo_xref
OMIM	OMIM:122700	MONDO:0007390	xref	mondo_obo_xref
OMIM	OMIM:122750	MONDO:0007391	xref	mondo_obo_xref
OMIM	OMIM:122780	MONDO:0007392	xref	mondo_obo_xref
OMIM	OMIM:122850	MONDO:0007393	xref	mondo_obo_xref
OMIM	OMIM:122880	MONDO:0007395	xref	mondo_obo_xref
OMIM	OMIM:122900	MONDO:0007396	xref	mondo_obo_xref
OMIM	OMIM:123000	MONDO:0007397	xref	mondo_obo_xref
OMIM	OMIM:123050	MONDO:0007398	xref	mondo_obo_xref
OMIM	OMIM:123100	MONDO:0007399	xref	mondo_obo_xref
OMIM	OMIM:123150	MONDO:0007400	xref	mondo_obo_xref
OMIM	OMIM:123155	MONDO:0007401	xref	mondo_obo_xref
OMIM	OMIM:123320	MONDO:0007402	xref	mondo_obo_xref
OMIM	OMIM:218050	MONDO:0007402	xref	mondo_obo_xref
OMIM	OMIM:123400	MONDO:0007403	xref	mondo_obo_xref
OMIM	OMIM:123450	MONDO:0007404	xref	mondo_obo_xref
OMIM	OMIM:123500	MONDO:0007405	xref	mondo_obo_xref
OMIM	OMIM:123540	MONDO:0007406	xref	mondo_obo_xref
OMIM	OMIM:123550	MONDO:0007407	xref	mondo_obo_xref
OMIM	OMIM:123557	MONDO:0007408	xref	mondo_obo_xref
OMIM	OMIM:123560	MONDO:0007409	xref	mondo_obo_xref
OMIM	OMIM:123570	MONDO:0007410	xref	mondo_obo_xref
OMIM	OMIM:123700	MONDO:0007411	xref	mondo_obo_xref
OMIM	OMIM:123790	MONDO:0007412	xref	mondo_obo_xref
OMIM	OMIM:123853	MONDO:0007413	xref	mondo_obo_xref
OMIM	OMIM:123880	MONDO:0007414	xref	mondo_obo_xref
OMIM	OMIM:124000	MONDO:0007415	xref	mondo_obo_xref
OMIM	OMIM:124100	MONDO:0007416	xref	mondo_obo_xref
OMIM	OMIM:124200	MONDO:0007417	xref	mondo_obo_xref
OMIM	OMIM:124300	MONDO:0007418	xref	mondo_obo_xref
OMIM	OMIM:124400	MONDO:0007418	xref	mondo_obo_xref
OMIM	OMIM:124480	MONDO:0007420	xref	mondo_obo_xref
OMIM	OMIM:124490	MONDO:0007421	xref	mondo_obo_xref
OMIM	OMIM:124500	MONDO:0007422	xref	mondo_obo_xref
OMIM	OMIM:124700	MONDO:0007423	xref	mondo_obo_xref
OMIM	OMIM:124900	MONDO:0007424	xref	mondo_obo_xref
OMIM	OMIM:124950	MONDO:0007425	xref	mondo_obo_xref
