gene_symbol	panelapp_phenotype
TBC1D23	Non-degenerative Pontocerebellar Hypoplasia
TBC1D23	Pontocerebellar hypoplasia, type 11, 617695
TBC1D23	Pontocerebellar hypoplasia, type 11, OMIM:617695
TBC1D2B	Neurodevelopmental disorder with seizures and gingival overgrowth, OMIM:619323
TBC1D2B	TBC1D2B-related neurodevelopmental disorder
TBC1D2B	neurodevelopmental disorder with seizures and gingival overgrowth, MONDO:0859148
TFE3	Intellectual developmental disorder, X-linked, syndromic, with pigmentary mosaicism and coarse facies, OMIM:301066
TFE3	Intellectual disability with pigmentary mosaicism and storage disorder
TFE3	TFE3-related intellectual disability with pigmentary mosaicism
TIAM1	Neurodevelopmental disorder with language delay and seizures, OMIM:619908
TMEM199	Congenital disorder of glycosylation, type IIp 616829
TMEM199	Congenital disorder of glycosylation, type IIp OMIM:616829
TMEM199	Disorder of Golgi homeostasis
TMEM199	TMEM199-CDG MONDO:0014790
TMEM222	Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities, OMIM:619470
TMEM222	TMEM222-related Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities, OMIM:619470
TMEM63B	Developmental and epileptic encephalopathy 118, OMIM:621250
TMEM63B	TMEM63B-related developmental and epileptic encephalopathy with anaemia
TNPO2	Dysmorphic features
TNPO2	Hypotonia
TNPO2	Intellectual disability
TNPO2	Microcephaly
TNPO2	Seizures
TNPO2	TNPO2-related intellectual disability
TNR	Neurodevelopmental disorder, nonprogressive, with spasticity and transient opisthotonus, OMIM:619653
TRA2B	Ramond-Elliott neurodevelopmental syndrome, OMIM:621421
TRA2B	TRA2B-associated neurodevelopmental syndrome
TRAPPC4	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, 618741
TRAPPC4	Neurodevelopmental disorder with epilepsy, spasticity, and brain atrophy, OMIM:618741
TRPM3	Neurodevelopmental disorder with hypotonia, dysmorphic facies, and skeletal anomalies, with or without seizures, OMIM:620224
TRPM3	TRPM3-related developmental disorder (monoallelic)
TUBGCP6	MICROCEPHALY AND CHORIORETINOPATHY WITH OR WITHOUT MENTAL RETARDATION
TUBGCP6	MICROCEPHALY AND CHORIORETINOPATHY WITH OR WITHOUT MENTAL RETARDATION 251270
TUBGCP6	Microcephaly and chorioretinopathy, autosomal recessive, 1, OMIM:251270
TUBGCP6	microcephaly and chorioretinopathy 1, MONDO:0009624
UBAP2L	Neurodevelopmental disorder with impaired language, behavioral abnormalities, and dysmorphic facies, OMIM:620494
UBAP2L	UBAP2L-associated neurodevelopmental disorder
UBR5	MONDO:0700092
UBR5	UBR5-related neurodevelopmental disorder
UBR5	complex neurodevelopmental disorder, MONDO:0100038
UGDH	Epileptic encephalopathy, early infantile, 84 - MIM #618792
UGP2	Developmental and epileptic encephalopathy 83, OMIM:618744
UGP2	UGP2 Epileptic Encephalopathy
VARS	# 617802. NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY
VARS	NDMSCA
VARS	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy 617802
VARS	Neurodevelopmental disorder with microcephaly, seizures, and cortical atrophy, 617802
VPS33A	Mucopolysaccharidosis-plus syndrome OMIM:617303
VPS33A	Mucopolysaccharidosis-plus syndrome, OMIM:617303
VPS33A	mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders MONDO:0015012
VPS33A	mucopolysaccharidosis-plus syndrome, MONDO:0015012
VPS41	Ataxia
VPS41	Dystonia
VPS41	Generalised Neurodevelopmental disorder
VPS41	Intellectual disability
WASF1	ID associated with autistic features, seizures, and developmental delay
WASF1	Intellectual Disability with Seizures
WASF1	Neurodevelopmental disorder with absent language and variable seizures, 618707
WASF1	intellectual disability
ZBTB47	0700092
ZBTB47	Neurodevelopmental disorder, MONDO
ZBTB47	Neurodevelopmental disorder, MONDO:0700092
ZBTB47	ZBTB47-related developmental delay, intellectual disability, hypotonia and seizures
ZBTB7A	Macrocephaly, neurodevelopmental delay, lymphoid hyperplasia, and persistent fetal hemoglobin, OMIM:619769
ZBTB7A	ZBTB7A-associated developmental disorder
ZC4H2	ARTHROGRYPOSIS MULTIPLEX CONGENITA AND INTELLECTUAL DISABILITY 314580
ZC4H2	Wieacker-Wolff syndrome, OMIM:314580
ZC4H2	Wieacker-Wolff syndrome, female-restricted, OMIM:301041
ZNF142	Dystonia
ZNF142	Global developmental delay
ZNF142	Intellectual disability
ZNF142	Neurodevelopmental disorder with impaired speech and hyperkinetic movements, 618425
ZNF142	Seizures
ZNF142	Tremor
ZNF142	ZNF142-related neurodevelopmental disorder, OMIM:618425
ZNF526	Cataracts
ZNF526	Dentici-Novelli neurodevelopmental syndrome, OMIM:619877
ZNF526	Dystonia
ZNF526	Epilepsy
ZNF526	Hypertonia
ZNF526	Intellectual disability
ZNF526	Microcephaly
TERT	Dyskeratosis congenita, autosomal dominant 2, OMIM:613989
TERT	Dyskeratosis congenita, autosomal recessive 4
TERT	Dyskeratosis congenita, autosomal recessive 4, OMIM:613989
TERT	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 1, OMIM:614742
TERT	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1, OMIM:614742
TERT	Pulmonary fibrosis and/or bone marrow failure, telomere-related, 1, OMIM:614742 (AD)
TERT	dyskeratosis congenita, autosomal dominant 2, MONDO:0013521
TERT	pulmonary fibrosis and/or bone marrow failure, Telomere-related, 1, MONDO:0013878
TERT	{Leukemia, acute myeloid}, OMIM:601626
TERT	{Melanoma, cutaneous malignant, 9}, OMIM:615134
NAGLU	?Charcot-Marie-Tooth disease, axonal, type 2V, 616491
NAGLU	Late-onset painful sensory neuropathy, AD
NAGLU	MPS IIIB, Sanfilippo B disease (Mucopolysaccharidoses)
NAGLU	MUCOPOLYSACCHARIDOSIS TYPE 3B
NAGLU	MUCOPOLYSACCHARIDOSIS TYPE 3B (MPS3B)
NAGLU	MUCOPOLYSACCHARIDOSIS TYPE 3B 252920
NAGLU	Mucopolysaccharidosis Type III
NAGLU	Mucopolysaccharidosis Type IIIB
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B)
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B) 252920
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920
NAGLU	Mucopolysaccharidosis type IIIB (Sanfilippo B), AR, 252920
NAGLU	Mucopolysaccharidosis, Type III
NAGLU	Sensory neuropathy turning into a mild sensory ataxia (AD). Also Sanfilippo syndrome B (AR) (OMIM #252920)
RYR1	CCD
RYR1	CENTRAL CORE DISEASE OF MUSCLE
RYR1	Central core disease
RYR1	Central core disease, 117000
RYR1	Central core disease, MIM# 117000
RYR1	Central core disease, OMIM:117000
RYR1	Gene2Phenotype confirmed gene with ID HPO
RYR1	King-Denborough syndrome, OMIM:619542
RYR1	MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA
RYR1	MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA 255320
RYR1	Minicore myopathy with external ophthalmoplegia
RYR1	Minicore myopathy with external ophthalmoplegia, 255320
RYR1	Minicore myopathy with external ophthalmoplegia, OMIM:255320
RYR1	Multiple pterygium syndrome
RYR1	Neuromuscular disease, congenital, with uniform type 1 fiber
RYR1	Neuromuscular disease, congenital, with uniform type 1 fiber, 117000
RYR1	Neuromuscular disease, congenital, with uniform type 1 fiber, 117000  King-Denborough syndrome, 145600
RYR1	Neuromuscular disease, congenital, with uniform type 1 fiber, OMIM:117000
RYR1	RYR1-related congenital myopathy
RYR1	Rhabdomyolysis and metabolic muscle disorders
RYR1	congenital muscular dystrophies
RYR1	congenital myopathy
RYR1	malignant hyperthermia
RYR1	{Malignant hyperthermia susceptibility 1}, 145600
TCTN1	Ciliopathy genes associated with cystic kidney disease
TCTN1	Eye Disorders
TCTN1	JOUBERT SYNDROME AND RELATED DISORDERS
TCTN1	JOUBERT SYNDROME AND RELATED DISORDERS 194263
TCTN1	Joubert syndrome
TCTN1	Joubert syndrome 13 614173
TCTN1	Joubert syndrome 13,  614173
TCTN1	intellectual disability
DSTYK	Autosomal Recessive Complicated Spastic Paraparesis SPG23
DSTYK	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT, CAKUT1
DSTYK	CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT, CAKUT1 610805
DSTYK	Childhood onset spastic paraplegia, prominent skin pigment abnormalities (vitiligo, hyperpigmentation, diffuse lentigines), premature greying of hair, sensory predominant axonal neuropathy (mild).
DSTYK	Congenital anomalies of kidney and urinary tract 1, OMIM:610805
DSTYK	Renal hypodysplasia
DSTYK	Spastic paraplegia 23, 270750
DSTYK	Spastic paraplegia 23, 270750, AR
DSTYK	ongenital anomalies of kidney and urinary tract 1, 610805, AD
DSTYK	to}, 610805
DSTYK	ureteropelvic junction obstruction
DSTYK	vesicoureteric reflux
DSTYK	{Congenital anomalies of kidney and urinary tract, susceptibility
DSTYK	{Congenital anomalies of kidney and urinary tract, susceptibility to}	610805
DSTYK	{Congenital anomalies of kidney and urinary tract, susceptibility to}, 610805
GJA1	AUTOSOMAL DOMINANT OCULODENTODIGITAL DYSPLASIA
GJA1	AUTOSOMAL DOMINANT OCULODENTODIGITAL DYSPLASIA, OMIM:164200
GJA1	AUTOSOMAL RECESSIVE OCULODENTODIGITAL DYSPLASIA
GJA1	AUTOSOMAL RECESSIVE OCULODENTODIGITAL DYSPLASIA, OMIM:257850
GJA1	Atrioventricular septal defect 3, OMIM:600309
GJA1	Craniometaphyseal dysplasia, autosomal recessive, OMIM:218400
GJA1	Gene2Phenotype confirmed gene with ID HPO
GJA1	HALLERMANN-STREIFF SYNDROME
GJA1	HALLERMANN-STREIFF SYNDROME, OMIM:234100
GJA1	HYPOPLASTIC LEFT HEART SYNDROME
GJA1	HYPOPLASTIC LEFT HEART SYNDROME, OMIM:241550
GJA1	Hypoplastic left heart syndrome 1, OMIM:241550
GJA1	Oculodentodigital dysplasia, OMIM:164200
GJA1	Oculodentodigital dysplasia, autosomal recessive, OMIM:257850
GJA1	SYNDACTYLY TYPE 3, OMIM:186100
GJA1	Spastic paraplegia
GJA1	Syndactyly, type III, OMIM:186100
SHH	HOLOPROSENCEPHALY 3
SHH	HOLOPROSENCEPHALY TYPE 3
SHH	HOLOPROSENCEPHALY TYPE 3 236100
SHH	HPE3
SHH	Holoprosencephaly
SHH	Holoprosencephaly 3, 142945
SHH	Holoprosencephaly-3
SHH	Holoprosencephaly-3, 142945Single median maxillary central incisor, 147250Microphthalmia with coloboma 5, 611638Schizencephaly, 269160
SHH	MICROPHTHALMIA ISOLATED WITH COLOBOMA TYPE 5
SHH	MICROPHTHALMIA ISOLATED WITH COLOBOMA TYPE 5 611638
SHH	Polydactyly
SHH	Preaxial polydactyly
SHH	Preaxial polydactyly type 1 (PPD1)
SHH	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR
SHH	SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR 147250
SHH	TRIPHALANGEAL THUMB-POLYSYNDACTYLY SYNDROME
SHH	TRIPHALANGEAL THUMB-POLYSYNDACTYLY SYNDROME (TPTPS)
SHH	TRIPHALANGEAL THUMB-POLYSYNDACTYLY SYNDROME 174500
SHH	holoprosencephaly
SHH	preaxial polydactyly
WT1	Acute myeloid leukaemia (AML)
WT1	DENYS-DRASH SYNDROME
WT1	DENYS-DRASH SYNDROME 194080
WT1	Denys-Drash Syndrome
WT1	Denys-Drash syndrome #194080
WT1	Denys-Drash syndrome, 194080
WT1	Eye Disorders
WT1	FRASIER SYNDROME FRASIER SYNDROME FRASIER SYNDROME
WT1	FRASIER SYNDROME FRASIER SYNDROME FRASIER SYNDROME 136680
WT1	Familial Wilms tumor
WT1	Frasier syndrome #136680
WT1	Frasier syndrome, 136680
WT1	Meacham syndrome, 608978
WT1	Mesothelioma, somatic, 156240
WT1	Nephrotic syndrome, type 4 256370
WT1	Nephrotic syndrome, type 4, 256370
WT1	Wagner Syndrome
WT1	Wilms Tumor
WT1	Wilms Tumor 1
WT1	Wilms tumor, type 1 #194070
WT1	Wilms tumor, type 1, 194070
WT1	Wilms tumour
CLCN2	Leukoencephalopathy with ataxia, OMIM:615651
CLCN2	{Epilepsy, idiopathic generalized, susceptibility to, 11}, OMIM:607628
CLCN2	{Epilepsy, juvenile absence, susceptibility to, 2}, OMIM:607628
CLCN2	{Epilepsy, juvenile myoclonic, susceptibility to, 8}, OMIM:607628
COL2A1	ACHONDROGENESIS TYPE 2
COL2A1	ACHONDROGENESIS TYPE 2 200610
COL2A1	ARTHROOPHTHALMOPATHY, HEREDITARY PROGRESSIVE, AOM
COL2A1	Achondrogenesis, type II or hypochondrogenesis 200610
COL2A1	Achondrogenesis, type II or hypochondrogenesis, 200610
COL2A1	Achondrogenesis, type II or hypochondrogenesis, MIM#200610
COL2A1	Avascular necrosis of the femoral head 608805
COL2A1	Avascular necrosis of the femoral head, 608805
COL2A1	Cleft palate
COL2A1	Confirmed DD gene for Stickler syndrome type I non-syndromic ocular
COL2A1	Czech dysplasia 609162
COL2A1	Czech dysplasia, 609162
COL2A1	Epiphyseal dysplasia, multiple, with myopia and deafness 132450
COL2A1	Epiphyseal dysplasia, multiple, with myopia and deafness, 132450
COL2A1	Epiphyseal dysplasia, multiple, with myopia and deafness, OMIM:132450
COL2A1	Eye Disorders
COL2A1	KNIEST DYSPLASIA
COL2A1	KNIEST DYSPLASIA 156550
COL2A1	Kniest dysplasia 156550
COL2A1	Kniest dysplasia, 156550
COL2A1	Kniest dysplasia, OMIM:156550
COL2A1	Legg-Calve-Perthes disease 150600
COL2A1	Legg-Calve-Perthes disease, 150600
COL2A1	Orofacial Clefting with skeletal features
COL2A1	Osteoarthritis with mild chondrodysplasia 604864
COL2A1	Osteoarthritis with mild chondrodysplasia, 604864
COL2A1	Otospondylomegaepiphyseal dysplasia 215150
COL2A1	Otospondylomegaepiphyseal dysplasia, 215150
COL2A1	PLATYSPONDYLIC LETHAL SKELETAL DYSPLASIA TORRANCE TYPE
COL2A1	PLATYSPONDYLIC LETHAL SKELETAL DYSPLASIA TORRANCE TYPE 151210
COL2A1	PRIMARY AVASCULAR NECROSIS OF FEMORAL HEAD 608805
COL2A1	Platyspondylic skeletal dysplasia, Torrance type 151210
COL2A1	Platyspondylic skeletal dysplasia, Torrance type, 151210
COL2A1	RHEGMATOGENOUS RETINAL DETACHMENT AUTOSOMAL DOMINANT
COL2A1	RHEGMATOGENOUS RETINAL DETACHMENT AUTOSOMAL DOMINANT 609508
COL2A1	SED congenita 183900
COL2A1	SED congenita, 183900
COL2A1	SED congenita, OMIM:183900
COL2A1	SED, Namaqualand type
COL2A1	SMED Strudwick type 184250
COL2A1	SMED Strudwick type, 184250
COL2A1	SPONDYLOEPIMETAPHYSEAL DYSPLASIA STRUDWICK TYPE
COL2A1	SPONDYLOEPIMETAPHYSEAL DYSPLASIA STRUDWICK TYPE 184250
COL2A1	SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA
COL2A1	SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA 183900
COL2A1	SPONDYLOPERIPHERAL DYSPLASIA
COL2A1	SPONDYLOPERIPHERAL DYSPLASIA 271700
COL2A1	STICKLER SYNDROME TYPE 1 NON-SYNDROMIC OCULAR
COL2A1	STICKLER SYNDROME TYPE 1 NON-SYNDROMIC OCULAR 609508
COL2A1	STICKLER SYNDROME, MEMBRANOUS VITREOUS TYPE
COL2A1	STICKLER SYNDROME, TYPE I
COL2A1	STICKLER SYNDROME, TYPE I (STL1), 108300
COL2A1	STICKLER SYNDROME, VITREOUS TYPE 1
COL2A1	STL1
COL2A1	Spondyloepiphyseal dysplasia, Stanescu type 616583
COL2A1	Spondyloperipheral dysplasia 271700
COL2A1	Spondyloperipheral dysplasia, 271700
COL2A1	Stickler Syndrome
COL2A1	Stickler sydrome, type I, non syndromic ocular
COL2A1	Stickler sydrome, type I, nonsyndromic ocular 609508
COL2A1	Stickler sydrome, type I, nonsyndromic ocular, 609508
COL2A1	Stickler syndrome
COL2A1	Stickler syndrome (cleft palate,micrognathia,vireo-retinal anomalies, severe myopia, joint problems, hearing loss)
COL2A1	Stickler syndrome, type I 108300
COL2A1	Stickler syndrome, type I, 108300
COL2A1	Stickler syndrome, type I, OMIM:108300
COL2A1	Stickler syndrome, type I, nonsyndromic ocular, OMIM:609508
COL2A1	Vitreoretinopathy with phalangeal epiphyseal dysplasia
COL2A1	Vitreoretinopathy with phalangeal epiphyseal dysplasia, OMIM:619248
DST	?Neuropathy, hereditary sensory and autonomic, type VI
DST	Arthrogryposis multiplex congenita, MONDO:0015168
DST	Epidermolysis bullosa simplex, autosomal recessive 2, OMIM:615425
DST	Hereditary Sensory and Autonomic Neuropathy, Type VI
DST	Neuropathy, hereditary sensory and autonomic, type VI, 614653Epidermolysis bullosa simplex, sutosomal recessive 2, 615425
DST	arthrogryposis, MONDO:0859248
DST	cardiomyopathy, MONDO:0004994
DST	congenital myopathy, MONDO:0019952
ERCC4	Bone marrow failure
ERCC4	FANCONI ANEMIA, COMPLEMENTATION GROUP Q
ERCC4	FANCONI ANEMIA, COMPLEMENTATION GROUP Q 615272
ERCC4	Fanconi Anemia Type Q
ERCC4	Fanconi anemia, complementation group Q, 615272
ERCC4	Normal to low NK, CNS, skeletal, skin, cardiac, GI, urogenital anomalies, increased chromosomal breakage
ERCC4	PRIMORDIAL DWARFISM
ERCC4	PRIMORDIAL DWARFISM 615272
ERCC4	Radial Ray abnormality
ERCC4	XERODERMA PIGMENTOSUM, GROUP F
ERCC4	XERODERMA PIGMENTOSUM, GROUP F 278760
ERCC4	XFE PROGEROID SYNDROME
ERCC4	XFE PROGEROID SYNDROME 610965
ERCC4	XFE progeroid syndrome, 610965
ERCC4	XFE progeroid syndrome, OMIM: 610965
ERCC4	XFE progeroid syndrome, OMIM:610965
ERCC4	Xeroderma pigmentosum, group F	278760
ERCC4	Xeroderma pigmentosum, group F, 278760
ERCC4	Xeroderma pigmentosum, type F/Cockayne syndrome, 278760
ERCC4	Xeroderma pigmentosum, type F/Cockayne syndrome, OMIM:278760
FREM1	Bifid nose with or without anorectal and renal anomalies  608980
FREM1	Bifid nose with or without anorectal and renal anomalies, 608980
FREM1	Bifid nose with or without anorectal and renal anomalies, OMIM:608980
FREM1	Eye Disorders
FREM1	MANITOBA OCULOTRICHOANAL SYNDROME
FREM1	MANITOBA OCULOTRICHOANAL SYNDROME 248450
FREM1	Manitoba oculotrichoanal syndrome  248450
FREM1	Trigonocephaly 2  614485
KCNC3	Hereditary Neuropathies
KCNC3	MONDO:0011529
KCNC3	SPINOCEREBELLAR ATAXIA TYPE 13 605259
KCNC3	Spinocerebellar ataxia 13
KCNC3	Spinocerebellar ataxia 13, 605259
KCNC3	Spinocerebellar ataxia 13, OMIM:605259
LZTFL1	Bardet-Biedl syndrome 17
LZTFL1	Bardet-Biedl syndrome 17 615994
LZTFL1	Bardet-Biedl syndrome 17, 615994
LZTFL1	Bardet-Biedl syndrome 17, MIM#615994
LZTFL1	Eye Disorders
LZTFL1	Polydactyly
MT-ND6	LEBER OPTIC ATROPHY
MT-ND6	LEBER OPTIC ATROPHY AND DYSTONIA
MT-ND6	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
MT-ND6	Leber Optic Atrophy And Dystonia
MT-ND6	MELAS SYNDROME
MT-ND6	Nystagmus
MT-ND6	STRIATAL NECROSIS, BILATERAL, WITH DYSTONIA
MT-TK	MERRF SYNDROME
MT-TK	MERRF syndrome 545000
MT-TK	MERRF syndrome, MONDO:0010790
MT-TK	MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOMYOPATHY SYNDROME
MT-TK	Sensorineural hearing impairment, HP:0000407
MT-TK	inborn mitochondrial myopathy, MONDO:0009637
MYH9	Deafness, autosomal dominant 17
MYH9	Deafness, autosomal dominant 17, 603622
MYH9	Epstein syndrome
MYH9	Epstein syndrome #153650
MYH9	Epstein syndrome 153650
MYH9	Epstein syndrome, 153650
MYH9	Fechtner syndrome
MYH9	Fechtner syndrome #153640
MYH9	Fechtner syndrome 153640
MYH9	Fechtner syndrome, 153640
MYH9	MYH9-related macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss, OMIM:155100
MYH9	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss
MYH9	Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss OMIM:155100
MYH9	Macrothrombocytopenia and progressive
MYH9	Macrothrombocytopenia and progressive sensorineural deafness, 600208
MYH9	May-Hegglin anomaly, 155100
MYH9	May-Hegglin anomaly, 155100Fechtner syndrome, 153640Sebastian syndrome, 605249Deafness, autosomal dominant 17, 603622Epstein syndrome, 153650Macrothrombocytopenia and progressive sensorineural deafness, 600208
MYH9	Nonsyndromic Hearing Loss, Dominant
MYH9	Sebastian syndrome, 605249
MYH9	sensorineural deafness, 600208
NKX2-5	ATRIAL SEPTAL DEFECT WITH ATRIOVENTRICULAR CONDUCTION DEFECTS
NKX2-5	ATRIAL SEPTAL DEFECT WITH ATRIOVENTRICULAR CONDUCTION DEFECTS 108900
NKX2-5	AV valve formation defects
NKX2-5	Atrial septal defect 7, with or without AV conduction defects OMIM:108900
NKX2-5	Atrial septal defect 7, with or without AV conduction defects, 108900
NKX2-5	Atrialseptaldefect7,withorwithoutAVconductiondefects,108900
NKX2-5	Atrioventricular (AV) conduction block
NKX2-5	CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 5
NKX2-5	CONGENITAL HYPOTHYROIDISM NON-GOITROUS TYPE 5 225250
NKX2-5	CONOTRUNCAL HEART MALFORMATIONS
NKX2-5	CTHM
NKX2-5	Ciliopathies
NKX2-5	Conotruncal heart malformations, variable, 217095
NKX2-5	Hypoplastic left heart syndrome 2
NKX2-5	Hypoplastic left heart syndrome 2, 614435
NKX2-5	Hypothyroidism, congenital nongoitrous, 5, 225250
