disease_id	gene_symbol	gene_weight	evidence_source
Orpha_363710	DAB1	1	Orphapacket_gene_mapping
Orpha_363710	SCA37	1	Orphapacket_gene_mapping
Orpha_363717	GFAP	1	Orphapacket_gene_mapping
Orpha_363722	GFAP	1	Orphapacket_gene_mapping
Orpha_36386	ATL1	1	Orphapacket_gene_mapping
Orpha_36386	SPTLC1	1	Orphapacket_gene_mapping
Orpha_36386	SPTLC2	1	Orphapacket_gene_mapping
Orpha_36386	ATL3	1	Orphapacket_gene_mapping
Orpha_36387	HCN1	1	Orphapacket_gene_mapping
Orpha_36387	FGF13	1	Orphapacket_gene_mapping
Orpha_36387	SCN1A	1	Orphapacket_gene_mapping
Orpha_36387	SCN1B	1	Orphapacket_gene_mapping
Orpha_36387	GABRG2	1	Orphapacket_gene_mapping
Orpha_36387	STX1B	1	Orphapacket_gene_mapping
Orpha_36387	CPA6	1	Orphapacket_gene_mapping
Orpha_36387	PRRT2	1	Orphapacket_gene_mapping
Orpha_363958	KANSL1	0.2	Orphapacket_gene_mapping
Orpha_363965	KANSL1	1	Orphapacket_gene_mapping
Orpha_364028	GRIA3	1	Orphapacket_gene_mapping
Orpha_364055	RPE65	1	Orphapacket_gene_mapping
Orpha_364055	LCA5	1	Orphapacket_gene_mapping
Orpha_364055	LRAT	1	Orphapacket_gene_mapping
Orpha_364055	SPATA7	1	Orphapacket_gene_mapping
Orpha_36412	DNASE1L3	1	Orphapacket_gene_mapping
Orpha_36426	HLA-B	0.6	Orphapacket_gene_mapping
Orpha_36426	IKZF1	0.6	Orphapacket_gene_mapping
Orpha_366	AGL	1	Orphapacket_gene_mapping
Orpha_368	PYGM	1	Orphapacket_gene_mapping
Orpha_36899	SGCE	1	Orphapacket_gene_mapping
Orpha_36899	DYT15	0.2	Orphapacket_gene_mapping
Orpha_36899	KCTD17	1	Orphapacket_gene_mapping
Orpha_369	PYGL	1	Orphapacket_gene_mapping
Orpha_369837	PIGT	1	Orphapacket_gene_mapping
Orpha_369840	TRAPPC11	1	Orphapacket_gene_mapping
Orpha_369847	TRAPPC11	1	Orphapacket_gene_mapping
Orpha_369873	SIM1	1	Orphapacket_gene_mapping
Orpha_369891	MED13L	1	Orphapacket_gene_mapping
Orpha_369929	CACNA1D	1	Orphapacket_gene_mapping
Orpha_369939	BCAP31	1	Orphapacket_gene_mapping
Orpha_369942	ABCD1	0.2	Orphapacket_gene_mapping
Orpha_369942	BCAP31	0.2	Orphapacket_gene_mapping
Orpha_37	SLC39A4	1	Orphapacket_gene_mapping
Orpha_370022	LAMA1	1	Orphapacket_gene_mapping
Orpha_370097	SLC24A5	1	Orphapacket_gene_mapping
Orpha_370103	DYT17	1	Orphapacket_gene_mapping
Orpha_370348	FLI1	0.2	Orphapacket_gene_mapping
Orpha_37042	FOXP3	1	Orphapacket_gene_mapping
Orpha_370921	STT3A	1	Orphapacket_gene_mapping
Orpha_370924	STT3B	1	Orphapacket_gene_mapping
Orpha_370927	SSR4	1	Orphapacket_gene_mapping
Orpha_370930	XYLT1	1	Orphapacket_gene_mapping
Orpha_370943	SLC35A3	1	Orphapacket_gene_mapping
Orpha_370959	POMGNT1	1	Orphapacket_gene_mapping
Orpha_370959	POMT1	1	Orphapacket_gene_mapping
Orpha_370959	POMT2	1	Orphapacket_gene_mapping
Orpha_370959	FKRP	1	Orphapacket_gene_mapping
Orpha_370959	POMK	1	Orphapacket_gene_mapping
Orpha_370959	GMPPB	1	Orphapacket_gene_mapping
Orpha_370968	POMT1	1	Orphapacket_gene_mapping
Orpha_370968	POMT2	1	Orphapacket_gene_mapping
Orpha_370968	FKRP	1	Orphapacket_gene_mapping
Orpha_370968	LARGE1	1	Orphapacket_gene_mapping
Orpha_370968	GMPPB	1	Orphapacket_gene_mapping
Orpha_370980	POMT1	1	Orphapacket_gene_mapping
Orpha_370980	FKTN	1	Orphapacket_gene_mapping
Orpha_370980	FKRP	1	Orphapacket_gene_mapping
Orpha_370980	CRPPA	1	Orphapacket_gene_mapping
Orpha_370997	DAG1	1	Orphapacket_gene_mapping
Orpha_371	PFKM	1	Orphapacket_gene_mapping
Orpha_371428	MMP2	1	Orphapacket_gene_mapping
Orpha_371428	MMP14	1	Orphapacket_gene_mapping
Orpha_373	GPC3	1	Orphapacket_gene_mapping
Orpha_37553	KCNJ2	1	Orphapacket_gene_mapping
Orpha_37553	KCNJ5	1	Orphapacket_gene_mapping
Orpha_376	PIEZO2	1	Orphapacket_gene_mapping
Orpha_37612	KCNA1	1	Orphapacket_gene_mapping
Orpha_377	PTCH1	1	Orphapacket_gene_mapping
Orpha_377	SUFU	1	Orphapacket_gene_mapping
Orpha_377	PTCH2	1	Orphapacket_gene_mapping
Orpha_379	CYBB	1	Orphapacket_gene_mapping
Orpha_379	NCF1	1	Orphapacket_gene_mapping
Orpha_379	NCF2	1	Orphapacket_gene_mapping
Orpha_379	CYBA	1	Orphapacket_gene_mapping
Orpha_379	NCF4	1	Orphapacket_gene_mapping
Orpha_379	CYBC1	1	Orphapacket_gene_mapping
Orpha_38	CCDC91	1	Orphapacket_gene_mapping
Orpha_380	GLI3	1	Orphapacket_gene_mapping
Orpha_382	GAMT	1	Orphapacket_gene_mapping
Orpha_384	SMARCAD1	1	Orphapacket_gene_mapping
Orpha_388	ATP7A	1	Orphapacket_gene_mapping
Orpha_388	ABCD1	1	Orphapacket_gene_mapping
Orpha_388	ERBB2	1	Orphapacket_gene_mapping
Orpha_388	ERBB3	1	Orphapacket_gene_mapping
Orpha_388	SMO	1	Orphapacket_gene_mapping
Orpha_388	RET	1	Orphapacket_gene_mapping
Orpha_388	ECE1	0.6	Orphapacket_gene_mapping
Orpha_388	EDN3	0.6	Orphapacket_gene_mapping
Orpha_388	EDNRB	0.6	Orphapacket_gene_mapping
Orpha_388	GDNF	0.6	Orphapacket_gene_mapping
Orpha_388	NRTN	0.6	Orphapacket_gene_mapping
Orpha_388	SEMA3C	0.6	Orphapacket_gene_mapping
Orpha_388	SEMA3D	0.6	Orphapacket_gene_mapping
Orpha_388	SREBF1	1	Orphapacket_gene_mapping
Orpha_389	MAP2K1	1	Orphapacket_gene_mapping
Orpha_389	NRAS	1	Orphapacket_gene_mapping
Orpha_389	BRAF	1	Orphapacket_gene_mapping
Orpha_39041	ADA	1	Orphapacket_gene_mapping
Orpha_39041	RAG1	1	Orphapacket_gene_mapping
Orpha_39041	RAG2	1	Orphapacket_gene_mapping
Orpha_39041	CHD7	1	Orphapacket_gene_mapping
Orpha_39041	DCLRE1C	1	Orphapacket_gene_mapping
Orpha_39041	IL2RG	1	Orphapacket_gene_mapping
Orpha_39041	LIG4	1	Orphapacket_gene_mapping
Orpha_39041	RMRP	1	Orphapacket_gene_mapping
Orpha_39041	IL7R	1	Orphapacket_gene_mapping
Orpha_39041	PSMB10	1	Orphapacket_gene_mapping
Orpha_39044	CYSLTR2	1	Orphapacket_gene_mapping
Orpha_39044	BAP1	1	Orphapacket_gene_mapping
Orpha_39044	GNAQ	1	Orphapacket_gene_mapping
Orpha_39044	GNA11	1	Orphapacket_gene_mapping
Orpha_391307	TTI2	1	Orphapacket_gene_mapping
Orpha_391372	FOXP1	1	Orphapacket_gene_mapping
Orpha_391408	PPP1R15B	1	Orphapacket_gene_mapping
Orpha_391408	TRMT10A	1	Orphapacket_gene_mapping
Orpha_391411	PODXL	1	Orphapacket_gene_mapping
Orpha_391411	DNAJC6	1	Orphapacket_gene_mapping
Orpha_391411	SYNJ1	1	Orphapacket_gene_mapping
Orpha_391428	HSD17B10	1	Orphapacket_gene_mapping
Orpha_391457	HSD17B10	1	Orphapacket_gene_mapping
Orpha_391474	ALX3	1	Orphapacket_gene_mapping
Orpha_391487	STAT1	1	Orphapacket_gene_mapping
Orpha_391641	MYCN	1	Orphapacket_gene_mapping
Orpha_391646	MIR17HG	1	Orphapacket_gene_mapping
Orpha_391665	APOB	1	Orphapacket_gene_mapping
Orpha_391665	LDLRAP1	1	Orphapacket_gene_mapping
Orpha_391665	PCSK9	1	Orphapacket_gene_mapping
Orpha_391665	LDLR	1	Orphapacket_gene_mapping
Orpha_392	TBX5	1	Orphapacket_gene_mapping
Orpha_393	SOX9	1	Orphapacket_gene_mapping
Orpha_393	SRY	1	Orphapacket_gene_mapping
Orpha_393	SOX3	1	Orphapacket_gene_mapping
Orpha_393	NR0B1	0.2	Orphapacket_gene_mapping
Orpha_393	NR5A1	1	Orphapacket_gene_mapping
Orpha_394	CBS	1	Orphapacket_gene_mapping
Orpha_395	MTHFR	1	Orphapacket_gene_mapping
Orpha_397	PTPN22	0.6	Orphapacket_gene_mapping
Orpha_397	HLA-DRB1	0.6	Orphapacket_gene_mapping
Orpha_397	HLA-B	0.6	Orphapacket_gene_mapping
Orpha_397	P4HA2	0.6	Orphapacket_gene_mapping
Orpha_397590	IGF2	1	Orphapacket_gene_mapping
Orpha_397590	CDKN1C	1	Orphapacket_gene_mapping
Orpha_397590	HMGA2	1	Orphapacket_gene_mapping
Orpha_397590	PLAG1	1	Orphapacket_gene_mapping
Orpha_397612	KPTN	1	Orphapacket_gene_mapping
Orpha_397685	PRLR	1	Orphapacket_gene_mapping
Orpha_397709	SNX14	1	Orphapacket_gene_mapping
Orpha_397715	CSPP1	1	Orphapacket_gene_mapping
Orpha_397715	KIAA0586	1	Orphapacket_gene_mapping
Orpha_397725	COASY	1	Orphapacket_gene_mapping
Orpha_397744	MYH14	1	Orphapacket_gene_mapping
Orpha_397933	IQSEC2	1	Orphapacket_gene_mapping
Orpha_397941	MAN1B1	1	Orphapacket_gene_mapping
Orpha_397946	KIF1C	1	Orphapacket_gene_mapping
Orpha_397951	TAF2	1	Orphapacket_gene_mapping
Orpha_398069	MAGEL2	1	Orphapacket_gene_mapping
Orpha_398079	SIM1	1	Orphapacket_gene_mapping
Orpha_398189	CYP26C1	1	Orphapacket_gene_mapping
Orpha_399	HTT	1	Orphapacket_gene_mapping
Orpha_399	SLC2A3	0.4	Orphapacket_gene_mapping
Orpha_399058	CRYAB	1	Orphapacket_gene_mapping
Orpha_399081	KLHL9	1	Orphapacket_gene_mapping
Orpha_399086	HNRNPA1	1	Orphapacket_gene_mapping
Orpha_399096	ANO5	1	Orphapacket_gene_mapping
Orpha_399103	NEB	1	Orphapacket_gene_mapping
Orpha_399805	SPAG17	1	Orphapacket_gene_mapping
Orpha_399805	TEX14	1	Orphapacket_gene_mapping
Orpha_399805	TDRD9	1	Orphapacket_gene_mapping
Orpha_399805	NANOS1	1	Orphapacket_gene_mapping
Orpha_399805	FANCM	1	Orphapacket_gene_mapping
Orpha_399805	TEX15	1	Orphapacket_gene_mapping
Orpha_399805	CT55	1	Orphapacket_gene_mapping
Orpha_399805	RPL10L	1	Orphapacket_gene_mapping
Orpha_399805	GCNA	1	Orphapacket_gene_mapping
Orpha_399805	CATIP	1	Orphapacket_gene_mapping
Orpha_399805	RNF212	1	Orphapacket_gene_mapping
Orpha_399805	TERB1	1	Orphapacket_gene_mapping
Orpha_399805	TERB2	1	Orphapacket_gene_mapping
Orpha_399805	MOV10L1	1	Orphapacket_gene_mapping
Orpha_399805	FBXO43	1	Orphapacket_gene_mapping
Orpha_399805	SHOC1	1	Orphapacket_gene_mapping
Orpha_399805	PNLDC1	1	Orphapacket_gene_mapping
Orpha_399805	DNAH10	1	Orphapacket_gene_mapping
Orpha_399805	STAG3	1	Orphapacket_gene_mapping
Orpha_399805	CFTR	0.6	Orphapacket_gene_mapping
Orpha_399805	NR5A1	1	Orphapacket_gene_mapping
Orpha_399805	TAF4B	1	Orphapacket_gene_mapping
Orpha_399805	ZMYND15	1	Orphapacket_gene_mapping
Orpha_399805	TEX11	1	Orphapacket_gene_mapping
Orpha_399805	SOHLH1	0.6	Orphapacket_gene_mapping
Orpha_399805	XRCC2	1	Orphapacket_gene_mapping
Orpha_399805	SYCE1	1	Orphapacket_gene_mapping
Orpha_399805	MEIOB	1	Orphapacket_gene_mapping
Orpha_399805	C14ORF39	1	Orphapacket_gene_mapping
Orpha_399805	KLHL10	1	Orphapacket_gene_mapping
Orpha_399805	CCDC34	1	Orphapacket_gene_mapping
Orpha_399805	PDHA2	1	Orphapacket_gene_mapping
Orpha_399805	DNHD1	1	Orphapacket_gene_mapping
Orpha_399805	MSH5	1	Orphapacket_gene_mapping
Orpha_40	NPR2	1	Orphapacket_gene_mapping
Orpha_401768	MICU1	1	Orphapacket_gene_mapping
Orpha_401777	NR2F1	1	Orphapacket_gene_mapping
Orpha_401780	ARL6IP1	1	Orphapacket_gene_mapping
Orpha_401785	ERLIN1	1	Orphapacket_gene_mapping
Orpha_401795	USP8	1	Orphapacket_gene_mapping
Orpha_401800	WDR48	1	Orphapacket_gene_mapping
Orpha_401805	AMPD2	1	Orphapacket_gene_mapping
Orpha_401810	ENTPD1	1	Orphapacket_gene_mapping
Orpha_401815	ARSI	1	Orphapacket_gene_mapping
Orpha_401820	PGAP1	1	Orphapacket_gene_mapping
Orpha_401830	RAB3GAP2	1	Orphapacket_gene_mapping
Orpha_401835	MARS1	1	Orphapacket_gene_mapping
Orpha_401840	ZFR	1	Orphapacket_gene_mapping
Orpha_401849	REEP2	1	Orphapacket_gene_mapping
Orpha_401866	GLRX5	1	Orphapacket_gene_mapping
Orpha_401901	C9ORF72	1	Orphapacket_gene_mapping
Orpha_401911	AXIN2	1	Orphapacket_gene_mapping
Orpha_401945	GUCY1A1	1	Orphapacket_gene_mapping
Orpha_401973	EBP	1	Orphapacket_gene_mapping
Orpha_401986	NFIA	0.2	Orphapacket_gene_mapping
Orpha_402075	NKX2-5	1	Orphapacket_gene_mapping
Orpha_402075	GATA5	1	Orphapacket_gene_mapping
Orpha_402075	NOTCH1	1	Orphapacket_gene_mapping
Orpha_402075	SMAD6	1	Orphapacket_gene_mapping
Orpha_403	CYP11B1	0.2	Orphapacket_gene_mapping
Orpha_403	CYP11B2	0.2	Orphapacket_gene_mapping
Orpha_404	CLCN2	1	Orphapacket_gene_mapping
Orpha_404443	DNMT3A	1	Orphapacket_gene_mapping
Orpha_404448	ADNP	1	Orphapacket_gene_mapping
Orpha_404451	FBLN1	1	Orphapacket_gene_mapping
Orpha_404454	NGLY1	1	Orphapacket_gene_mapping
Orpha_404473	CTNNB1	1	Orphapacket_gene_mapping
Orpha_404493	TDP2	1	Orphapacket_gene_mapping
Orpha_404499	RUBCN	1	Orphapacket_gene_mapping
Orpha_41	ADAR	1	Orphapacket_gene_mapping
Orpha_411493	CLP1	1	Orphapacket_gene_mapping
Orpha_411511	UBE3A	1	Orphapacket_gene_mapping
Orpha_411515	SNRPN	0.2	Orphapacket_gene_mapping
Orpha_411515	UBE3A	0.2	Orphapacket_gene_mapping
Orpha_411515	ATP10A	0.2	Orphapacket_gene_mapping
Orpha_411536	PRPS1	1	Orphapacket_gene_mapping
Orpha_411543	PRPS1	1	Orphapacket_gene_mapping
Orpha_411590	WFS1	1	Orphapacket_gene_mapping
Orpha_411602	SNCA	1	Orphapacket_gene_mapping
Orpha_411602	GBA1	0.6	Orphapacket_gene_mapping
Orpha_411602	LRRK2	1	Orphapacket_gene_mapping
Orpha_411602	VPS35	1	Orphapacket_gene_mapping
Orpha_411602	DNAJC13	1	Orphapacket_gene_mapping
Orpha_411629	CTNS	1	Orphapacket_gene_mapping
Orpha_411634	CTNS	1	Orphapacket_gene_mapping
Orpha_411641	CTNS	1	Orphapacket_gene_mapping
Orpha_411986	DOCK7	1	Orphapacket_gene_mapping
Orpha_412	APOE	0.6	Orphapacket_gene_mapping
Orpha_412057	STUB1	1	Orphapacket_gene_mapping
Orpha_412066	PRKAR1B	1	Orphapacket_gene_mapping
Orpha_412069	AHDC1	1	Orphapacket_gene_mapping
Orpha_414	OAT	1	Orphapacket_gene_mapping
Orpha_415	SLC25A15	1	Orphapacket_gene_mapping
Orpha_417	TRPV6	1	Orphapacket_gene_mapping
Orpha_417	CASR	1	Orphapacket_gene_mapping
Orpha_41751	CYP4V2	1	Orphapacket_gene_mapping
Orpha_419	PRODH	1	Orphapacket_gene_mapping
Orpha_42	ACADM	1	Orphapacket_gene_mapping
Orpha_420179	NFIX	1	Orphapacket_gene_mapping
Orpha_420485	ANO3	1	Orphapacket_gene_mapping
Orpha_420561	KCNH1	1	Orphapacket_gene_mapping
Orpha_42062	SLC36A2	1	Orphapacket_gene_mapping
Orpha_420741	RNF168	1	Orphapacket_gene_mapping
Orpha_423	CACNA1S	0.6	Orphapacket_gene_mapping
Orpha_423	RYR1	1	Orphapacket_gene_mapping
Orpha_423275	CCDC88C	1	Orphapacket_gene_mapping
Orpha_423296	ELOVL5	1	Orphapacket_gene_mapping
Orpha_423461	GNPTAB	1	Orphapacket_gene_mapping
Orpha_423479	PRPS1	1	Orphapacket_gene_mapping
Orpha_424	TSHR	1	Orphapacket_gene_mapping
Orpha_424107	RYR1	1	Orphapacket_gene_mapping
Orpha_425	APOA1	1	Orphapacket_gene_mapping
Orpha_425	ABCA1	1	Orphapacket_gene_mapping
Orpha_42665	MITF	1	Orphapacket_gene_mapping
Orpha_428	CASR	1	Orphapacket_gene_mapping
Orpha_428	GNA11	1	Orphapacket_gene_mapping
Orpha_429	FGFR3	1	Orphapacket_gene_mapping
Orpha_431329	TFG	1	Orphapacket_gene_mapping
Orpha_431361	NADK2	1	Orphapacket_gene_mapping
Orpha_432	NHLH2	1	Orphapacket_gene_mapping
Orpha_432	PROK2	1	Orphapacket_gene_mapping
Orpha_432	PROKR2	1	Orphapacket_gene_mapping
Orpha_432	CHD7	1	Orphapacket_gene_mapping
Orpha_432	FGFR1	1	Orphapacket_gene_mapping
Orpha_432	GNRHR	1	Orphapacket_gene_mapping
Orpha_432	KISS1R	1	Orphapacket_gene_mapping
Orpha_432	NSMF	1	Orphapacket_gene_mapping
Orpha_432	GNRH1	1	Orphapacket_gene_mapping
Orpha_432	FGF8	1	Orphapacket_gene_mapping
Orpha_432	TAC3	1	Orphapacket_gene_mapping
Orpha_432	TACR3	1	Orphapacket_gene_mapping
Orpha_432	WDR11	1	Orphapacket_gene_mapping
Orpha_432	HS6ST1	1	Orphapacket_gene_mapping
Orpha_432	KISS1	1	Orphapacket_gene_mapping
Orpha_432	FGF17	1	Orphapacket_gene_mapping
Orpha_432	DUSP6	1	Orphapacket_gene_mapping
Orpha_432	SPRY4	1	Orphapacket_gene_mapping
Orpha_434179	C2CD3	1	Orphapacket_gene_mapping
Orpha_435387	VCP	1	Orphapacket_gene_mapping
Orpha_435628	KCNJ6	1	Orphapacket_gene_mapping
Orpha_435638	SETD5	0.2	Orphapacket_gene_mapping
Orpha_435638	BRPF1	0.2	Orphapacket_gene_mapping
Orpha_435651	CIDEC	1	Orphapacket_gene_mapping
Orpha_435660	LIPE	1	Orphapacket_gene_mapping
Orpha_435804	ACAN	1	Orphapacket_gene_mapping
Orpha_435934	COG2	1	Orphapacket_gene_mapping
Orpha_435938	RPL10	1	Orphapacket_gene_mapping
Orpha_436141	P4HTM	1	Orphapacket_gene_mapping
Orpha_436144	CDKN1C	1	Orphapacket_gene_mapping
Orpha_436159	CTLA4	1	Orphapacket_gene_mapping
Orpha_436174	IARS2	1	Orphapacket_gene_mapping
Orpha_436182	NSMCE2	1	Orphapacket_gene_mapping
Orpha_436182	XRCC4	1	Orphapacket_gene_mapping
Orpha_436245	RDH11	1	Orphapacket_gene_mapping
Orpha_436252	TTC7A	1	Orphapacket_gene_mapping
Orpha_436252	PI4KA	1	Orphapacket_gene_mapping
Orpha_436271	COA8	1	Orphapacket_gene_mapping
Orpha_436274	GGCX	1	Orphapacket_gene_mapping
Orpha_438114	RARS1	1	Orphapacket_gene_mapping
Orpha_438134	PCNA	1	Orphapacket_gene_mapping
Orpha_438178	FAR1	1	Orphapacket_gene_mapping
Orpha_438216	PURA	1	Orphapacket_gene_mapping
Orpha_438274	GCGR	1	Orphapacket_gene_mapping
Orpha_439218	KCNQ2	1	Orphapacket_gene_mapping
Orpha_439822	PDE4D	1	Orphapacket_gene_mapping
Orpha_44	PEX2	1	Orphapacket_gene_mapping
Orpha_44	PEX1	1	Orphapacket_gene_mapping
Orpha_44	PEX10	1	Orphapacket_gene_mapping
Orpha_44	PEX12	1	Orphapacket_gene_mapping
Orpha_44	PEX13	1	Orphapacket_gene_mapping
Orpha_44	PEX14	1	Orphapacket_gene_mapping
Orpha_44	PEX16	1	Orphapacket_gene_mapping
Orpha_44	PEX19	1	Orphapacket_gene_mapping
Orpha_44	PEX26	1	Orphapacket_gene_mapping
Orpha_44	PEX3	1	Orphapacket_gene_mapping
Orpha_44	PEX5	1	Orphapacket_gene_mapping
Orpha_44	PEX6	1	Orphapacket_gene_mapping
Orpha_44	PEX11B	1	Orphapacket_gene_mapping
Orpha_440354	COL11A1	1	Orphapacket_gene_mapping
Orpha_440437	BMPR1A	1	Orphapacket_gene_mapping
Orpha_440437	NPAT	1	Orphapacket_gene_mapping
Orpha_440437	MUTYH	1	Orphapacket_gene_mapping
Orpha_440437	SEMA4A	1	Orphapacket_gene_mapping
Orpha_440437	RPS20	1	Orphapacket_gene_mapping
Orpha_440437	POLE	1	Orphapacket_gene_mapping
Orpha_440437	POLD1	1	Orphapacket_gene_mapping
Orpha_440437	BRCA2	1	Orphapacket_gene_mapping
Orpha_440437	ATM	1	Orphapacket_gene_mapping
Orpha_440437	CHEK2	1	Orphapacket_gene_mapping
Orpha_440713	SHPK	1	Orphapacket_gene_mapping
Orpha_442835	ACTL6B	1	Orphapacket_gene_mapping
Orpha_442835	GABRG2	1	Orphapacket_gene_mapping
Orpha_442835	GABRA2	1	Orphapacket_gene_mapping
Orpha_442835	FZR1	1	Orphapacket_gene_mapping
Orpha_442835	GABRA5	1	Orphapacket_gene_mapping
Orpha_442835	PACS2	1	Orphapacket_gene_mapping
Orpha_442835	YWHAG	1	Orphapacket_gene_mapping
Orpha_442835	UBA5	1	Orphapacket_gene_mapping
Orpha_442835	GRIN2D	1	Orphapacket_gene_mapping
Orpha_442835	DALRD3	1	Orphapacket_gene_mapping
Orpha_442835	TRAK1	1	Orphapacket_gene_mapping
Orpha_442835	SLC1A2	1	Orphapacket_gene_mapping
Orpha_442835	AP3B2	1	Orphapacket_gene_mapping
Orpha_442835	ATP6V1A	1	Orphapacket_gene_mapping
Orpha_442835	SCN3A	1	Orphapacket_gene_mapping
Orpha_442835	GABRB2	1	Orphapacket_gene_mapping
Orpha_442835	CLTC	1	Orphapacket_gene_mapping
Orpha_442835	NUS1	1	Orphapacket_gene_mapping
Orpha_442835	CYFIP2	1	Orphapacket_gene_mapping
Orpha_442835	FBXO28	1	Orphapacket_gene_mapping
Orpha_442835	NTRK2	1	Orphapacket_gene_mapping
Orpha_442835	KCNC2	1	Orphapacket_gene_mapping
Orpha_442835	SLC38A3	1	Orphapacket_gene_mapping
Orpha_442835	FGF12	1	Orphapacket_gene_mapping
Orpha_442835	SZT2	1	Orphapacket_gene_mapping
Orpha_442835	CELF2	1	Orphapacket_gene_mapping
Orpha_442835	DHDDS	1	Orphapacket_gene_mapping
Orpha_442835	PPP3CA	1	Orphapacket_gene_mapping
Orpha_442835	SYNJ1	1	Orphapacket_gene_mapping
Orpha_442835	FOXG1	1	Orphapacket_gene_mapping
Orpha_442835	SCN1A	1	Orphapacket_gene_mapping
Orpha_442835	WWOX	1	Orphapacket_gene_mapping
Orpha_442835	AARS1	1	Orphapacket_gene_mapping
Orpha_442835	SCN8A	1	Orphapacket_gene_mapping
Orpha_442835	NECAP1	1	Orphapacket_gene_mapping
Orpha_442835	HCN1	1	Orphapacket_gene_mapping
Orpha_442835	SLC13A5	1	Orphapacket_gene_mapping
Orpha_442835	KCNB1	1	Orphapacket_gene_mapping
Orpha_442835	DNM1	1	Orphapacket_gene_mapping
Orpha_442835	KCNA2	1	Orphapacket_gene_mapping
Orpha_442835	EEF1A2	1	Orphapacket_gene_mapping
Orpha_442835	CNKSR2	1	Orphapacket_gene_mapping
Orpha_442835	PARS2	1	Orphapacket_gene_mapping
Orpha_442835	ATP1A2	1	Orphapacket_gene_mapping
Orpha_442835	ATP1A3	1	Orphapacket_gene_mapping
Orpha_442835	GABBR2	1	Orphapacket_gene_mapping
Orpha_442835	CACNA1B	1	Orphapacket_gene_mapping
Orpha_442835	CDK19	1	Orphapacket_gene_mapping
Orpha_442835	CACNA1A	1	Orphapacket_gene_mapping
Orpha_442835	CACNA2D1	1	Orphapacket_gene_mapping
Orpha_443167	NUTM1	0.2	Orphapacket_gene_mapping
Orpha_443167	BRD4	0.2	Orphapacket_gene_mapping
Orpha_443811	PGM3	1	Orphapacket_gene_mapping
Orpha_444	EPS8L3	1	Orphapacket_gene_mapping
Orpha_444	HR	1	Orphapacket_gene_mapping
Orpha_444013	GTPBP3	1	Orphapacket_gene_mapping
Orpha_444072	BRF1	1	Orphapacket_gene_mapping
Orpha_444077	AFF4	1	Orphapacket_gene_mapping
Orpha_444099	CPT1C	1	Orphapacket_gene_mapping
Orpha_444463	TPP2	1	Orphapacket_gene_mapping
Orpha_445038	CLPB	1	Orphapacket_gene_mapping
Orpha_445062	DNAJC3	1	Orphapacket_gene_mapping
Orpha_447	PIGA	1	Orphapacket_gene_mapping
Orpha_447753	ALDH18A1	1	Orphapacket_gene_mapping
Orpha_447757	ALDH18A1	1	Orphapacket_gene_mapping
Orpha_447760	ALDH18A1	1	Orphapacket_gene_mapping
Orpha_447877	POLE	1	Orphapacket_gene_mapping
Orpha_447877	POLD1	1	Orphapacket_gene_mapping
Orpha_447896	POLR3A	1	Orphapacket_gene_mapping
Orpha_447980	NFIX	0.2	Orphapacket_gene_mapping
Orpha_447997	SLC1A4	1	Orphapacket_gene_mapping
Orpha_44890	PDGFRA	1	Orphapacket_gene_mapping
Orpha_44890	SDHA	1	Orphapacket_gene_mapping
Orpha_44890	KIT	1	Orphapacket_gene_mapping
Orpha_45	AMPD1	1	Orphapacket_gene_mapping
Orpha_45	AMPD3	1	Orphapacket_gene_mapping
Orpha_452	ARX	1	Orphapacket_gene_mapping
Orpha_453504	HNRNPK	1	Orphapacket_gene_mapping
Orpha_453510	CLTCL1	1	Orphapacket_gene_mapping
Orpha_453521	CWF19L1	1	Orphapacket_gene_mapping
Orpha_453533	DMXL2	1	Orphapacket_gene_mapping
Orpha_45358	COL25A1	1	Orphapacket_gene_mapping
Orpha_45358	TUBA1A	1	Orphapacket_gene_mapping
Orpha_45358	PHOX2A	1	Orphapacket_gene_mapping
Orpha_45358	KIF21A	1	Orphapacket_gene_mapping
Orpha_45358	TUBB3	1	Orphapacket_gene_mapping
Orpha_45358	TUBB2B	1	Orphapacket_gene_mapping
Orpha_45448	DYSF	1	Orphapacket_gene_mapping
Orpha_454840	NTHL1	1	Orphapacket_gene_mapping
Orpha_455	KRT2	1	Orphapacket_gene_mapping
Orpha_456312	PTRH2	1	Orphapacket_gene_mapping
Orpha_456328	MAMLD1	0.2	Orphapacket_gene_mapping
Orpha_456328	MTM1	0.2	Orphapacket_gene_mapping
Orpha_457	ABCA12	1	Orphapacket_gene_mapping
Orpha_457050	CHCHD10	1	Orphapacket_gene_mapping
Orpha_457193	KAT6A	1	Orphapacket_gene_mapping
Orpha_457212	SLC6A17	1	Orphapacket_gene_mapping
Orpha_457240	THOC2	1	Orphapacket_gene_mapping
Orpha_457260	DDX3X	1	Orphapacket_gene_mapping
Orpha_457279	PPP2R5D	1	Orphapacket_gene_mapping
Orpha_457284	PPP2R1A	1	Orphapacket_gene_mapping
Orpha_457351	AFG2A	1	Orphapacket_gene_mapping
Orpha_457359	HERC1	1	Orphapacket_gene_mapping
Orpha_457395	RSPRY1	1	Orphapacket_gene_mapping
Orpha_457485	MTOR	1	Orphapacket_gene_mapping
Orpha_458798	TRPC3	1	Orphapacket_gene_mapping
Orpha_458803	CACNA1G	1	Orphapacket_gene_mapping
