hpo_id	hpo_name	is_obsolete
HP:0000363	Abnormal earlobe morphology	FALSE
HP:0000364	Hearing abnormality	FALSE
HP:0000365	Hearing impairment	FALSE
HP:0000366	Abnormality of the nose	FALSE
HP:0000369	Low-set ears	FALSE
HP:0000370	Abnormality of the middle ear	FALSE
HP:0000371	Acute otitis media	FALSE
HP:0000372	Abnormal auditory canal morphology	FALSE
HP:0000375	Abnormal cochlea morphology	FALSE
HP:0000376	Incomplete partition of the cochlea type II	FALSE
HP:0000377	Abnormal pinna morphology	FALSE
HP:0000378	Cupped ear	FALSE
HP:0000381	Stapes ankylosis	FALSE
HP:0000383	Abnormal periauricular region morphology	FALSE
HP:0000384	Preauricular skin tag	FALSE
HP:0000385	Small earlobe	FALSE
HP:0000387	Absent earlobe	FALSE
HP:0000388	Otitis media	FALSE
HP:0000389	Chronic otitis media	FALSE
HP:0000391	Thickened helices	FALSE
HP:0000394	Lop ear	FALSE
HP:0000395	Prominent antihelix	FALSE
HP:0000396	Overfolded helix	FALSE
HP:0000399	Prelingual sensorineural hearing impairment	FALSE
HP:0000400	Macrotia	FALSE
HP:0000402	Stenosis of the external auditory canal	FALSE
HP:0000403	Recurrent otitis media	FALSE
HP:0000405	Conductive hearing impairment	FALSE
HP:0000407	Sensorineural hearing impairment	FALSE
HP:0000408	Progressive sensorineural hearing impairment	FALSE
HP:0000410	Mixed hearing impairment	FALSE
HP:0000411	Protruding ear	FALSE
HP:0000413	Atresia of the external auditory canal	FALSE
HP:0000414	Bulbous nose	FALSE
HP:0000415	Abnormal choanae morphology	FALSE
HP:0000417	Slender nose	FALSE
HP:0000418	Narrow nasal ridge	FALSE
HP:0000419	Abnormal nasal septum morphology	FALSE
HP:0000420	Short nasal septum	FALSE
HP:0000421	Epistaxis	FALSE
HP:0000422	Abnormal nasal bridge morphology	FALSE
HP:0000426	Prominent nasal bridge	FALSE
HP:0000429	Abnormal morphology of the nasal alae	FALSE
HP:0000430	Underdeveloped nasal alae	FALSE
HP:0000431	Wide nasal bridge	FALSE
HP:0000433	Abnormal nasal mucosa morphology	FALSE
HP:0000434	Nasal mucosa telangiectasia	FALSE
HP:0000436	Abnormal nasal tip morphology	FALSE
HP:0000437	Depressed nasal tip	FALSE
HP:0000444	Convex nasal ridge	FALSE
HP:0000445	Wide nose	FALSE
HP:0000446	Narrow nasal bridge	FALSE
HP:0000447	Pear-shaped nose	FALSE
HP:0000448	Prominent nose	FALSE
HP:0000451	Triangular nasal tip	FALSE
HP:0000452	Choanal stenosis	FALSE
HP:0000453	Choanal atresia	FALSE
HP:0000454	Flared nostrils	FALSE
HP:0000455	Broad nasal tip	FALSE
HP:0000456	Bifid nasal tip	FALSE
HP:0000457	Depressed nasal ridge	FALSE
HP:0000458	Anosmia	FALSE
HP:0000460	Narrow nose	FALSE
HP:0000463	Anteverted nares	FALSE
HP:0000464	Abnormality of the neck	FALSE
HP:0000465	Webbed neck	FALSE
HP:0000466	Limited neck range of motion	FALSE
HP:0000467	Neck muscle weakness	FALSE
HP:0000468	Increased adipose tissue around the neck	FALSE
HP:0000470	Short neck	FALSE
HP:0000471	Gastrointestinal angiodysplasia	FALSE
HP:0000472	Long neck	FALSE
HP:0000473	Torticollis	FALSE
HP:0000474	Thickened nuchal skin fold	FALSE
HP:0000475	Broad neck	FALSE
HP:0000476	Cystic hygroma	FALSE
HP:0000478	Abnormality of the eye	FALSE
HP:0000479	Abnormal retinal morphology	FALSE
HP:0000480	Retinal coloboma	FALSE
HP:0000481	Abnormal cornea morphology	FALSE
HP:0000482	Microcornea	FALSE
HP:0000483	Astigmatism	FALSE
HP:0000484	Hyperopic astigmatism	FALSE
HP:0000485	Megalocornea	FALSE
HP:0000486	Strabismus	FALSE
HP:0000488	Retinopathy	FALSE
HP:0000490	Deeply set eye	FALSE
HP:0000491	Keratitis	FALSE
HP:0000492	Abnormal eyelid morphology	FALSE
HP:0000493	Abnormal foveal morphology	FALSE
HP:0000494	Downslanted palpebral fissures	FALSE
HP:0000495	Recurrent corneal erosions	FALSE
HP:0000496	Abnormality of eye movement	FALSE
HP:0000497	Globe retraction and deviation on abduction	FALSE
HP:0000498	Blepharitis	FALSE
HP:0000499	Abnormal eyelash morphology	FALSE
HP:0000501	Glaucoma	FALSE
HP:0000502	Abnormal conjunctiva morphology	FALSE
HP:0000503	Tortuosity of conjunctival vessels	FALSE
HP:0000504	Abnormality of vision	FALSE
HP:0000505	Visual impairment	FALSE
HP:0000506	Telecanthus	FALSE
HP:0000508	Ptosis	FALSE
HP:0000509	Conjunctivitis	FALSE
HP:0000510	Rod-cone dystrophy	FALSE
HP:0000511	Vertical supranuclear gaze palsy	FALSE
HP:0000512	Abnormal electroretinogram	FALSE
HP:0000514	Slow saccadic eye movements	FALSE
HP:0000517	Abnormal lens morphology	FALSE
HP:0000518	Cataract	FALSE
HP:0000519	Developmental cataract	FALSE
HP:0000520	Proptosis	FALSE
HP:0000522	Alacrima	FALSE
HP:0000523	Subcapsular cataract	FALSE
HP:0000524	Conjunctival telangiectasia	FALSE
HP:0000525	Abnormality iris morphology	FALSE
HP:0000526	Aniridia	FALSE
HP:0000527	Long eyelashes	FALSE
HP:0000528	Anophthalmia	FALSE
HP:0000529	Progressive visual loss	FALSE
HP:0000531	Corneal crystals	FALSE
HP:0000532	Abnormal chorioretinal morphology	FALSE
HP:0000533	Chorioretinal atrophy	FALSE
HP:0000534	Abnormal eyebrow morphology	FALSE
HP:0000537	Epicanthus inversus	FALSE
HP:0000538	Pseudopapilledema	FALSE
HP:0000539	Abnormality of refraction	FALSE
HP:0000540	Hypermetropia	FALSE
HP:0000541	Retinal detachment	FALSE
HP:0000542	Impaired ocular adduction	FALSE
HP:0000543	Optic disc pallor	FALSE
HP:0000544	External ophthalmoplegia	FALSE
HP:0000545	Myopia	FALSE
HP:0000546	Retinal degeneration	FALSE
HP:0000548	Cone/cone-rod dystrophy	FALSE
HP:0000549	Abnormal conjugate eye movement	FALSE
HP:0000550	Undetectable electroretinogram	FALSE
HP:0000551	Color vision defect	FALSE
HP:0000552	Tritanomaly	FALSE
HP:0000553	Abnormal uvea morphology	FALSE
HP:0000554	Uveitis	FALSE
HP:0000555	Leukocoria	FALSE
HP:0000556	Retinal dystrophy	FALSE
HP:0000557	Buphthalmos	FALSE
HP:0000558	Rieger anomaly	FALSE
HP:0000559	Corneal scarring	FALSE
HP:0000561	Absent eyelashes	FALSE
HP:0000563	Keratoconus	FALSE
HP:0000564	Lacrimal duct atresia	FALSE
HP:0000565	Esotropia	FALSE
HP:0000567	Chorioretinal coloboma	FALSE
HP:0000568	Microphthalmia	FALSE
HP:0000570	Abnormal saccadic eye movements	FALSE
HP:0000571	Hypometric saccades	FALSE
HP:0000572	Visual loss	FALSE
HP:0000573	Retinal hemorrhage	FALSE
HP:0000574	Thick eyebrow	FALSE
HP:0000575	Scotoma	FALSE
HP:0000576	Centrocecal scotoma	FALSE
HP:0000577	Exotropia	FALSE
HP:0000579	Nasolacrimal duct obstruction	FALSE
HP:0000580	Pigmentary retinopathy	FALSE
HP:0000581	Blepharophimosis	FALSE
HP:0000582	Upslanted palpebral fissure	FALSE
HP:0000584	Punctate corneal epithelial erosions	FALSE
HP:0000585	Band keratopathy	FALSE
HP:0000586	Shallow orbits	FALSE
HP:0000587	Abnormal optic nerve morphology	FALSE
HP:0000588	Optic disc coloboma	FALSE
HP:0000589	Coloboma	FALSE
HP:0000590	Progressive external ophthalmoplegia	FALSE
HP:0000591	Abnormal sclera morphology	FALSE
HP:0000592	Blue sclerae	FALSE
HP:0000593	Abnormal anterior chamber morphology	FALSE
HP:0000594	Shallow anterior chamber	FALSE
HP:0000597	Ophthalmoparesis	FALSE
HP:0000598	Abnormality of the ear	FALSE
HP:0000599	Abnormality of the frontal hairline	FALSE
HP:0000600	Abnormality of the pharynx	FALSE
HP:0000601	Hypotelorism	FALSE
HP:0000602	Ophthalmoplegia	FALSE
HP:0000603	Central scotoma	FALSE
HP:0000605	Supranuclear gaze palsy	FALSE
HP:0000606	Abnormality of the periorbital region	FALSE
HP:0000607	Periorbital wrinkles	FALSE
HP:0000608	Macular degeneration	FALSE
HP:0000609	Optic nerve hypoplasia	FALSE
HP:0000610	Abnormal choroid morphology	FALSE
HP:0000612	Iris coloboma	FALSE
HP:0000613	Photophobia	FALSE
HP:0000614	Abnormal nasolacrimal system morphology	FALSE
HP:0000615	Abnormal pupil morphology	FALSE
HP:0000616	Miosis	FALSE
HP:0000617	Abnormality of ocular smooth pursuit	FALSE
HP:0000618	Blindness	FALSE
HP:0000619	Impaired convergence	FALSE
HP:0000620	Dacryocystitis	FALSE
HP:0000621	Entropion	FALSE
HP:0000622	Blurred vision	FALSE
HP:0000623	Supranuclear ophthalmoplegia	FALSE
HP:0000625	Eyelid coloboma	FALSE
HP:0000627	Posterior embryotoxon	FALSE
HP:0000629	Periorbital fullness	FALSE
HP:0000630	Abnormal retinal arterial/arteriolar morphology	FALSE
HP:0000631	Retinal arterial tortuosity	FALSE
HP:0000632	Lacrimation abnormality	FALSE
HP:0000633	Decreased lacrimation	FALSE
HP:0000634	Impaired ocular abduction	FALSE
HP:0000635	Blue irides	FALSE
HP:0000636	Upper eyelid coloboma	FALSE
HP:0000637	Long palpebral fissure	FALSE
HP:0000639	Nystagmus	FALSE
HP:0000640	Gaze-evoked nystagmus	FALSE
HP:0000641	Dysmetric saccades	FALSE
HP:0000642	Red-green dyschromatopsia	FALSE
HP:0000643	Blepharospasm	FALSE
HP:0000646	Amblyopia	FALSE
HP:0000647	Sclerocornea	FALSE
HP:0000648	Optic atrophy	FALSE
HP:0000649	Abnormality of visual evoked potentials	FALSE
HP:0000650	Abnormal amplitude of pattern reversal visual evoked potentials	FALSE
HP:0000651	Diplopia	FALSE
HP:0000652	Lower eyelid coloboma	FALSE
HP:0000653	Sparse eyelashes	FALSE
HP:0000654	Decreased light- and dark-adapted electroretinogram amplitude	FALSE
HP:0000656	Ectropion	FALSE
HP:0000657	Oculomotor apraxia	FALSE
HP:0000658	Eyelid apraxia	FALSE
HP:0000659	Peters anomaly	FALSE
HP:0000660	Lipemia retinalis	FALSE
HP:0000661	Palpebral fissure narrowing on adduction	FALSE
HP:0000662	Nyctalopia	FALSE
HP:0000664	Synophrys	FALSE
HP:0000666	Horizontal nystagmus	FALSE
HP:0000667	Phthisis bulbi	FALSE
HP:0000668	Hypodontia	FALSE
HP:0000670	Carious teeth	FALSE
HP:0000674	Anodontia	FALSE
HP:0000675	Macrodontia of permanent maxillary central incisor	FALSE
HP:0000676	Abnormality of the incisor	FALSE
HP:0000677	Oligodontia	FALSE
HP:0000678	Dental crowding	FALSE
HP:0000679	Taurodontia	FALSE
HP:0000680	Delayed eruption of primary teeth	FALSE
HP:0000682	Abnormal dental enamel morphology	FALSE
HP:0000683	Grayish enamel	FALSE
HP:0000684	Delayed eruption of teeth	FALSE
HP:0000685	Hypoplasia of teeth	FALSE
HP:0000687	Widely spaced teeth	FALSE
HP:0000689	Dental malocclusion	FALSE
HP:0000690	Agenesis of maxillary lateral incisor	FALSE
HP:0000691	Microdontia	FALSE
HP:0000692	Tooth malposition	FALSE
HP:0000694	Odontodysplasia	FALSE
HP:0000695	Natal tooth	FALSE
HP:0000696	Delayed eruption of permanent teeth	FALSE
HP:0000698	Conical tooth	FALSE
HP:0000699	Diastema	FALSE
HP:0000700	Periapical bone loss	FALSE
HP:0000703	Dentinogenesis imperfecta	FALSE
HP:0000704	Periodontitis	FALSE
HP:0000705	Amelogenesis imperfecta	FALSE
HP:0000706	Eruption failure	FALSE
HP:0000707	Abnormality of the nervous system	FALSE
HP:0000708	Atypical behavior	FALSE
HP:0000709	Psychosis	FALSE
HP:0000710	Hyperorality	FALSE
HP:0000711	Restlessness	FALSE
HP:0000712	Emotional lability	FALSE
HP:0000713	Agitation	FALSE
HP:0000716	Depression	FALSE
HP:0000717	Autism	FALSE
HP:0000718	Aggressive behavior	FALSE
HP:0000719	Inappropriate behavior	FALSE
HP:0000721	Lack of spontaneous play	FALSE
HP:0000722	Compulsive behaviors	FALSE
HP:0000723	Restrictive behavior	FALSE
HP:0000725	Psychotic episodes	FALSE
HP:0000726	Dementia	FALSE
HP:0000727	Frontal lobe dementia	FALSE
HP:0000728	Reduced ability to form peer relationships	FALSE
HP:0000729	Autistic behavior	FALSE
HP:0000732	Inflexible adherence to routines	FALSE
HP:0000733	Motor stereotypy	FALSE
HP:0000734	Disinhibition	FALSE
HP:0000736	Short attention span	FALSE
HP:0000737	Irritability	FALSE
HP:0000738	Hallucinations	FALSE
HP:0000739	Anxiety	FALSE
HP:0000740	Episodic paroxysmal anxiety	FALSE
HP:0000741	Apathy	FALSE
HP:0000742	Self-mutilation	FALSE
HP:0000743	Frontal release signs	FALSE
HP:0000744	Low frustration tolerance	FALSE
HP:0000745	Abnormal diminished volition	FALSE
HP:0000746	Delusion	FALSE
HP:0000748	Inappropriate laughter	FALSE
HP:0000749	Paroxysmal bursts of laughter	FALSE
HP:0000750	Delayed speech and language development	FALSE
HP:0000751	Personality changes	FALSE
HP:0000752	Hyperactivity	FALSE
HP:0000753	Autism with high cognitive abilities	FALSE
HP:0000756	Agoraphobia	FALSE
HP:0000757	Lack of insight	FALSE
HP:0000758	Abnormal nonverbal communicative behavior	FALSE
HP:0000759	Abnormal peripheral nervous system morphology	FALSE
HP:0000762	Decreased nerve conduction velocity	FALSE
HP:0000763	Sensory neuropathy	FALSE
HP:0000764	Peripheral axonal degeneration	FALSE
HP:0000765	Abnormal thorax morphology	FALSE
HP:0000766	Abnormal sternum morphology	FALSE
HP:0000767	Pectus excavatum	FALSE
HP:0000768	Pectus carinatum	FALSE
HP:0000769	Abnormality of the breast	FALSE
HP:0000771	Gynecomastia	FALSE
HP:0000772	Abnormal rib morphology	FALSE
HP:0000773	Short ribs	FALSE
HP:0000774	Narrow chest	FALSE
HP:0000775	Abnormality of the diaphragm	FALSE
HP:0000776	Congenital diaphragmatic hernia	FALSE
HP:0000777	Abnormal thymus morphology	FALSE
HP:0000778	Hypoplasia of the thymus	FALSE
HP:0000782	Abnormal scapula morphology	FALSE
HP:0000786	Primary amenorrhea	FALSE
HP:0000787	Nephrolithiasis	FALSE
HP:0000789	Infertility	FALSE
HP:0000790	Hematuria	FALSE
HP:0000791	Uric acid nephrolithiasis	FALSE
HP:0000793	Membranoproliferative glomerulonephritis	FALSE
HP:0000794	IgA deposition in the glomerulus	FALSE
HP:0000795	Abnormality of the urethra	FALSE
HP:0000796	Urethral obstruction	FALSE
HP:0000798	Oligozoospermia	FALSE
HP:0000799	Renal steatosis	FALSE
HP:0000800	Cystic renal dysplasia	FALSE
HP:0000802	Impotence	FALSE
HP:0000803	Renal cortical cysts	FALSE
HP:0000804	Xanthine nephrolithiasis	FALSE
HP:0000805	Enuresis	FALSE
HP:0000807	Glanular hypospadias	FALSE
HP:0000808	Penoscrotal hypospadias	FALSE
HP:0000809	Urinary tract atresia	FALSE
HP:0000811	Abnormal external genitalia morphology	FALSE
HP:0000812	Abnormal internal genitalia	FALSE
HP:0000813	Bicornuate uterus	FALSE
HP:0000815	Hypergonadotropic hypogonadism	FALSE
HP:0000816	Abnormality of Krebs cycle metabolism	FALSE
HP:0000817	Reduced eye contact	FALSE
HP:0000818	Abnormality of the endocrine system	FALSE
HP:0000819	Diabetes mellitus	FALSE
