hpo_id	hpo_name	is_obsolete
HP:0003326	Myalgia	FALSE
HP:0003327	Axial muscle weakness	FALSE
HP:0003328	Abnormal hairshaft morphology	FALSE
HP:0003329	Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes	FALSE
HP:0003330	Abnormal bone structure	FALSE
HP:0003332	Absent primary metaphyseal spongiosa	FALSE
HP:0003333	Increased serum beta-hexosaminidase	FALSE
HP:0003334	Elevated circulating catecholamine level	FALSE
HP:0003336	Abnormal enchondral ossification	FALSE
HP:0003337	Reduced prothrombin consumption	FALSE
HP:0003338	Focal necrosis of right ventricular muscle cells	FALSE
HP:0003339	Pyrimidine-responsive megaloblastic anemia	FALSE
HP:0003341	Lamina lucida cleavage	FALSE
HP:0003343	Reduced glutathione synthetase level	FALSE
HP:0003344	3-Methylglutaric aciduria	FALSE
HP:0003345	Elevated urinary norepinephrine level	FALSE
HP:0003347	Impaired lymphocyte transformation with phytohemagglutinin	FALSE
HP:0003348	Hyperalaninemia	FALSE
HP:0003349	Low cholesterol esterification rate	FALSE
HP:0003351	Decreased circulating renin concentration	FALSE
HP:0003352	Endopolyploidy on chromosome studies of bone marrow	FALSE
HP:0003353	Propionyl-CoA carboxylase deficiency	FALSE
HP:0003354	Hyperthreoninemia	FALSE
HP:0003355	Aminoaciduria	FALSE
HP:0003357	Thymic hormone decreased	FALSE
HP:0003358	Elevated intracellular cystine	FALSE
HP:0003359	Decreased urinary sulfate	FALSE
HP:0003361	Tryptophanuria	FALSE
HP:0003362	Increased VLDL cholesterol concentration	FALSE
HP:0003363	Abdominal situs inversus	FALSE
HP:0003365	Arthralgia of the hip	FALSE
HP:0003366	Abnormal femoral neck/head morphology	FALSE
HP:0003367	Abnormal femoral neck morphology	FALSE
HP:0003368	Abnormal femoral head morphology	FALSE
HP:0003370	Flat capital femoral epiphysis	FALSE
HP:0003371	Enlargement of the proximal femoral epiphysis	FALSE
HP:0003375	Narrow greater sciatic notch	FALSE
HP:0003376	Steppage gait	FALSE
HP:0003378	Axonal degeneration/regeneration	FALSE
HP:0003380	Decreased number of peripheral myelinated nerve fibers	FALSE
HP:0003382	Hypertrophic nerve changes	FALSE
HP:0003383	Onion bulb formation	FALSE
HP:0003384	Peripheral axonal atrophy	FALSE
HP:0003387	Decreased number of large peripheral myelinated nerve fibers	FALSE
HP:0003388	Easy fatigability	FALSE
HP:0003390	Sensory axonal neuropathy	FALSE
HP:0003391	Gowers sign	FALSE
HP:0003392	First dorsal interossei muscle weakness	FALSE
HP:0003393	Thenar muscle atrophy	FALSE
HP:0003394	Muscle spasm	FALSE
HP:0003396	Syringomyelia	FALSE
HP:0003397	Generalized hypotonia due to defect at the neuromuscular junction	FALSE
HP:0003398	Abnormal synaptic transmission at the neuromuscular junction	FALSE
HP:0003400	Basal lamina onion bulb formation	FALSE
HP:0003401	Paresthesia	FALSE
HP:0003402	Decreased miniature endplate potentials	FALSE
HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	FALSE
HP:0003405	Diffuse axonal swelling	FALSE
HP:0003406	Peripheral nerve compression	FALSE
HP:0003409	Distal sensory impairment of all modalities	FALSE
HP:0003411	Proximal femoral metaphyseal irregularity	FALSE
HP:0003413	Atlantoaxial abnormality	FALSE
HP:0003414	Atlantoaxial dislocation	FALSE
HP:0003416	Spinal canal stenosis	FALSE
HP:0003417	Coronal cleft vertebrae	FALSE
HP:0003418	Back pain	FALSE
HP:0003419	Low back pain	FALSE
HP:0003422	Vertebral segmentation defect	FALSE
HP:0003423	Thoracolumbar kyphoscoliosis	FALSE
HP:0003426	First dorsal interossei muscle atrophy	FALSE
HP:0003427	Thenar muscle weakness	FALSE
HP:0003429	CNS hypomyelination	FALSE
HP:0003431	Decreased motor nerve conduction velocity	FALSE
HP:0003434	Sensory ataxic neuropathy	FALSE
HP:0003435	Cold-induced hand cramps	FALSE
HP:0003436	Prolonged miniature endplate currents	FALSE
HP:0003438	Absent Achilles reflex	FALSE
HP:0003440	Horizontal sacrum	FALSE
HP:0003443	Decreased size of nerve terminals	FALSE
HP:0003444	EMG: chronic denervation signs	FALSE
HP:0003445	EMG: neuropathic changes	FALSE
HP:0003447	Axonal loss	FALSE
HP:0003448	Decreased sensory nerve conduction velocity	FALSE
HP:0003449	Cold-induced muscle cramps	FALSE
HP:0003450	Axonal regeneration	FALSE
HP:0003451	Increased rate of premature chromosome condensation	FALSE
HP:0003452	Increased circulating iron concentration	FALSE
HP:0003453	Antineutrophil antibody positivity	FALSE
HP:0003454	Platelet antibody positive	FALSE
HP:0003455	Elevated circulating long chain fatty acid concentration	FALSE
HP:0003456	Low urinary cyclic AMP response to PTH administration	FALSE
HP:0003457	EMG abnormality	FALSE
HP:0003458	EMG: myopathic abnormalities	FALSE
HP:0003459	Polyclonal elevation of IgM	FALSE
HP:0003460	Decreased circulating total IgA	FALSE
HP:0003461	Increased urinary O-linked sialopeptides	FALSE
HP:0003462	Elevated 8-dehydrocholesterol	FALSE
HP:0003463	Increased extraneuronal autofluorescent lipopigment	FALSE
HP:0003465	Elevated 8(9)-cholestenol	FALSE
HP:0003466	Paradoxical increased cortisol secretion on dexamethasone suppression test	FALSE
HP:0003467	Atlantoaxial instability	FALSE
HP:0003468	Abnormal vertebral morphology	FALSE
HP:0003469	Peripheral dysmyelination	FALSE
HP:0003470	Paralysis	FALSE
HP:0003472	Hypocalcemic tetany	FALSE
HP:0003473	Fatigable weakness	FALSE
HP:0003474	Somatic sensory dysfunction	FALSE
HP:0003477	Peripheral axonal neuropathy	FALSE
HP:0003481	Segmental peripheral demyelination/remyelination	FALSE
HP:0003482	EMG: axonal abnormality	FALSE
HP:0003484	Upper limb muscle weakness	FALSE
HP:0003487	Babinski sign	FALSE
HP:0003489	Acute episodes of neuropathic symptoms	FALSE
HP:0003491	Elevated urine pyrophosphate	FALSE
HP:0003492	High urinary gonadotropin level	FALSE
HP:0003493	Antinuclear antibody positivity	FALSE
HP:0003495	GM2-ganglioside accumulation	FALSE
HP:0003496	Increased circulating IgM level	FALSE
HP:0003498	Disproportionate short stature	FALSE
HP:0003502	Mild short stature	FALSE
HP:0003508	Proportionate short stature	FALSE
HP:0003510	Severe short stature	FALSE
HP:0003513	Reduced ratio of renal calcium clearance to creatinine clearance	FALSE
HP:0003514	Deficiency or absence of cytochrome b(-245)	FALSE
HP:0003517	Birth length greater than 97th percentile	FALSE
HP:0003521	Disproportionate short-trunk short stature	FALSE
HP:0003524	Decreased methionine synthase activity	FALSE
HP:0003526	Orotic acid crystalluria	FALSE
HP:0003527	Hyperprostaglandinuria	FALSE
HP:0003528	Elevated circulating calcitonin concentration	FALSE
HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption	FALSE
HP:0003530	Elevated circulating glutaric acid concentration	FALSE
HP:0003532	Ornithinuria	FALSE
HP:0003533	Reduced acetaldehyde dehydrogenase level	FALSE
HP:0003534	Reduced xanthine dehydrogenase level	FALSE
HP:0003535	3-Methylglutaconic aciduria	FALSE
HP:0003536	Decreased fumarate hydratase activity	FALSE
HP:0003537	Hypouricemia	FALSE
HP:0003538	Increased iduronate sulfatase level	FALSE
HP:0003540	Impaired platelet aggregation	FALSE
HP:0003541	Urinary glycosaminoglycan excretion	FALSE
HP:0003542	Increased circulating pyruvate concentration	FALSE
HP:0003546	Exercise intolerance	FALSE
HP:0003547	Shoulder girdle muscle weakness	FALSE
HP:0003548	Subsarcolemmal accumulations of abnormally shaped mitochondria	FALSE
HP:0003549	Abnormality of connective tissue	FALSE
HP:0003550	Predominantly lower limb lymphedema	FALSE
HP:0003551	Difficulty climbing stairs	FALSE
HP:0003552	Muscle stiffness	FALSE
HP:0003554	Type 2 muscle fiber atrophy	FALSE
HP:0003555	Muscle fiber splitting	FALSE
HP:0003557	Increased variability in muscle fiber diameter	FALSE
HP:0003558	Viral infection-induced rhabdomyolysis	FALSE
HP:0003559	Muscle hyperirritability	FALSE
HP:0003560	Muscular dystrophy	FALSE
HP:0003561	Birth length less than 3rd percentile	FALSE
HP:0003562	Abnormal metaphyseal vascular invasion	FALSE
HP:0003563	Decreased LDL cholesterol concentration	FALSE
HP:0003564	Folate-dependent fragile site at Xq28	FALSE
HP:0003565	Elevated erythrocyte sedimentation rate	FALSE
HP:0003566	Increased serum prostaglandin E2	FALSE
HP:0003568	Decreased glucosephosphate isomerase level	FALSE
HP:0003570	Molybdenum cofactor deficiency	FALSE
HP:0003571	Propionic acidemia	FALSE
HP:0003572	Low plasma citrulline	FALSE
HP:0003573	Increased total bilirubin	FALSE
HP:0003574	Positive regitine blocking test	FALSE
HP:0003575	Increased intracellular sodium	FALSE
HP:0003577	Congenital onset	FALSE
HP:0003581	Adult onset	FALSE
HP:0003584	Late onset	FALSE
HP:0003587	Insidious onset	FALSE
HP:0003593	Infantile onset	FALSE
HP:0003596	Middle age onset	FALSE
HP:0003606	Absent urinary urothione	FALSE
HP:0003607	4-hydroxyphenylacetic aciduria	FALSE
HP:0003609	Foam cells with lamellar inclusion bodies	FALSE
HP:0003610	Fibroblast metachromasia	FALSE
HP:0003612	Positive ferric chloride test	FALSE
HP:0003613	Antiphospholipid antibody positivity	FALSE
HP:0003614	Trimethylaminuria	FALSE
HP:0003616	Premature separation of centromeric heterochromatin	FALSE
HP:0003621	Juvenile onset	FALSE
HP:0003623	Neonatal onset	FALSE
HP:0003634	Amyoplasia	FALSE
HP:0003635	Loss of subcutaneous adipose tissue in limbs	FALSE
HP:0003637	Reduced circulating 4-Hydroxyphenylpyruvate dioxygenase activity	FALSE
HP:0003639	Elevated urinary epinephrine level	FALSE
HP:0003640	CNS foam cells	FALSE
HP:0003641	Hemoglobinuria	FALSE
HP:0003642	Type I transferrin isoform profile	FALSE
HP:0003643	Sulfite oxidase deficiency	FALSE
HP:0003645	Prolonged partial thromboplastin time	FALSE
HP:0003646	Bicarbonaturia	FALSE
HP:0003647	Electron transfer flavoprotein-ubiquinone oxidoreductase defect	FALSE
HP:0003648	Lacticaciduria	FALSE
HP:0003649	Abnormal glycosidase enzyme activity	FALSE
HP:0003651	Foam cells	FALSE
HP:0003652	Recurrent myoglobinuria	FALSE
HP:0003653	Cellular metachromasia	FALSE
HP:0003654	Reduced dihydropyrimidine dehydrogenase level	FALSE
HP:0003655	Reduced level of N-acetylglucosaminyltransferase II	FALSE
HP:0003656	Decreased beta-glucocerebrosidase level	FALSE
HP:0003657	Vascular granular osmiophilic material deposition	FALSE
HP:0003658	Hypomethioninemia	FALSE
HP:0003665	Amyotrophy of the musculature of the pelvis	FALSE
HP:0003674	Onset	FALSE
HP:0003676	Progressive	FALSE
HP:0003677	Slowly progressive	FALSE
HP:0003678	Rapidly progressive	FALSE
HP:0003679	Pace of progression	FALSE
HP:0003680	Nonprogressive	FALSE
HP:0003682	Variable progression rate	FALSE
HP:0003687	Centrally nucleated skeletal muscle fibers	FALSE
HP:0003688	Cytochrome C oxidase-negative muscle fibers	FALSE
HP:0003689	Multiple mitochondrial DNA deletions	FALSE
HP:0003690	Limb muscle weakness	FALSE
HP:0003691	Scapular winging	FALSE
HP:0003693	Distal amyotrophy	FALSE
HP:0003694	Late-onset proximal muscle weakness	FALSE
HP:0003696	Absent epiphysis of the distal phalanx of the 5th finger	FALSE
HP:0003697	Scapuloperoneal amyotrophy	FALSE
HP:0003698	Difficulty standing	FALSE
HP:0003700	Generalized amyotrophy	FALSE
HP:0003701	Proximal muscle weakness	FALSE
HP:0003704	Scapuloperoneal weakness	FALSE
HP:0003707	Calf muscle pseudohypertrophy	FALSE
HP:0003710	Exercise-induced muscle cramps	FALSE
HP:0003712	Skeletal muscle hypertrophy	FALSE
HP:0003713	Muscle fiber necrosis	FALSE
HP:0003715	Myofibrillar myopathy	FALSE
HP:0003716	Generalized muscular appearance from birth	FALSE
HP:0003717	Minimal subcutaneous fat	FALSE
HP:0003719	Muscle mounding	FALSE
HP:0003720	Generalized muscle hypertrophy	FALSE
HP:0003722	Neck flexor weakness	FALSE
HP:0003724	Shoulder girdle muscle atrophy	FALSE
HP:0003725	Firm muscles	FALSE
HP:0003729	Enteroviral dermatomyositis syndrome	FALSE
HP:0003730	EMG: myotonic runs	FALSE
HP:0003731	Quadriceps muscle weakness	FALSE
HP:0003733	Thigh hypertrophy	FALSE
HP:0003736	Autophagic vacuoles	FALSE
HP:0003737	Mitochondrial myopathy	FALSE
HP:0003738	Exercise-induced myalgia	FALSE
HP:0003739	Myoclonic spasms	FALSE
HP:0003740	Myotonia with warm-up phenomenon	FALSE
HP:0003743	Genetic anticipation	FALSE
HP:0003744	Genetic anticipation with paternal anticipation bias	FALSE
HP:0003745	Sporadic	FALSE
HP:0003749	Pelvic girdle muscle weakness	FALSE
HP:0003750	Increased muscle fatiguability	FALSE
HP:0003752	Episodic flaccid weakness	FALSE
HP:0003755	Type 1 fibers relatively smaller than type 2 fibers	FALSE
HP:0003756	Skeletal myopathy	FALSE
HP:0003758	Reduced subcutaneous adipose tissue	FALSE
HP:0003759	Hypoplasia of lymphatic vessels	FALSE
HP:0003760	Percussion-induced rapid rolling muscle contractions	FALSE
HP:0003761	Calcinosis	FALSE
HP:0003762	Uterus didelphys	FALSE
HP:0003763	Bruxism	FALSE
HP:0003764	Nevus	FALSE
HP:0003765	Psoriasiform dermatitis	FALSE
HP:0003768	Periodic paralysis	FALSE
HP:0003771	Pulp calcification	FALSE
HP:0003774	Stage 5 chronic kidney disease	FALSE
HP:0003777	Pili torti	FALSE
HP:0003778	Short mandibular rami	FALSE
HP:0003779	Antegonial notching of mandible	FALSE
HP:0003781	Excessive salivation	FALSE
HP:0003782	Eunuchoid habitus	FALSE
HP:0003784	Type 1 collagen overmodification	FALSE
HP:0003785	Decreased CSF homovanillic acid concentration	FALSE
HP:0003787	Type 1 and type 2 muscle fiber minicore regions	FALSE
HP:0003789	Minicore myopathy	FALSE
HP:0003791	Deposits immunoreactive to beta-amyloid protein	FALSE
HP:0003795	Short middle phalanx of toe	FALSE
HP:0003796	Irregular iliac crest	FALSE
HP:0003797	Limb-girdle muscle atrophy	FALSE
HP:0003798	Nemaline bodies	FALSE
HP:0003799	Marked delay in bone age	FALSE
HP:0003800	Muscle abnormality related to mitochondrial dysfunction	FALSE
HP:0003803	Type 1 muscle fiber predominance	FALSE
HP:0003805	Rimmed vacuoles	FALSE
HP:0003808	Abnormal muscle tone	FALSE
HP:0003809	Reduced intrathoracic adipose tissue	FALSE
HP:0003810	Late-onset distal muscle weakness	FALSE
HP:0003811	Neonatal death	FALSE
HP:0003812	Phenotypic variability	FALSE
HP:0003819	Death in childhood	FALSE
HP:0003826	Stillbirth	FALSE
HP:0003828	Variable expressivity	FALSE
HP:0003829	Typified by incomplete penetrance	FALSE
HP:0003831	Typified by age-related disease onset	FALSE
HP:0003832	Abnormality of the tibial plateaux	FALSE
HP:0003833	Laterally deficient tibial plateaux	FALSE
HP:0003834	Shoulder dislocation	FALSE
HP:0003835	Shoulder subluxation	FALSE
HP:0003836	Stippled calcification of the shoulder	FALSE
HP:0003837	Soft-tissue ossification around the shoulders	FALSE
HP:0003839	Abnormal upper limb epiphysis morphology	FALSE
HP:0003840	Delayed upper limb epiphyseal ossification	FALSE
HP:0003841	Fragmented upper limb epiphysis	FALSE
HP:0003842	Irregular epiphyses of the upper limbs	FALSE
HP:0003843	Round epiphyses of the upper limbs	FALSE
HP:0003844	Small epiphyses of the upper limbs	FALSE
HP:0003846	Wide epiphyseal plates of the upper limbs	FALSE
HP:0003848	Cupped metaphyses of the upper limbs	FALSE
HP:0003849	Flared upper limb metaphysis	FALSE
HP:0003850	Upper-limb metaphyseal irregularity	FALSE
HP:0003851	Lytic defects in metaphyses of the upper limbs	FALSE
HP:0003852	Normal density transverse bands in metaphyses of the upper limbs	FALSE
HP:0003853	Sclerosis with transverse striations in metaphyses of the upper limbs	FALSE
HP:0003854	Sclerosis of metaphyses of the upper limbs	FALSE
HP:0003855	Spurred metaphyses of the upper limbs	FALSE
HP:0003856	Upper limb metaphyseal widening	FALSE
HP:0003858	Cortical diaphyseal irregularity of the upper limbs	FALSE
HP:0003859	Cortical diaphyseal thickening of the upper limbs	FALSE
HP:0003860	Diaphyseal sclerosis of the upper limbs	FALSE
HP:0003861	Broad diaphyses of the upper limbs	FALSE
HP:0003862	Absent humerus	FALSE
HP:0003863	Angulated humerus	FALSE
HP:0003864	Bifid humerus	FALSE
HP:0003865	Bowed humerus	FALSE
HP:0003866	Coarse humeral trabeculae	FALSE
HP:0003867	Humeral cortical irregularity	FALSE
HP:0003868	Humeral cortical thickening	FALSE
HP:0003869	Humeral cortical thinning	FALSE
HP:0003870	Crumpled humerus	FALSE
HP:0003871	Deformed humerus	FALSE
HP:0003872	Humeral exostoses	FALSE
HP:0003874	Humerus varus	FALSE
HP:0003875	Humeral lytic defects	FALSE
HP:0003876	Osteoporotic humerus	FALSE
HP:0003877	Oval transradiancy of humerus	FALSE
HP:0003878	Periosteal new bone of humerus	FALSE
HP:0003879	Humeral pseudarthrosis	FALSE
HP:0003880	Sclerotic foci of the humerus	FALSE
HP:0003881	Humeral sclerosis	FALSE
HP:0003882	Slender humerus	FALSE
HP:0003883	Tapered humerus	FALSE
HP:0003884	Triangular humerus	FALSE
HP:0003885	Undermodeled humerus	FALSE
HP:0003886	Wide humerus	FALSE
HP:0003887	Abnormal humeral head morphology	FALSE
HP:0003888	Flattened humeral heads	FALSE
HP:0003889	Abnormal deltoid tuberosity morphology	FALSE
HP:0003890	Prominent deltoid tuberosities	FALSE
HP:0003891	Abnormal humeral epiphysis morphology	FALSE
HP:0003892	Absent humeral epiphyseal ossification	FALSE
HP:0003893	Advanced ossification of the humeral epiphysis	FALSE
HP:0003894	Delayed humeral epiphyseal ossification	FALSE
HP:0003895	Flattened humeral epiphyses	FALSE
HP:0003896	Irregular humeral epiphyses	FALSE
HP:0003897	Irregular ossification of the humeral epiphyses	FALSE
HP:0003898	Large humeral epiphyses	FALSE
HP:0003899	Round humeral epiphyses	FALSE
HP:0003900	Small humeral epiphyses	FALSE
HP:0003901	Stippled calcification of the humeral epiphyses	FALSE
HP:0003902	Epiphyseal stippling of the humerus	FALSE
HP:0003903	Broad humeral epiphyses	FALSE
HP:0003904	Wide epiphyses of the upper limbs	FALSE
HP:0003905	Abnormality of the humeral epiphyseal plate	FALSE
HP:0003906	Broad humeral epiphyseal plate	FALSE
HP:0003907	Abnormal humeral metaphysis morphology	FALSE
HP:0003908	Corner fracture of metaphysis	FALSE
HP:0003909	Cortical subperiosteal resorption of humeral metaphyses	FALSE
HP:0003910	Enlarged humeral metaphyses	FALSE
HP:0003911	Flared humeral metaphysis	FALSE
HP:0003912	Frayed humeral metaphyses	FALSE
HP:0003913	Humeral metaphyseal irregularity	FALSE
HP:0003914	Irregular ossification of humeral metaphyses	FALSE
HP:0003915	Lytic defects of the humeral metaphysis	FALSE
HP:0003916	Normal-density transverse humeral bands	FALSE
HP:0003917	Pointed humeral metaphysis	FALSE
HP:0003918	Sclerotic humeral metaphysis	FALSE
HP:0003919	Sclerotic humeral metaphysis with longitudinal striations	FALSE
HP:0003920	Sloping humeral metaphysis	FALSE
HP:0003921	Laterally sloping humeral metaphysis	FALSE
HP:0003922	Spurred humeral metaphysis	FALSE
HP:0003923	Square humeral metaphysis	FALSE
HP:0003924	Stippled calcification of humeral metaphysis	FALSE
HP:0003926	Abnormal humeral diaphysis morphology	FALSE
HP:0003927	Cortical irregularity of humeral diaphysis	FALSE
HP:0003928	Cortical thickening of humeral diaphysis	FALSE
HP:0003929	Ground glass opacity of humeral diaphysis	FALSE
HP:0003930	Lytic defects of humeral diaphysis	FALSE
HP:0003931	Periosteal new bone of humeral diaphysis	FALSE
HP:0003932	Sclerotic foci of humeral diaphysis	FALSE
HP:0003933	Sclerosis of humeral diaphysis	FALSE
HP:0003934	Slender humeral diaphysis	FALSE
HP:0003935	Wide humeral diaphysis	FALSE
HP:0003938	Synostosis involving the elbow	FALSE
HP:0003939	Humeroulnar synostosis	FALSE
HP:0003940	Osteoarthritis of the elbow	FALSE
HP:0003941	Stippled calcification of the elbow	FALSE
HP:0003942	Synovial chondromatosis of the elbow	FALSE
HP:0003943	Abnormality of the joint spaces of the elbow	FALSE
HP:0003944	Narrow joint spaces of the elbow	FALSE
HP:0003945	Irregular articular surfaces of the elbow joints	FALSE
HP:0003946	Abnormal elbow epiphysis morphology	FALSE
HP:0003947	Delayed elbow epiphyseal ossification	FALSE
HP:0003948	Irregular epiphyses of the elbow	FALSE
HP:0003949	Abnormal elbow metaphysis morphology	FALSE
HP:0003950	Flared elbow metaphyses	FALSE
HP:0003951	Distal humeral metaphyseal irregularity	FALSE
HP:0003952	Sclerotic foci of metaphyses of the elbow	FALSE
HP:0003953	Absent forearm bone	FALSE
HP:0003954	Angulated forearm bones	FALSE
HP:0003955	Bone-in-a-bone appearance of forearm	FALSE
HP:0003956	Bowed forearm bones	FALSE
HP:0003957	Cortical thickening of the forearm bones	FALSE
HP:0003958	Cross-fusion of the forearm bones	FALSE
HP:0003959	Deformed forearm bones	FALSE
HP:0003960	Exostoses of the forearm bones	FALSE
HP:0003961	Fractured forearm bone	FALSE
HP:0003963	Lytic defects of the forearm bones	FALSE
HP:0003964	Osteoporotic forearm bones	FALSE
HP:0003965	Pseudarthrosis of the forearm bones	FALSE
HP:0003966	Sclerotic foci in forearm bones	FALSE
HP:0003967	Sclerotic forearm bones	FALSE
HP:0003969	Slender forearm bones	FALSE
HP:0003970	Undermodelled forearm bones	FALSE
HP:0003971	Broad forearm bones	FALSE
HP:0003973	Wide radioulnar joints	FALSE
HP:0003974	Absent radius	FALSE
HP:0003976	Constricted radius	FALSE
HP:0003977	Deformed radius	FALSE
HP:0003978	Fractured radius	FALSE
HP:0003979	Lytic defects of the radius	FALSE
HP:0003980	Pseudarthrosis of the radius	FALSE
HP:0003981	Broad radius	FALSE
HP:0003982	Aplasia of the ulna	FALSE
HP:0003984	Posteriorly dislocated ulna	FALSE
HP:0003985	Exostoses of the ulna	FALSE
HP:0003986	Exostoses of the radius	FALSE
HP:0003987	Fractured ulna	FALSE
HP:0003988	Long ulna	FALSE
HP:0003989	Notched ulna	FALSE
HP:0003990	Pointed ulna	FALSE
HP:0003991	Osteosclerosis of the ulna	FALSE
HP:0003992	Slender ulna	FALSE
HP:0003993	Broad ulna	FALSE
HP:0003994	Dislocated wrist	FALSE
HP:0003995	Abnormality of the radial head	FALSE
HP:0003996	Flattened radial head	FALSE
HP:0003997	Hypoplastic radial head	FALSE
HP:0003998	Constricted radial neck	FALSE
HP:0003999	Abnormal radial epiphysis morphology	FALSE
HP:0004000	Cone-shaped distal radial epiphysis	FALSE
HP:0004001	Medially deficient radial epiphyses	FALSE
HP:0004002	Flattened radial epiphyses	FALSE
HP:0004003	Medially flattened radial epiphyses	FALSE
HP:0004004	Irregular radial epiphyses	FALSE
HP:0004005	Large radial epiphyses	FALSE
HP:0004006	Round radial epiphyses	FALSE
HP:0004007	Sclerotic radial epiphyses	FALSE
HP:0004008	Sloping radial epiphyses	FALSE
HP:0004009	Medially sloping radial epiphyses	FALSE
HP:0004010	Small radial epiphyses	FALSE
HP:0004012	Premature fusion of the radial epiphyseal plates	FALSE
HP:0004013	Medially fused radial epiphyseal plates	FALSE
HP:0004014	Broad radial epiphyseal plate	FALSE
HP:0004015	Abnormal radial metaphysis morphology	FALSE
HP:0004016	Cupped radial metaphyses	FALSE
HP:0004017	Exostoses of the radial metaphysis	FALSE
HP:0004018	Flared radial metaphysis	FALSE
HP:0004019	Radial metaphyseal irregularity	FALSE
HP:0004020	Irregular ossification of the radial metaphysis	FALSE
HP:0004021	Lytic defects of radial metaphysis	FALSE
HP:0004022	Sclerotic radial metaphysis with longitudinal striations	FALSE
HP:0004023	Sloping radial metaphysis	FALSE
HP:0004024	Medially sloping radial metaphysis	FALSE
HP:0004025	Spurred radial metaphysis	FALSE
HP:0004026	Broad radial metaphysis	FALSE
HP:0004027	Abnormality of radial diaphysis	FALSE
HP:0004028	Spurs of radial diaphysis	FALSE
HP:0004029	Lytic defects of radial diaphysis	FALSE
HP:0004030	Patchy sclerosis of radial diaphysis	FALSE
HP:0004031	Broad radial diaphysis	FALSE
HP:0004032	Abnormal olecranon morphology	FALSE
HP:0004033	Curved olecranon	FALSE
HP:0004034	Irregular olecranon	FALSE
HP:0004035	Abnormal ulnar styloid process morphology	FALSE
HP:0004036	Long styloid process of ulna	FALSE
HP:0004037	Abnormal ulnar epiphysis morphology	FALSE
HP:0004039	Abnormal ulnar metaphysis morphology	FALSE
HP:0004040	Corner fragments of ulnar metaphysis	FALSE
HP:0004041	Cupped ulnar metaphysis	FALSE
HP:0004042	Ulnar metaphyseal irregularity	FALSE
HP:0004043	Lytic defects of ulnar metaphysis	FALSE
HP:0004044	Pointed ulnar metaphysis	FALSE
HP:0004045	Sloping ulnar metaphysis	FALSE
HP:0004046	Spurred ulnar metaphysis	FALSE
HP:0004047	Wide ulnar metaphysis	FALSE
HP:0004048	Narrow joint spaces of wrist	FALSE
HP:0004049	Decreased carpal angles of wrist	FALSE
HP:0004050	Absent hand	FALSE
HP:0004051	Advanced ossification of the hand bones	FALSE
HP:0004052	Delayed ossification of the hand bones	FALSE
HP:0004053	Dysharmonic maturation of the hand bones	FALSE
HP:0004054	Sclerosis of hand bone	FALSE
HP:0004057	Mitten deformity	FALSE
HP:0004058	Hand monodactyly	FALSE
HP:0004060	Trident hand	FALSE
HP:0004095	Curved fingers	FALSE
HP:0004097	Deviation of finger	FALSE
HP:0004099	Macrodactyly	FALSE
HP:0004100	Abnormal 2nd finger morphology	FALSE
HP:0004112	Midline nasal groove	FALSE
HP:0004122	Midline defect of the nose	FALSE
HP:0004132	Dimple on nasal tip	FALSE
HP:0004150	Abnormal 3rd finger morphology	FALSE
HP:0004172	Abnormality of the middle phalanx of the 3rd finger	FALSE
HP:0004180	Short distal phalanx of the 3rd finger	FALSE
HP:0004188	Abnormal 4th finger morphology	FALSE
HP:0004195	Osteolytic defects of the phalanges of the 4th finger	FALSE
HP:0004197	Fourth finger symphalangism	FALSE
HP:0004207	Abnormal 5th finger morphology	FALSE
HP:0004209	Clinodactyly of the 5th finger	FALSE
HP:0004213	Abnormal 5th finger phalanx morphology	FALSE
HP:0004214	Curved phalanges of the 5th finger	FALSE
HP:0004216	Osteolytic defects of the phalanges of the 5th finger	FALSE
HP:0004218	Fifth finger symphalangism	FALSE
HP:0004219	Abnormality of the middle phalanx of the 5th finger	FALSE
HP:0004220	Short middle phalanx of the 5th finger	FALSE
HP:0004222	Cone-shaped epiphysis of the distal phalanx of the 5th finger	FALSE
HP:0004223	Ivory epiphysis of the distal phalanx of the 5th finger	FALSE
HP:0004224	Abnormality of the epiphysis of the middle phalanx of the 5th finger	FALSE
HP:0004225	Abnormality of the distal phalanx of the 5th finger	FALSE
HP:0004226	Curved distal phalanx of the 5th finger	FALSE
HP:0004227	Short distal phalanx of the 5th finger	FALSE
HP:0004230	Subluxation of the proximal interphalangeal joint of the little finger	FALSE
HP:0004231	Carpal bone aplasia	FALSE
HP:0004232	Accessory carpal bones	FALSE
HP:0004233	Advanced ossification of carpal bones	FALSE
HP:0004234	Bone-in-a-bone appearance of carpal bones	FALSE
HP:0004235	Comma-shaped carpal bones	FALSE
HP:0004236	Irregular carpal bones	FALSE
HP:0004237	Large carpal bones	FALSE
HP:0004238	Lytic defects of carpal bones	FALSE
HP:0004239	Proximally placed carpal bones	FALSE
HP:0004240	Sclerotic foci within carpal bones	FALSE
HP:0004241	Stippled calcification in carpal bones	FALSE
HP:0004242	Broad carpal bones	FALSE
HP:0004243	Abnormal scaphoid morphology	FALSE
HP:0004244	Accessory scaphoid	FALSE
HP:0004245	Comma-shaped scaphoid	FALSE
