gene_symbol	panel_id	panel_name
FLNB	496	Paediatric disorders
FOXN1	285	Childhood onset leukodystrophy
FOXN1	398	Fetal anomalies
FOXN1	478	Hypotonic infant
FOXN1	486	Intellectual disability
FOXN1	490	Paediatric disorders
FOXN1	496	Primary immunodeficiency or monogenic inflammatory bowel disease
GCK	285	Childhood onset leukodystrophy
GCK	293	Congenital hyperinsulinism
GCK	308	Hypotonic infant
GCK	486	Intellectual disability
GCK	490	Neonatal diabetes
GCK	496	Paediatric disorders
GDF5	101	Childhood onset leukodystrophy
GDF5	285	Fetal anomalies
GDF5	478	Hypotonic infant
GDF5	486	Intellectual disability
GDF5	490	Paediatric disorders
GDF5	496	VACTERL-like phenotypes
GJB2	126	Childhood onset leukodystrophy
GJB2	285	Fetal anomalies
GJB2	478	Hypotonic infant
GJB2	486	Intellectual disability
GJB2	490	Monogenic hearing loss
GJB2	496	Paediatric disorders
GLIS2	150	Childhood onset dystonia, chorea or related movement disorder
GLIS2	156	Fetal anomalies
GLIS2	478	Paediatric disorders
GLIS2	486	Rare multisystem ciliopathy disorders
GLIS2	678	Unexplained kidney failure in young people
GLIS2	847	Unexplained young onset end-stage renal disease
HINT1	85	Childhood onset leukodystrophy
HINT1	285	Fetal anomalies
HINT1	478	Hereditary neuropathy
HINT1	486	Hypotonic infant
HINT1	490	Intellectual disability
HINT1	496	Paediatric disorders
HSPG2	229	Childhood onset leukodystrophy
HSPG2	285	Fetal anomalies
HSPG2	478	Hypotonic infant
HSPG2	486	Intellectual disability
HSPG2	490	Paediatric disorders
HSPG2	496	Skeletal Muscle Channelopathies
IGSF1	31	Childhood onset leukodystrophy
IGSF1	285	Congenital hypothyroidism
IGSF1	478	Fetal anomalies
IGSF1	486	Hypotonic infant
IGSF1	490	Intellectual disability
IGSF1	496	Paediatric disorders
IHH	101	Childhood onset leukodystrophy
IHH	285	Fetal anomalies
IHH	478	Hypotonic infant
IHH	486	Intellectual disability
IHH	490	Paediatric disorders
IHH	496	VACTERL-like phenotypes
ITCH	285	Childhood onset leukodystrophy
ITCH	398	Fetal anomalies
ITCH	478	Hypotonic infant
ITCH	486	Intellectual disability
ITCH	490	Paediatric disorders
ITCH	496	Primary immunodeficiency or monogenic inflammatory bowel disease
JAGN1	285	Childhood onset leukodystrophy
JAGN1	398	Fetal anomalies
JAGN1	478	Hypotonic infant
JAGN1	486	Intellectual disability
JAGN1	490	Paediatric disorders
JAGN1	496	Primary immunodeficiency or monogenic inflammatory bowel disease
KIF21A	285	Childhood onset leukodystrophy
KIF21A	478	Congenital fibrosis of the extraocular muscles
KIF21A	486	Fetal anomalies
KIF21A	490	Hypotonic infant
KIF21A	496	Intellectual disability
KIF21A	512	Paediatric disorders
LGI4	225	Childhood onset leukodystrophy
LGI4	285	Congenital myopathy
LGI4	478	Fetal anomalies
LGI4	486	Hypotonic infant
LGI4	490	Intellectual disability
LGI4	496	Paediatric disorders
LRRC6	150	Childhood onset leukodystrophy
LRRC6	285	Fetal anomalies
LRRC6	478	Hypotonic infant
LRRC6	486	Intellectual disability
LRRC6	490	Paediatric disorders
LRRC6	496	Rare multisystem ciliopathy disorders
LTBP3	230	Bilateral congenital or childhood onset cataracts
LTBP3	285	Childhood onset leukodystrophy
LTBP3	478	Fetal anomalies
LTBP3	486	Hypotonic infant
LTBP3	490	Intellectual disability
LTBP3	496	Paediatric disorders
MAPT	39	Childhood onset leukodystrophy
MAPT	265	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
MAPT	285	Hypotonic infant
MAPT	486	Intellectual disability
MAPT	490	Paediatric disorders
MAPT	496	Parkinson Disease and Complex Parkinsonism
MC2R	145	Childhood onset leukodystrophy
MC2R	285	Congenital adrenal hypoplasia
MC2R	478	Fetal anomalies
MC2R	486	Hypotonic infant
MC2R	490	Intellectual disability
MC2R	496	Paediatric disorders
MGP	101	Childhood onset leukodystrophy
MGP	285	Fetal anomalies
MGP	478	Hypotonic infant
MGP	486	Intellectual disability
MGP	490	Paediatric disorders
MGP	496	VACTERL-like phenotypes
MPDZ	285	Childhood onset leukodystrophy
MPDZ	307	Fetal anomalies
MPDZ	478	Hypotonic infant
MPDZ	486	Intellectual disability
MPDZ	490	Paediatric disorders
MPDZ	496	Retinal disorders
MSX2	126	Childhood onset leukodystrophy
MSX2	285	Fetal anomalies
MSX2	478	Hypotonic infant
MSX2	486	Intellectual disability
MSX2	490	Monogenic hearing loss
MSX2	496	Paediatric disorders
MYBPC3	85	Congenital myopathy
MYBPC3	225	Fetal anomalies
MYBPC3	478	Hereditary neuropathy
MYBPC3	490	Hypotonic infant
MYBPC3	749	Paediatric or syndromic cardiomyopathy
MYBPC3	1220	Unexplained death in infancy and sudden unexplained death in childhood
MYH14	85	Congenital myopathy
MYH14	126	Hereditary neuropathy
MYH14	225	Hypotonic infant
MYH14	253	Monogenic hearing loss
MYH14	486	Non-syndromic familial congenital anorectal malformations
MYH14	490	Paediatric disorders
MYH8	225	Childhood onset leukodystrophy
MYH8	285	Congenital myopathy
MYH8	478	Fetal anomalies
MYH8	486	Hypotonic infant
MYH8	490	Intellectual disability
MYH8	496	Paediatric disorders
NGF	85	Childhood onset leukodystrophy
NGF	285	Hereditary neuropathy
NGF	288	Hypotonic infant
NGF	486	Intellectual disability
NGF	490	Paediatric disorders
NGF	496	Pain syndromes
NHEJ1	285	Childhood onset leukodystrophy
NHEJ1	398	Fetal anomalies
NHEJ1	478	Hypotonic infant
NHEJ1	486	Intellectual disability
NHEJ1	490	Paediatric disorders
NHEJ1	496	Primary immunodeficiency or monogenic inflammatory bowel disease
NKX3-2	251	Childhood onset leukodystrophy
NKX3-2	285	Deafness and congenital structural abnormalities
NKX3-2	478	Fetal anomalies
NKX3-2	486	Hypotonic infant
NKX3-2	490	Intellectual disability
NKX3-2	496	Paediatric disorders
NMNAT1	285	Childhood onset leukodystrophy
NMNAT1	307	Fetal anomalies
NMNAT1	478	Hypotonic infant
NMNAT1	486	Intellectual disability
NMNAT1	490	Paediatric disorders
NMNAT1	496	Retinal disorders
OTOGL	126	Childhood onset leukodystrophy
OTOGL	285	Fetal anomalies
OTOGL	478	Hypotonic infant
OTOGL	486	Intellectual disability
OTOGL	490	Monogenic hearing loss
OTOGL	496	Paediatric disorders
PDE1B	285	Childhood onset dystonia, chorea or related movement disorder
PDE1B	486	Childhood onset leukodystrophy
PDE1B	488	Hereditary ataxia and cerebellar anomalies - childhood onset
PDE1B	490	Hypotonic infant
PDE1B	496	Intellectual disability
PDE1B	847	Paediatric disorders
PRF1	42	Childhood onset leukodystrophy
PRF1	144	Fetal anomalies
PRF1	398	Fetal hydrops
PRF1	478	Inherited white matter disorders
PRF1	486	Paediatric disorders
PRF1	496	Primary immunodeficiency or monogenic inflammatory bowel disease
PTH1R	144	Childhood onset leukodystrophy
PTH1R	285	Fetal anomalies
PTH1R	478	Fetal hydrops
PTH1R	486	Hypotonic infant
PTH1R	490	Intellectual disability
PTH1R	496	Paediatric disorders
PTHLH	101	Childhood onset leukodystrophy
PTHLH	285	Fetal anomalies
PTHLH	478	Hypotonic infant
PTHLH	486	Intellectual disability
PTHLH	490	Paediatric disorders
PTHLH	496	VACTERL-like phenotypes
RAB3A	20	Childhood onset leukodystrophy
RAB3A	285	Hereditary ataxia
RAB3A	486	Hereditary ataxia and cerebellar anomalies - childhood onset
RAB3A	488	Hypotonic infant
RAB3A	490	Intellectual disability
RAB3A	496	Paediatric disorders
RAD51	159	Childhood onset leukodystrophy
RAD51	285	Cytopenias and congenital anaemias
RAD51	478	Fetal anomalies
RAD51	486	Hypotonic infant
RAD51	490	Intellectual disability
RAD51	496	Paediatric disorders
REEP2	165	Childhood onset hereditary spastic paraplegia
REEP2	285	Childhood onset leukodystrophy
REEP2	486	Hereditary spastic paraplegia
REEP2	490	Hypotonic infant
REEP2	496	Intellectual disability
REEP2	568	Paediatric disorders
RTN2	165	Childhood onset hereditary spastic paraplegia
RTN2	285	Childhood onset leukodystrophy
RTN2	486	Hereditary spastic paraplegia
RTN2	490	Hypotonic infant
RTN2	496	Intellectual disability
RTN2	568	Paediatric disorders
SAMD9L	159	Childhood onset leukodystrophy
SAMD9L	285	Cytopenias and congenital anaemias
SAMD9L	398	Hypotonic infant
SAMD9L	486	Intellectual disability
SAMD9L	490	Paediatric disorders
SAMD9L	496	Primary immunodeficiency or monogenic inflammatory bowel disease
SBF2	85	Childhood onset leukodystrophy
SBF2	249	Glaucoma (developmental)
SBF2	285	Hereditary neuropathy
SBF2	486	Hypotonic infant
SBF2	490	Intellectual disability
SBF2	496	Paediatric disorders
SLC4A11	126	Childhood onset leukodystrophy
SLC4A11	285	Fetal anomalies
SLC4A11	478	Hypotonic infant
SLC4A11	486	Intellectual disability
SLC4A11	490	Monogenic hearing loss
SLC4A11	496	Paediatric disorders
SLC5A5	31	Childhood onset leukodystrophy
SLC5A5	285	Congenital hypothyroidism
SLC5A5	478	Fetal anomalies
SLC5A5	486	Hypotonic infant
SLC5A5	490	Intellectual disability
SLC5A5	496	Paediatric disorders
SMO	61	Childhood onset leukodystrophy
SMO	285	Fetal anomalies
SMO	478	Gastrointestinal neuromuscular disorders
SMO	486	Hypotonic infant
SMO	490	Intellectual disability
SMO	496	Paediatric disorders
SOX3	31	Childhood onset leukodystrophy
SOX3	285	Congenital hypothyroidism
SOX3	478	Fetal anomalies
SOX3	486	Hypotonic infant
SOX3	490	Intellectual disability
SOX3	496	Paediatric disorders
SPAG1	150	Childhood onset leukodystrophy
SPAG1	285	Fetal anomalies
SPAG1	478	Hypotonic infant
SPAG1	486	Intellectual disability
SPAG1	490	Paediatric disorders
SPAG1	496	Rare multisystem ciliopathy disorders
SRP54	285	Childhood onset leukodystrophy
SRP54	398	Fetal anomalies
SRP54	478	Hypotonic infant
SRP54	486	Intellectual disability
SRP54	490	Paediatric disorders
SRP54	496	Primary immunodeficiency or monogenic inflammatory bowel disease
STX3	285	Childhood onset leukodystrophy
STX3	307	Hypotonic infant
STX3	486	Intellectual disability
STX3	490	Intestinal failure or congenital diarrhoea
STX3	496	Paediatric disorders
STX3	514	Retinal disorders
TARDBP	263	Amyotrophic lateral sclerosis/motor neuron disease
TARDBP	265	Childhood onset leukodystrophy
TARDBP	285	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
TARDBP	486	Hypotonic infant
TARDBP	490	Intellectual disability
TARDBP	496	Paediatric disorders
TBX15	101	Childhood onset leukodystrophy
TBX15	285	Fetal anomalies
TBX15	478	Hypotonic infant
TBX15	486	Intellectual disability
TBX15	490	Paediatric disorders
TBX15	496	VACTERL-like phenotypes
TEK	249	Childhood onset leukodystrophy
TEK	285	Fetal anomalies
TEK	478	Glaucoma (developmental)
TEK	486	Hypotonic infant
TEK	490	Intellectual disability
TEK	496	Paediatric disorders
TGFB1	285	Childhood onset leukodystrophy
TGFB1	398	Fetal anomalies
TGFB1	478	Hypotonic infant
TGFB1	486	Intellectual disability
TGFB1	490	Paediatric disorders
TGFB1	496	Primary immunodeficiency or monogenic inflammatory bowel disease
TGFB2	126	Childhood onset leukodystrophy
TGFB2	285	Fetal anomalies
TGFB2	478	Hypotonic infant
TGFB2	486	Intellectual disability
TGFB2	490	Monogenic hearing loss
TGFB2	496	Paediatric disorders
TMPRSS6	159	Childhood onset leukodystrophy
TMPRSS6	285	Cytopenias and congenital anaemias
TMPRSS6	478	Fetal anomalies
TMPRSS6	486	Hypotonic infant
TMPRSS6	490	Intellectual disability
TMPRSS6	496	Paediatric disorders
TYROBP	42	Childhood onset leukodystrophy
TYROBP	265	Early onset dementia (encompassing fronto-temporal dementia and prion disease)
TYROBP	315	Fetal anomalies
TYROBP	478	Inherited white matter disorders
TYROBP	486	Intracerebral calcification disorders
TYROBP	496	Paediatric disorders
WNT5A	234	CAKUT
WNT5A	285	Childhood onset leukodystrophy
WNT5A	478	Fetal anomalies
WNT5A	486	Hypotonic infant
WNT5A	490	Intellectual disability
WNT5A	496	Paediatric disorders
ACVR1	285	Childhood onset leukodystrophy
ACVR1	478	Fetal anomalies
ACVR1	486	Hypotonic infant
ACVR1	490	Intellectual disability
ACVR1	496	Paediatric disorders
ADGRG6	285	Childhood onset leukodystrophy
ADGRG6	478	Fetal anomalies
ADGRG6	486	Hypotonic infant
ADGRG6	490	Intellectual disability
ADGRG6	496	Paediatric disorders
ALDH1A3	285	Childhood onset leukodystrophy
ALDH1A3	478	Fetal anomalies
ALDH1A3	486	Hypotonic infant
ALDH1A3	490	Intellectual disability
ALDH1A3	496	Paediatric disorders
ALX1	285	Childhood onset leukodystrophy
ALX1	478	Fetal anomalies
ALX1	486	Hypotonic infant
ALX1	490	Intellectual disability
ALX1	496	Paediatric disorders
ALX3	285	Childhood onset leukodystrophy
ALX3	478	Fetal anomalies
ALX3	486	Hypotonic infant
ALX3	490	Intellectual disability
ALX3	496	Paediatric disorders
ALX4	285	Childhood onset leukodystrophy
ALX4	478	Fetal anomalies
ALX4	486	Hypotonic infant
ALX4	490	Intellectual disability
ALX4	496	Paediatric disorders
ANKH	285	Childhood onset leukodystrophy
ANKH	478	Fetal anomalies
ANKH	486	Hypotonic infant
ANKH	490	Intellectual disability
ANKH	496	Paediatric disorders
AP2S1	285	Childhood onset leukodystrophy
AP2S1	486	Hypotonic infant
AP2S1	490	Intellectual disability
AP2S1	496	Paediatric disorders
AP2S1	678	Unexplained young onset end-stage renal disease
BET1	207	Congenital muscular dystrophy
BET1	402	Early onset or syndromic epilepsy
BET1	486	Hypotonic infant
BET1	490	Paediatric disorders
BET1	1220	Unexplained death in infancy and sudden unexplained death in childhood
BGN	285	Childhood onset leukodystrophy
BGN	478	Fetal anomalies
BGN	486	Hypotonic infant
BGN	490	Intellectual disability
BGN	496	Paediatric disorders
BHLHA9	285	Childhood onset leukodystrophy
BHLHA9	478	Fetal anomalies
BHLHA9	486	Hypotonic infant
BHLHA9	490	Intellectual disability
BHLHA9	496	Paediatric disorders
BMPER	285	Childhood onset leukodystrophy
BMPER	478	Fetal anomalies
BMPER	486	Hypotonic infant
BMPER	490	Intellectual disability
BMPER	496	Paediatric disorders
CCDC8	285	Childhood onset leukodystrophy
CCDC8	478	Fetal anomalies
CCDC8	486	Hypotonic infant
CCDC8	490	Intellectual disability
CCDC8	496	Paediatric disorders
CDC45	285	Childhood onset leukodystrophy
CDC45	478	Fetal anomalies
CDC45	486	Hypotonic infant
CDC45	490	Intellectual disability
CDC45	496	Paediatric disorders
CEP63	285	Childhood onset leukodystrophy
CEP63	478	Fetal anomalies
CEP63	486	Hypotonic infant
CEP63	490	Intellectual disability
CEP63	496	Paediatric disorders
CFTR	150	Fetal anomalies
CFTR	385	Neonatal cholestasis
CFTR	398	Paediatric disorders
CFTR	478	Primary immunodeficiency or monogenic inflammatory bowel disease
CFTR	486	Rare multisystem ciliopathy disorders
COL10A1	285	Childhood onset leukodystrophy
COL10A1	478	Fetal anomalies
COL10A1	486	Hypotonic infant
COL10A1	490	Intellectual disability
COL10A1	496	Paediatric disorders
COL1A1	285	Childhood onset leukodystrophy
COL1A1	478	Fetal anomalies
COL1A1	486	Hypotonic infant
COL1A1	490	Intellectual disability
COL1A1	496	Paediatric disorders
COL1A2	285	Childhood onset leukodystrophy
COL1A2	478	Fetal anomalies
COL1A2	486	Hypotonic infant
COL1A2	490	Intellectual disability
COL1A2	496	Paediatric disorders
COLEC10	285	Childhood onset leukodystrophy
COLEC10	478	Fetal anomalies
COLEC10	486	Hypotonic infant
COLEC10	490	Intellectual disability
COLEC10	496	Paediatric disorders
COMP	285	Childhood onset leukodystrophy
COMP	478	Fetal anomalies
COMP	486	Hypotonic infant
COMP	490	Intellectual disability
COMP	496	Paediatric disorders
CTGF	285	Childhood onset leukodystrophy
CTGF	478	Fetal anomalies
CTGF	486	Hypotonic infant
CTGF	490	Intellectual disability
CTGF	496	Paediatric disorders
CUL7	285	Childhood onset leukodystrophy
CUL7	478	Fetal anomalies
CUL7	486	Hypotonic infant
CUL7	490	Intellectual disability
CUL7	496	Paediatric disorders
DDR2	285	Childhood onset leukodystrophy
DDR2	478	Fetal anomalies
DDR2	486	Hypotonic infant
DDR2	490	Intellectual disability
DDR2	496	Paediatric disorders
DLL3	285	Childhood onset leukodystrophy
DLL3	478	Fetal anomalies
DLL3	486	Hypotonic infant
DLL3	490	Intellectual disability
DLL3	496	Paediatric disorders
DLL4	285	Childhood onset leukodystrophy
DLL4	478	Fetal anomalies
DLL4	486	Hypotonic infant
DLL4	490	Intellectual disability
DLL4	496	Paediatric disorders
DYNC1I2	285	Childhood onset leukodystrophy
DYNC1I2	478	Fetal anomalies
DYNC1I2	486	Hypotonic infant
DYNC1I2	490	Intellectual disability
DYNC1I2	496	Paediatric disorders
EFNB1	285	Childhood onset leukodystrophy
EFNB1	478	Fetal anomalies
EFNB1	486	Hypotonic infant
EFNB1	490	Intellectual disability
EFNB1	496	Paediatric disorders
EMG1	285	Childhood onset leukodystrophy
EMG1	478	Fetal anomalies
EMG1	486	Hypotonic infant
EMG1	490	Intellectual disability
EMG1	496	Paediatric disorders
ERF	285	Childhood onset leukodystrophy
ERF	478	Fetal anomalies
ERF	486	Hypotonic infant
ERF	490	Intellectual disability
ERF	496	Paediatric disorders
FAM111A	285	Childhood onset leukodystrophy
FAM111A	478	Fetal anomalies
FAM111A	486	Hypotonic infant
FAM111A	490	Intellectual disability
FAM111A	496	Paediatric disorders
FBN2	285	Childhood onset leukodystrophy
FBN2	478	Fetal anomalies
FBN2	486	Hypotonic infant
FBN2	490	Intellectual disability
FBN2	496	Paediatric disorders
FOXP4	285	Childhood onset leukodystrophy
FOXP4	478	Fetal anomalies
FOXP4	486	Hypotonic infant
FOXP4	490	Intellectual disability
FOXP4	496	Paediatric disorders
GHR	285	Childhood onset leukodystrophy
GHR	478	Fetal anomalies
GHR	486	Hypotonic infant
GHR	490	Intellectual disability
GHR	496	Paediatric disorders
GMNN	285	Childhood onset leukodystrophy
GMNN	478	Fetal anomalies
GMNN	486	Hypotonic infant
GMNN	490	Intellectual disability
GMNN	496	Paediatric disorders
GRHL3	285	Childhood onset leukodystrophy
GRHL3	478	Fetal anomalies
GRHL3	486	Hypotonic infant
GRHL3	490	Intellectual disability
GRHL3	496	Paediatric disorders
HR	285	Childhood onset leukodystrophy
HR	478	Fetal anomalies
HR	486	Hypotonic infant
HR	490	Intellectual disability
HR	496	Paediatric disorders
IFITM5	285	Childhood onset leukodystrophy
IFITM5	478	Fetal anomalies
IFITM5	486	Hypotonic infant
IFITM5	490	Intellectual disability
IFITM5	496	Paediatric disorders
IL11RA	285	Childhood onset leukodystrophy
IL11RA	478	Fetal anomalies
IL11RA	486	Hypotonic infant
IL11RA	490	Intellectual disability
IL11RA	496	Paediatric disorders
IMPAD1	285	Childhood onset leukodystrophy
IMPAD1	478	Fetal anomalies
IMPAD1	486	Hypotonic infant
IMPAD1	490	Intellectual disability
IMPAD1	496	Paediatric disorders
INPPL1	285	Childhood onset leukodystrophy
INPPL1	478	Fetal anomalies
INPPL1	486	Hypotonic infant
INPPL1	490	Intellectual disability
INPPL1	496	Paediatric disorders
IRF6	285	Childhood onset leukodystrophy
IRF6	478	Fetal anomalies
IRF6	486	Hypotonic infant
IRF6	490	Intellectual disability
IRF6	496	Paediatric disorders
KIF22	285	Childhood onset leukodystrophy
KIF22	478	Fetal anomalies
KIF22	486	Hypotonic infant
KIF22	490	Intellectual disability
KIF22	496	Paediatric disorders
KIF5B	285	Childhood onset leukodystrophy
KIF5B	478	Fetal anomalies
KIF5B	486	Hypotonic infant
KIF5B	490	Intellectual disability
KIF5B	496	Paediatric disorders
KRIT1	285	Childhood onset leukodystrophy
KRIT1	478	Fetal anomalies
KRIT1	486	Hypotonic infant
KRIT1	490	Intellectual disability
KRIT1	496	Paediatric disorders
LOXHD1	126	Childhood onset leukodystrophy
LOXHD1	285	Hypotonic infant
LOXHD1	486	Intellectual disability
LOXHD1	490	Monogenic hearing loss
LOXHD1	496	Paediatric disorders
MAP3K1	285	Childhood onset leukodystrophy
MAP3K1	478	Fetal anomalies
MAP3K1	486	Hypotonic infant
MAP3K1	490	Intellectual disability
MAP3K1	496	Paediatric disorders
MATN3	285	Childhood onset leukodystrophy
MATN3	478	Fetal anomalies
MATN3	486	Hypotonic infant
MATN3	490	Intellectual disability
MATN3	496	Paediatric disorders
MEGF8	285	Childhood onset leukodystrophy
MEGF8	478	Fetal anomalies
MEGF8	486	Hypotonic infant
MEGF8	490	Intellectual disability
MEGF8	496	Paediatric disorders
MESP2	285	Childhood onset leukodystrophy
MESP2	478	Fetal anomalies
MESP2	486	Hypotonic infant
MESP2	490	Intellectual disability
MESP2	496	Paediatric disorders
MMP13	285	Childhood onset leukodystrophy
MMP13	478	Fetal anomalies
MMP13	486	Hypotonic infant
MMP13	490	Intellectual disability
MMP13	496	Paediatric disorders
MSX1	285	Childhood onset leukodystrophy
MSX1	478	Fetal anomalies
MSX1	486	Hypotonic infant
MSX1	490	Intellectual disability
MSX1	496	Paediatric disorders
MUC1	150	CAKUT
MUC1	156	Paediatric disorders
MUC1	234	Rare multisystem ciliopathy disorders
MUC1	486	Unexplained kidney failure in young people
MUC1	678	Unexplained young onset end-stage renal disease
NECTIN1	285	Childhood onset leukodystrophy
NECTIN1	478	Fetal anomalies
NECTIN1	486	Hypotonic infant
NECTIN1	490	Intellectual disability
NECTIN1	496	Paediatric disorders
NEUROD1	126	Fetal anomalies
NEUROD1	293	Monogenic hearing loss
NEUROD1	307	Neonatal diabetes
NEUROD1	478	Paediatric disorders
NEUROD1	486	Retinal disorders
NOTCH1	126	Cytopenias and congenital anaemias
NOTCH1	159	Familial non syndromic congenital heart disease
NOTCH1	212	Fetal anomalies
NOTCH1	478	Monogenic hearing loss
NOTCH1	486	Paediatric disorders
NPR2	285	Childhood onset leukodystrophy
NPR2	478	Fetal anomalies
NPR2	486	Hypotonic infant
NPR2	490	Intellectual disability
NPR2	496	Paediatric disorders
OBSL1	285	Childhood onset leukodystrophy
OBSL1	478	Fetal anomalies
OBSL1	486	Hypotonic infant
OBSL1	490	Intellectual disability
OBSL1	496	Paediatric disorders
P3H1	285	Childhood onset leukodystrophy
P3H1	478	Fetal anomalies
P3H1	486	Hypotonic infant
P3H1	490	Intellectual disability
P3H1	496	Paediatric disorders
P4HB	285	Childhood onset leukodystrophy
P4HB	478	Fetal anomalies
P4HB	486	Hypotonic infant
P4HB	490	Intellectual disability
P4HB	496	Paediatric disorders
PAPSS2	285	Childhood onset leukodystrophy
PAPSS2	478	Fetal anomalies
PAPSS2	486	Hypotonic infant
PAPSS2	490	Intellectual disability
PAPSS2	496	Paediatric disorders
PDCD10	285	Childhood onset leukodystrophy
PDCD10	478	Fetal anomalies
PDCD10	486	Hypotonic infant
PDCD10	490	Intellectual disability
PDCD10	496	Paediatric disorders
PHF5A	285	Childhood onset leukodystrophy
PHF5A	478	Fetal anomalies
PHF5A	486	Hypotonic infant
PHF5A	490	Intellectual disability
PHF5A	496	Paediatric disorders
PKD1L1	285	Childhood onset leukodystrophy
PKD1L1	478	Fetal anomalies
PKD1L1	486	Hypotonic infant
PKD1L1	490	Intellectual disability
PKD1L1	496	Paediatric disorders
PLOD1	285	Childhood onset leukodystrophy
PLOD1	478	Fetal anomalies
PLOD1	486	Hypotonic infant
PLOD1	490	Intellectual disability
PLOD1	496	Paediatric disorders
PLOD2	285	Childhood onset leukodystrophy
PLOD2	478	Fetal anomalies
PLOD2	486	Hypotonic infant
PLOD2	490	Intellectual disability
PLOD2	496	Paediatric disorders
POGLUT1	207	Childhood onset leukodystrophy
POGLUT1	285	Congenital muscular dystrophy
POGLUT1	486	Hypotonic infant
POGLUT1	490	Intellectual disability
POGLUT1	496	Paediatric disorders
POP1	478	Childhood onset leukodystrophy
POP1	486	Fetal anomalies
POP1	490	Hypotonic infant
POP1	496	Paediatric disorders
POP1	1220	Unexplained death in infancy and sudden unexplained death in childhood
PPFIA3	285	Childhood onset leukodystrophy
PPFIA3	478	Fetal anomalies
PPFIA3	486	Hypotonic infant
PPFIA3	490	Intellectual disability
PPFIA3	496	Paediatric disorders
PRKACB	285	Childhood onset leukodystrophy
PRKACB	478	Fetal anomalies
PRKACB	486	Hypotonic infant
PRKACB	490	Intellectual disability
PRKACB	496	Paediatric disorders
PRKD1	285	Childhood onset leukodystrophy
PRKD1	478	Fetal anomalies
PRKD1	486	Hypotonic infant
PRKD1	490	Intellectual disability
PRKD1	496	Paediatric disorders
PRSS56	285	Childhood onset leukodystrophy
PRSS56	478	Fetal anomalies
PRSS56	486	Hypotonic infant
PRSS56	490	Intellectual disability
PRSS56	496	Paediatric disorders
RAX	285	Childhood onset leukodystrophy
RAX	478	Fetal anomalies
RAX	486	Hypotonic infant
RAX	490	Intellectual disability
RAX	496	Paediatric disorders
RBPJ	285	Childhood onset leukodystrophy
RBPJ	478	Fetal anomalies
RBPJ	486	Hypotonic infant
RBPJ	490	Intellectual disability
RBPJ	496	Paediatric disorders
RIPK4	285	Childhood onset leukodystrophy
RIPK4	478	Fetal anomalies
RIPK4	486	Hypotonic infant
RIPK4	490	Intellectual disability
RIPK4	496	Paediatric disorders
RUNX2	285	Childhood onset leukodystrophy
RUNX2	478	Fetal anomalies
RUNX2	486	Hypotonic infant
RUNX2	490	Intellectual disability
RUNX2	496	Paediatric disorders
SCARF2	285	Childhood onset leukodystrophy
SCARF2	478	Fetal anomalies
SCARF2	486	Hypotonic infant
SCARF2	490	Intellectual disability
SCARF2	496	Paediatric disorders
SCNN1B	150	Extreme early-onset hypertension
SCNN1B	314	Fetal anomalies
SCNN1B	478	Paediatric disorders
SCNN1B	486	Rare multisystem ciliopathy disorders
SCNN1B	678	Unexplained young onset end-stage renal disease
SCNN1G	150	Extreme early-onset hypertension
SCNN1G	314	Fetal anomalies
SCNN1G	478	Paediatric disorders
SCNN1G	486	Rare multisystem ciliopathy disorders
SCNN1G	678	Unexplained young onset end-stage renal disease
SLC12A9	285	Childhood onset leukodystrophy
SLC12A9	478	Fetal anomalies
SLC12A9	486	Hypotonic infant
SLC12A9	490	Intellectual disability
SLC12A9	496	Paediatric disorders
SLC26A2	285	Childhood onset leukodystrophy
SLC26A2	478	Fetal anomalies
SLC26A2	486	Hypotonic infant
SLC26A2	490	Intellectual disability
SLC26A2	496	Paediatric disorders
SLC2A10	285	Childhood onset leukodystrophy
SLC2A10	478	Fetal anomalies
SLC2A10	486	Hypotonic infant
SLC2A10	490	Intellectual disability
SLC2A10	496	Paediatric disorders
SMAD3	285	Childhood onset leukodystrophy
SMAD3	478	Fetal anomalies
SMAD3	486	Hypotonic infant
SMAD3	490	Intellectual disability
SMAD3	496	Paediatric disorders
SMG9	285	Childhood onset leukodystrophy
SMG9	478	Fetal anomalies
SMG9	486	Hypotonic infant
SMG9	490	Intellectual disability
SMG9	496	Paediatric disorders
SRY	285	Childhood onset leukodystrophy
SRY	478	Fetal anomalies
SRY	486	Hypotonic infant
SRY	490	Intellectual disability
SRY	496	Paediatric disorders
TAPT1	150	Bilateral congenital or childhood onset cataracts
TAPT1	230	Fetal anomalies
TAPT1	478	Hereditary ataxia and cerebellar anomalies - childhood onset
TAPT1	486	Paediatric disorders
TAPT1	488	Rare multisystem ciliopathy disorders
TCF12	285	Childhood onset leukodystrophy
TCF12	478	Fetal anomalies
TCF12	486	Hypotonic infant
TCF12	490	Intellectual disability
TCF12	496	Paediatric disorders
TFAP2B	285	Childhood onset leukodystrophy
TFAP2B	478	Fetal anomalies
TFAP2B	486	Hypotonic infant
TFAP2B	490	Intellectual disability
TFAP2B	496	Paediatric disorders
TGDS	285	Childhood onset leukodystrophy
TGDS	478	Fetal anomalies
TGDS	486	Hypotonic infant
TGDS	490	Intellectual disability
TGDS	496	Paediatric disorders
